"V1","V2","V3","V4","V5","V6"
0.902460917097992,0.0975390829020077,0.00330537048143084,0.00419422277176097,0.000641778840839181,0.000968796269206374
0.846635912899659,0.153364087100341,0.00193218067298123,0.00240187621044001,0.000370608756110014,0.000543058923150008
0.884945517462912,0.115054482537088,0.00144484482560602,0.00181003049460954,0.0002824577216374,0.000430199965435472
0.881561677590266,0.118438322409734,0.0031003885884921,0.00390967751772314,0.000599850004256021,0.000893002365257849
0.848509655469843,0.151490344530157,0.00341135172541746,0.00424055323878795,0.000652778576595719,0.000950313394640068
0.696788995134653,0.303211004865347,0.00195024801839309,0.00222663560667148,0.000165354468947851,0.000282267028492375
0.889516131292204,0.110483868707796,0.00131540746398259,0.00155029943328803,0.000133588649683271,0.000223569671559233
0.67535983547821,0.32464016452179,0.000857578612568285,0.000983023544217288,7.4690493055197e-05,0.000121847722038839
0.717336193823673,0.282663806176327,0.00165121028408548,0.00189165028047412,0.00014640943765269,0.000243638021835425
0.234078854367259,0.765921145632741,0.00648464959718479,0.00567165256287374,0.0008088213543517,0.000497385822800809
0.711955681753888,0.288044318246112,0.00590564625577191,0.00666161393193742,0.000356630373510267,0.00067432377504833
0.750545202566384,0.249454797433616,0.000683363131061349,0.000774736427042217,4.57204690443169e-05,8.26148905282736e-05
0.288568922805044,0.711431077194956,0.000934671623487068,0.0008277657218608,9.82486108551396e-05,5.56943106302514e-05
0.733663972285013,0.266336027714987,0.002198823836247,0.00247015451238565,0.000143612570671594,0.000256103685370576
0.725725541108689,0.274274458891311,0.000571123387224333,0.000648120432467965,3.89995502064638e-05,6.86706016150223e-05
0.332632870334123,0.667367129665877,0.00793210964344978,0.00645920384501925,0.00157156887301824,0.0013029698675184
0.185573416404072,0.814426583595928,0.0108973572222246,0.00885262134597594,0.00224979069576872,0.00182526283805928
0.782793858504928,0.217206141495072,0.00376671167875801,0.00470508538100084,0.000775104816129756,0.000975064146608867
0.671165589951659,0.328834410048341,0.00404337705008137,0.00497658880648786,0.000827864409111271,0.000986192914411059
0.595818491433831,0.404181508566169,0.017552157099158,0.0213319947714517,0.00343421801117227,0.00419472049995273
0.573831877783179,0.426168122216821,0.0039049360252107,0.00322259106105858,0.00067685605925341,0.000499963380932679
0.459410498703931,0.540589501296069,0.000483156208916123,0.000395522243473857,8.65468927651118e-05,6.40037905570939e-05
0.436021941149585,0.563978058850415,0.000706670222416637,0.000862440929174443,0.000111904280942565,0.00014979886289185
0.314245217433509,0.685754782566491,0.00227242145150705,0.00283050819612325,0.000319263056090862,0.000481770105314423
0.897039413486512,0.102960586513488,0.0211121666703758,0.025368438019143,0.003623592645195,0.0046191173782677
0.735585885149992,0.264414114850008,0.025674386061605,0.02858311741223,0.00156496608463874,0.00267864766123047
0.729591686922509,0.270408313077491,0.013380715309084,0.0148810580440981,0.000852902208747713,0.00138473603702294
0.724663836472101,0.275336163527899,0.00181045449021019,0.00202383939326347,0.00011784035670161,0.000189007219196699
0.715919408503825,0.284080591496175,0.00176058983376973,0.00196782053279617,0.000112369212755686,0.000184842564634448
0.690469853292457,0.309530146707543,0.0194042564233012,0.0214653733346324,0.00118815831392472,0.00189663901883114
0.642220462564621,0.357779537435379,0.0150569394636629,0.017763937709294,0.00155144335936486,0.00260062148943581
0.676562776199592,0.323437223800408,0.0371627430990773,0.0441670378216472,0.00377934402732625,0.00608954600106496
0.707525219236964,0.292474780763036,0.00468795251277938,0.00564094685765493,0.000537872630601896,0.000856547565647491
0.640943122451085,0.359056877548915,0.00744708849398265,0.00891971642639474,0.000824217657377826,0.00136043246972908
0.269184832214645,0.730815167785355,0.00201362366064214,0.00165377084652967,0.000315200440252655,0.000201690321812146
0.655551796785796,0.344448203214204,0.00714318626151783,0.00841767411418672,0.000768870911638459,0.00120821550820704
0.664985306786505,0.335014693213494,0.00348845799645335,0.00414035603649235,0.000395178442702777,0.000603363096518979
0.248960599128962,0.751039400871038,0.0105576105680612,0.00884151720794848,0.00153432698749345,0.00100444677290994
0.618340498629939,0.381659501370061,0.0432885423609578,0.0508481500097049,0.0036631632617162,0.00645880702198975
0.288271277611177,0.711728722388823,0.0107147943314594,0.00896706051053681,0.00162172736093552,0.00106042298146338
0.757840319464933,0.242159680535067,0.00483977277870243,0.00550488643620114,0.000521534786567091,0.000775056626703761
0.759985253830436,0.240014746169564,0.0361072896874654,0.0422851022336152,0.0042342989778998,0.00632328627264986
0.83186017265588,0.16813982734412,0.00275111009969932,0.00329199434143398,0.00035548181091168,0.000535833302504637
0.802207875326665,0.197792124673335,0.0108977763268564,0.0130130863718619,0.00135130812410019,0.00208695870051264
0.154333387796372,0.845666612203628,0.00314940903320648,0.00264544047039078,0.000526869594868738,0.000343535688575444
0.693330423397259,0.306669576602741,0.00932036486559663,0.0103164950575697,0.000614952968625439,0.000954059688922261
0.721770499917764,0.278229500082236,0.00648771231689073,0.0072381347681046,0.000450698480736898,0.000694131075245653
0.284319003896899,0.715680996103101,0.00271583817461269,0.00240511900729036,0.000253333596893236,0.000167670947480968
0.633528622741318,0.366471377258682,0.0087330207230105,0.00977452980783086,0.000525593105161793,0.000863391794401958
0.705396721698245,0.294603278301755,0.0010313734377778,0.00116621724175849,7.91953765459542e-05,0.000116583288543186
0.57442196991269,0.42557803008731,0.00547678009458335,0.00650673921927517,0.000764309166437852,0.00104126645811829
0.502085578854066,0.497914421145934,0.00212867758986322,0.00255526841990517,0.000291745246854116,0.000420844616689595
0.529722752103056,0.470277247896944,0.00140614026435629,0.001702544413887,0.000190891623680223,0.000280599995326189
0.790380966266321,0.209619033733679,0.00859701777116251,0.0101083359039716,0.00129745762208192,0.00168869924459582
0.539368771851248,0.460631228148752,0.00636778706561681,0.00756533949898603,0.000855253075252019,0.00120564766955849
0.172091708634692,0.827908291365308,0.0115662784015596,0.0100957797310223,0.00136168915232872,0.000858472355575111
0.692222071403942,0.307777928596058,0.00196135088691608,0.00224152156204286,0.000164288730163983,0.000264835284220982
0.659480588310948,0.340519411689052,0.0025655773445575,0.00293331170273429,0.000204266952053297,0.000343009163234165
0.68651115305722,0.31348884694278,0.00123577597184088,0.00141421565570112,0.000102979503532125,0.000169905506463467
0.708169641423239,0.291830358576761,0.00118054180978882,0.00136154921081924,9.90196273804359e-05,0.000158771565436615
0.649313479310113,0.350686520689888,0.00578995701967939,0.00666048949514942,0.000739426975334001,0.00102548282032591
