"foi_prior_lbounds","foi_prior_ubounds"
0.0119807797,0.058657259
0.0119374209,0.06211231
0.008500435,0.04603988
0.0033873691,0.018965186
0.0061747357,0.061901784
0.011098859,0.11612943
0.01258551597,0.130281043
0.0085969821,0.10138292
0.00222556124,0.026296218
0.013368594,0.0825406404
0.0232284347,0.13891923
0.0688595565,0.468001094
0.022335572,0.16375168
0.00688806351,0.05873923
0.08035281,0.35411626
0.119068714,0.5893167
0.046646973,0.35187564
0.034905694,0.30542477477
0.0236910683,0.28585738
0.020897335819,0.1088546952
0.0296206678,0.1541931
0.0252022441,0.145116298
0.0283431854,0.16163832
0.00233078613,0.014632007
0.0076146861,0.063683239277
0.007853531,0.06849157
0.027240608,0.1896373
0.0061485971,0.052566893
0.007356903,0.07801241
0.025537878,0.09928344
0.0396185272,0.15635673
0.0340681256,0.13444013
0.015141021,0.0578574968
0.026912982,0.10220153
0.00206342331,0.0065904397
0.0431724546145,0.154619428
0.027358414448,0.0985394533
0.03344685,0.151188907
0.004334296,0.02022843
0.09509510644,0.24177332
0.094217973,0.23580356
0.11954704,0.3109184
0.17153147,0.476103
0.0235791512,0.0853504624
0.0150313567,0.07994433
0.05126880038,0.2582026156
0.034214207,0.2027318247
0.02027056265,0.1270797424
0.0172972313,0.12563261
0.005201054,0.0545704516
0.0113914966,0.109254315
0.012761665368,0.142192407
0.0050071755,0.05416948689
0.00082109182,0.01494627946581
0.0220039269,0.12070346
0.019820773,0.10786663
0.038363109,0.2142294239
0.14627282,0.97816914
0.003225157,0.0271491715
0.0626599372,0.2265263147
0.20490123,0.89653597
0.11403387,0.481990597
0.070032814,0.34094364
0.045766472,0.28801893
0.00010228151,0.00257531
0.0193904552,0.0888550567
0.0236220872,0.111205343
0.01736098175,0.08897723
0.00127305324,0.007691461
0.04396971,0.1506299954
0.0176643046,0.06006907
0.06012957,0.228126004
0.06555112,0.229934689
0.0054354542,0.027208213
0.03540489,0.09205937
0.07482092,0.1826650285
0.0453422932,0.109097453375
0.055876601,0.14759175
0.040056986,0.11060898
0.008636616455,0.070867179
0.00491360264,0.042596967
0.032018371733,0.264419277
0.0050933629,0.051995809
0.0011301452,0.013202785
0.013188108,0.0620275402678
0.015892882,0.10389732
0.0601419,0.32538813
0.061698063,0.357314384
0.0037776186,0.0303015
0.066910386,0.69489884
0.03876776839,0.37790853
0.0274173687,0.3277007
0.00596263643,0.092453809
0.008807917,0.14518616321
0.003125317,0.0154339449
0.0065666134,0.03458852
0.0194803886,0.102825172
0.01760887718,0.0941421237
0.0146096402,0.0756370125
0.0042625681,0.0284483812
0.00521483,0.0340222044
0.016999789,0.1059293
0.01784579911,0.10068681483
0.0058758655,0.038378401
0.0196736959,0.09980139
0.0036147351,0.022980766
0.0095761209,0.062571839
0.0046575615,0.02914477749
0.005768615818,0.037468554486
0.0977149692,1.09371379
0.0586046887,0.2957697
0.083081974,0.32417333
0.087091421,0.370254286
0.007724743976,0.044864312
0.00186860555,0.013744391
0.00311570266,0.02261535
0.0026637922,0.020784637
0.108931897,0.800586
0.0015147196,0.01611943
0.029715491,0.172082983
0.12111111,0.620350636
0.12263229058,0.78842876
0.020995162,0.1634172
0.0752343273,0.7236757
0.0075656507,0.1563308
0.0163096957,0.08603013
0.03125036072,0.200381447
0.0217394087,0.126590215
0.002442231819,0.015159389
0.00205059525,0.016145333
0.00095157425,0.0082183263
0.0012499327,0.0119996401
0.006583417,0.05041167
0.03346971336,0.267702407
0.013048816658,0.214082303
0.0056825471,0.08209473
0.0044996009,0.08073062
0.00531356492,0.098590414
0.0016144313484,0.02963602
6.397846e-05,0.00058153101
0.0011321052,0.0103181058
0.001522492191,0.013741665
0.0005330417096,0.0045005278566
0.0005320844,0.0048408237
0.016433928,0.0323482413
0.04705318517,0.0984995077
0.03822335036,0.080758385
0.0643650785,0.16043468383
0.074226291,0.18003948307
0.0165383122,0.081731799
0.00256185475,0.015809423
0.0022455440850016,0.0130037234
0.0307971624193,0.1780619203
0.0027074615,0.019432683069
0.00551487245,0.035445792
0.00211162864,0.0131216503
0.00522938984,0.03072829174
0.0084793327817,0.0535355359
0.0009616959,0.0068023262
0.0037035124,0.0098727317
0.013523768,0.0334669486
0.00985096254,0.0229067945
0.03386004031,0.0872631431
0.04271786,0.11089961
0.004642988,0.02265400232
0.00671651093,0.03949664
0.0020746728522,0.0104699177
0.012439992,0.06743349275
0.0034860299,0.01872259626
0.00142203926,0.0037491362
0.03062189989,0.06534896684
0.10553906575,0.2756237077316
0.0011189359,0.0031385664
0.000148034295,0.000471451
0.000716811738,0.0017457736
0.0118786862,0.0289782161
0.043425775,0.10358103603
0.14015899763,0.314811
0.00535406678,0.015819026
0.0039192587,0.01755156
0.0347373813,0.186034696
0.0188783959,0.10898673653626
0.03484490766,0.238468292
0.0009739894,0.0080931194
9.903105e-05,0.00145466504
0.00130279426,0.018270058
0.0009683722,0.01254499
0.00033412398,0.00489913068
7.1965653e-05,0.00092456114
0.009664627,0.016713101
0.10317106937,0.176955316
0.1775308231,0.3265552767
0.013552677,0.032116586
0.016159598,0.04138493
0.053777025,0.159120115
0.02817572989,0.09322589325
0.00758443412,0.023886539
0.052196987757,0.17254473971
0.0411658683,0.1326952587
0.000252044906831,0.0031356894
0.000291218551,0.0037026886
0.00120859878,0.015025464
0.0018207939716,0.023461162
2.471921e-05,0.000294673082
0.001670772073,0.00590711816
0.00186078849,0.00630814638
0.046020012,0.17194515673
0.001498052293,0.00592706
0.001559471,0.00597668
0.0257266,0.075151899
0.022001221,0.070177873
0.0026839007632,0.0082663148
0.0488364621,0.1501811218
0.01302835735,0.038567135
1.63401968e-05,0.0004629633
1.9939186e-05,0.0005251737011
6.107838e-05,0.001085914
1.90322239e-05,0.0005076441
8.99307e-06,0.0003980514165
2.4721993e-05,0.0006680789
2.9775293e-05,0.0007339915
4.139257e-05,0.000893672
1.9399597953e-05,0.0006867292
2.2336848e-05,0.0006169319595
3.946735e-05,0.000706909
2.833933e-05,0.00051407314
2.3816319e-05,0.00046595513
5.022435068e-05,0.001041989
1.969358e-05,0.000426305415496
3.8679509e-05,0.000790047408
4.059316e-05,0.00091276622
0.0001614947,0.002778965
3.9147993e-05,0.00089783924
2.501138688e-05,0.0007492686
3.7913553e-05,0.0006348324
5.67233677e-05,0.00097248623
0.0001769276,0.00266243
6.59117411e-05,0.000966097
3.747027e-05,0.00088788263
0.0002518402,0.002743371
2.592143e-05,0.0002890041276
1.3019477e-05,0.000150998594
3.397234272e-05,0.0003882266
8.580461258e-06,0.0001324521214
0.00119132923,0.0200522654
0.002599171704,0.0414714196
0.003014969,0.04808151
0.00056747926,0.0086203456
9.2475007e-05,0.001335804
0.0009091856,0.006145839
0.0171054619,0.109072557
0.02310081,0.15915526
0.001020385482,0.0065834499
0.020128543,0.13937988
0.015553703,0.103746386
0.00174569199,0.010419009134782
0.00236398225,0.0152073055
0.0106972576,0.074129047225
0.00068892083,0.00453802509
0.0003497059,0.001687762259
0.00217905323,0.0106526232
0.007331091,0.037165976
0.008032809,0.0396298472
0.0019542454439,0.010253977
0.00533579294,0.0197039544
0.00662983,0.025834313
0.0106359267,0.041331987
0.0041816149,0.016065859
0.03213576,0.1158085
0.007973907267,0.024779637
0.0011803446,0.0039694298
0.00689177721,0.02233676622
0.00675474142,0.0236883067
0.001373580527,0.0048996672742
0.0010567542,0.00379143099
0.00543764743,0.02009123423
0.009366733,0.029487387
0.0035232078,0.0113304265
0.00291746797,0.01017378953
0.0050672294,0.0374948148
0.00672943965,0.0488675325296
0.0037005395,0.0274535029
0.0102949688,0.0812028495774
0.009982118202,0.079764642023
0.0399827490698,0.1069742263
0.0118930504,0.0342160961
0.0062938172,0.018148746
0.043450074,0.1194290253095
0.03720379005,0.1143138491
0.00011096545,0.0006667527936
0.00074713906,0.004194611
0.000948175,0.00494293
0.00026808111,0.00152607343
9.002634e-05,0.0005883204
0.0004420545,0.00244266065
0.0005169658,0.0026089565
0.0009305801421,0.005201733
0.00070770244,0.0038268317
0.00070046197,0.003815227
0.002136189,0.00540409
0.00030546794,0.0008201464
0.000140533518,0.0003639955
0.001689227,0.00433057
0.001899154,0.004881338
