state,ageGroup,year,age,cohort,numpop
29,From 0 to 4 years,2000,0,2000,284916.02035484597
29,From 0 to 4 years,2000,1,1999,284854.9068412319
29,From 0 to 4 years,2000,2,1998,285717.4807552246
29,From 0 to 4 years,2000,3,1997,287065.4190858501
29,From 0 to 4 years,2000,4,1996,288444.17296284717
29,From 0 to 4 years,2001,0,2001,279313.2214740797
29,From 0 to 4 years,2001,1,2000,279564.9373907059
29,From 0 to 4 years,2001,2,1999,281039.6467957313
29,From 0 to 4 years,2001,3,1998,283131.8046777596
29,From 0 to 4 years,2001,4,1997,285199.3896617232
29,From 0 to 4 years,2002,0,2002,271753.7340621647
29,From 0 to 4 years,2002,1,2001,272468.7304039717
29,From 0 to 4 years,2002,2,2000,274535.4636306809
29,From 0 to 4 years,2002,3,1999,277293.88236620015
29,From 0 to 4 years,2002,4,1998,280156.18953698233
29,From 0 to 4 years,2003,0,2003,264143.0862058575
29,From 0 to 4 years,2003,1,2002,265198.0971273851
29,From 0 to 4 years,2003,2,2001,267744.19394286675
29,From 0 to 4 years,2003,3,2000,271223.8567157924
29,From 0 to 4 years,2003,4,1999,274795.7660080983
29,From 0 to 4 years,2004,0,2004,256619.0165572152
29,From 0 to 4 years,2004,1,2003,257750.2325573898
29,From 0 to 4 years,2004,2,2002,260734.40742253303
29,From 0 to 4 years,2004,3,2001,264773.9995165042
29,From 0 to 4 years,2004,4,2000,269139.3439463578
29,From 0 to 4 years,2005,0,2005,249430.82799942698
29,From 0 to 4 years,2005,1,2004,250524.73388835127
29,From 0 to 4 years,2005,2,2003,253755.27780736837
29,From 0 to 4 years,2005,3,2002,258332.4481147457
29,From 0 to 4 years,2005,4,2001,263340.7121901077
29,From 0 to 4 years,2006,0,2006,242921.74699851015
29,From 0 to 4 years,2006,1,2005,243863.00819366102
29,From 0 to 4 years,2006,2,2004,247129.51041744524
29,From 0 to 4 years,2006,3,2003,252004.28023159385
29,From 0 to 4 years,2006,4,2002,257509.45415878977
29,From 0 to 4 years,2007,0,2007,237183.7107258585
29,From 0 to 4 years,2007,1,2006,237957.97412295136
29,From 0 to 4 years,2007,2,2005,240982.5792416433
29,From 0 to 4 years,2007,3,2004,245993.98167756604
