state,ageGroup,year,age,cohort,numpop
43,From 0 to 4 years,2000,0,2000,175325.35944821668
43,From 0 to 4 years,2000,1,1999,176994.72741287635
43,From 0 to 4 years,2000,2,1998,178816.19119482258
43,From 0 to 4 years,2000,3,1997,180477.50688301018
43,From 0 to 4 years,2000,4,1996,181970.2150610742
43,From 0 to 4 years,2001,0,2001,172235.0307599336
43,From 0 to 4 years,2001,1,2000,174184.8105798471
43,From 0 to 4 years,2001,2,1999,176462.34897394115
43,From 0 to 4 years,2001,3,1998,178732.17359447127
43,From 0 to 4 years,2001,4,1997,180693.6360918068
43,From 0 to 4 years,2002,0,2002,167102.20590415236
43,From 0 to 4 years,2002,1,2001,169157.48409878928
43,From 0 to 4 years,2002,2,2000,171800.76318794527
43,From 0 to 4 years,2002,3,1999,174574.6035896297
43,From 0 to 4 years,2002,4,1998,177257.94321948342
43,From 0 to 4 years,2003,0,2003,161108.08515198572
43,From 0 to 4 years,2003,1,2002,163131.7149747317
43,From 0 to 4 years,2003,2,2001,166043.67542096376
43,From 0 to 4 years,2003,3,2000,169434.94135651042
43,From 0 to 4 years,2003,4,1999,172769.5830958083
43,From 0 to 4 years,2004,0,2004,155795.71569024253
43,From 0 to 4 years,2004,1,2003,157619.2453525879
43,From 0 to 4 years,2004,2,2002,160722.91254612064
43,From 0 to 4 years,2004,3,2001,164591.87367164163
43,From 0 to 4 years,2004,4,2000,168679.25273940735
43,From 0 to 4 years,2005,0,2005,151521.43282926205
43,From 0 to 4 years,2005,1,2004,153054.3562228232
43,From 0 to 4 years,2005,2,2003,156201.31212955958
43,From 0 to 4 years,2005,3,2002,160471.98832923948
43,From 0 to 4 years,2005,4,2001,165204.9104891157
43,From 0 to 4 years,2006,0,2006,146550.97593740025
43,From 0 to 4 years,2006,1,2005,147720.93212042138
43,From 0 to 4 years,2006,2,2004,150683.50249575556
43,From 0 to 4 years,2006,3,2003,155057.15436391687
43,From 0 to 4 years,2006,4,2002,160176.43508250598
43,From 0 to 4 years,2007,0,2007,142624.4245481298
43,From 0 to 4 years,2007,1,2006,143491.17482134324
43,From 0 to 4 years,2007,2,2005,145988.38677962884
43,From 0 to 4 years,2007,3,2004,150223.67102484131
43,From 0 to 4 years,2007,4,2003,155511.3428260568
43,From 0 to 4 years,2008,0,2008,139721.76754398606
