state,ageGroup,year,age,cohort,numpop
24,From 0 to 4 years,2000,0,2000,59544.49823261619
24,From 0 to 4 years,2000,1,1999,59644.95343019287
24,From 0 to 4 years,2000,2,1998,59889.36271450129
24,From 0 to 4 years,2000,3,1997,60223.15620635617
24,From 0 to 4 years,2000,4,1996,60618.02941633348
24,From 0 to 4 years,2001,0,2001,58495.74708433026
24,From 0 to 4 years,2001,1,2000,58632.16356240684
24,From 0 to 4 years,2001,2,1999,58960.6103404609
24,From 0 to 4 years,2001,3,1998,59409.71482915505
24,From 0 to 4 years,2001,4,1997,59907.764183646956
24,From 0 to 4 years,2002,0,2002,57071.91740104091
24,From 0 to 4 years,2002,1,2001,57241.83193109902
24,From 0 to 4 years,2002,2,2000,57644.250121554905
24,From 0 to 4 years,2002,3,1999,58195.70803204505
24,From 0 to 4 years,2002,4,1998,58818.29251426009
24,From 0 to 4 years,2003,0,2003,55611.7678488981
24,From 0 to 4 years,2003,1,2002,55800.79034707675
24,From 0 to 4 years,2003,2,2001,56257.03341819005
24,From 0 to 4 years,2003,3,2000,56919.01718700319
24,From 0 to 4 years,2003,4,1999,57659.39119883189
24,From 0 to 4 years,2004,0,2004,54254.263710716
24,From 0 to 4 years,2004,1,2003,54420.77002279029
24,From 0 to 4 years,2004,2,2002,54937.99130041429
24,From 0 to 4 years,2004,3,2001,55697.78812439921
24,From 0 to 4 years,2004,4,2000,56558.186841680224
24,From 0 to 4 years,2005,0,2005,53395.966216789246
24,From 0 to 4 years,2005,1,2004,53539.833374022906
24,From 0 to 4 years,2005,2,2003,54088.15857492887
24,From 0 to 4 years,2005,3,2002,54923.77628593922
24,From 0 to 4 years,2005,4,2001,55892.26554831979
24,From 0 to 4 years,2006,0,2006,52845.30982578815
24,From 0 to 4 years,2006,1,2005,52966.55201971675
24,From 0 to 4 years,2006,2,2004,53513.251906883306
24,From 0 to 4 years,2006,3,2003,54383.26008831354
24,From 0 to 4 years,2006,4,2002,55417.62615929822
24,From 0 to 4 years,2007,0,2007,52263.13791855428
24,From 0 to 4 years,2007,1,2006,52378.50531721119
24,From 0 to 4 years,2007,2,2005,52869.75571943031
24,From 0 to 4 years,2007,3,2004,53727.87850868665
24,From 0 to 4 years,2007,4,2003,54789.722536117566
24,From 0 to 4 years,2008,0,2008,51817.86365823185
24,From 0 to 4 years,2008,1,2007,51862.961001310505
24,From 0 to 4 years,2008,2,2006,52330.22614116839
24,From 0 to 4 years,2008,3,2005,53140.55071022209
24,From 0 to 4 years,2008,4,2004,54163.398489067156
24,From 0 to 4 years,2009,0,2009,51600.2102414316
24,From 0 to 4 years,2009,1,2008,51598.28835489663
24,From 0 to 4 years,2009,2,2007,51994.592339706935
24,From 0 to 4 years,2009,3,2006,52709.28003542001
24,From 0 to 4 years,2009,4,2005,53630.62902854485
24,From 0 to 4 years,2010,0,2010,50955.50944573378
24,From 0 to 4 years,2010,1,2009,50918.838021659234
24,From 0 to 4 years,2010,2,2008,51221.06677515347
24,From 0 to 4 years,2010,3,2007,51795.218546124415
24,From 0 to 4 years,2010,4,2006,52556.36721132908
24,From 0 to 4 years,2011,0,2011,50249.263039856785
24,From 0 to 4 years,2011,1,2010,50189.8663826171
24,From 0 to 4 years,2011,2,2009,50399.68104187812
24,From 0 to 4 years,2011,3,2008,50825.41291341581
24,From 0 to 4 years,2011,4,2007,51410.77662223217
24,From 0 to 4 years,2012,0,2012,49942.442758030906
24,From 0 to 4 years,2012,1,2011,49869.74900553735
24,From 0 to 4 years,2012,2,2010,50006.30962371538
24,From 0 to 4 years,2012,3,2009,50309.143087336925
24,From 0 to 4 years,2012,4,2008,50743.355525379455
24,From 0 to 4 years,2013,0,2013,49475.52998820225
24,From 0 to 4 years,2013,1,2012,49393.97415280076
24,From 0 to 4 years,2013,2,2011,49481.60241004327
24,From 0 to 4 years,2013,3,2010,49703.997902408766
24,From 0 to 4 years,2013,4,2009,50031.895546544976
24,From 0 to 4 years,2014,0,2014,48959.33895156368
24,From 0 to 4 years,2014,1,2013,48867.9609312476
24,From 0 to 4 years,2014,2,2012,48926.52117345212
