state,ageGroup,year,age,cohort,numpop
17,From 0 to 4 years,2000,0,2000,29212.225456242173
17,From 0 to 4 years,2000,1,1999,29106.31054597033
17,From 0 to 4 years,2000,2,1998,29097.854752676376
17,From 0 to 4 years,2000,3,1997,29154.008374054516
17,From 0 to 4 years,2000,4,1996,29224.600871056587
17,From 0 to 4 years,2001,0,2001,28800.202160624962
17,From 0 to 4 years,2001,1,2000,28717.285338124413
17,From 0 to 4 years,2001,2,1999,28759.81633180739
17,From 0 to 4 years,2001,3,1998,28880.36481487225
17,From 0 to 4 years,2001,4,1997,29021.331354570986
17,From 0 to 4 years,2002,0,2002,28257.08907216883
17,From 0 to 4 years,2002,1,2001,28217.719427808468
17,From 0 to 4 years,2002,2,2000,28306.833017688925
17,From 0 to 4 years,2002,3,1999,28480.353551046057
17,From 0 to 4 years,2002,4,1998,28682.004931287716
17,From 0 to 4 years,2003,0,2003,27782.635924646962
17,From 0 to 4 years,2003,1,2002,27777.895258152577
17,From 0 to 4 years,2003,2,2001,27899.011047137115
17,From 0 to 4 years,2003,3,2000,28116.269962681472
17,From 0 to 4 years,2003,4,1999,28364.187807381866
17,From 0 to 4 years,2004,0,2004,27334.542686986646
17,From 0 to 4 years,2004,1,2003,27340.424215329
17,From 0 to 4 years,2004,2,2002,27493.633096239322
17,From 0 to 4 years,2004,3,2001,27742.054032771175
17,From 0 to 4 years,2004,4,2000,28028.345968673875
17,From 0 to 4 years,2005,0,2005,27025.039492784937
17,From 0 to 4 years,2005,1,2004,27036.997721925145
17,From 0 to 4 years,2005,2,2003,27206.553289743362
17,From 0 to 4 years,2005,3,2002,27479.442071198133
17,From 0 to 4 years,2005,4,2001,27792.967424348433
17,From 0 to 4 years,2006,0,2006,27032.22595291824
17,From 0 to 4 years,2006,1,2005,27044.322916004334
17,From 0 to 4 years,2006,2,2004,27219.459513399626
17,From 0 to 4 years,2006,3,2003,27506.194727531645
17,From 0 to 4 years,2006,4,2002,27839.796890146135
17,From 0 to 4 years,2007,0,2007,26921.026437282377
17,From 0 to 4 years,2007,1,2006,26932.31050797968
17,From 0 to 4 years,2007,2,2005,27098.022740516022
17,From 0 to 4 years,2007,3,2004,27390.437552845768
17,From 0 to 4 years,2007,4,2003,27744.202761376135
17,From 0 to 4 years,2008,0,2008,26661.09201592064
17,From 0 to 4 years,2008,1,2007,26650.679095005755
17,From 0 to 4 years,2008,2,2006,26815.773292620674
17,From 0 to 4 years,2008,3,2005,27108.69765040761
17,From 0 to 4 years,2008,4,2004,27469.757946045305
17,From 0 to 4 years,2009,0,2009,26454.400689777503
17,From 0 to 4 years,2009,1,2008,26425.8463157283
17,From 0 to 4 years,2009,2,2007,26579.825757432398
17,From 0 to 4 years,2009,3,2006,26865.984850917546
17,From 0 to 4 years,2009,4,2005,27223.94238614425
17,From 0 to 4 years,2010,0,2010,26126.627589302872
17,From 0 to 4 years,2010,1,2009,26081.26897079552
17,From 0 to 4 years,2010,2,2008,26218.30870950573
17,From 0 to 4 years,2010,3,2007,26488.33082579124
17,From 0 to 4 years,2010,4,2006,26832.463904604643
17,From 0 to 4 years,2011,0,2011,25695.5997491288
17,From 0 to 4 years,2011,1,2010,25634.61740549813
17,From 0 to 4 years,2011,2,2009,25750.907801352547
17,From 0 to 4 years,2011,3,2008,25996.975933335096
17,From 0 to 4 years,2011,4,2007,26316.89911068543
