state,ageGroup,year,age,cohort,numpop
28,From 0 to 4 years,2000,0,2000,42285.217454723206
28,From 0 to 4 years,2000,1,1999,42257.816028972244
28,From 0 to 4 years,2000,2,1998,42351.092272423746
28,From 0 to 4 years,2000,3,1997,42491.229638997254
28,From 0 to 4 years,2000,4,1996,42640.644604883564
28,From 0 to 4 years,2001,0,2001,41550.02844641192
28,From 0 to 4 years,2001,1,2000,41575.12511030584
28,From 0 to 4 years,2001,2,1999,41778.590437847415
28,From 0 to 4 years,2001,3,1998,42071.73835005747
28,From 0 to 4 years,2001,4,1997,42359.51765537734
28,From 0 to 4 years,2002,0,2002,40221.9800409771
28,From 0 to 4 years,2002,1,2001,40289.519428868276
28,From 0 to 4 years,2002,2,2000,40585.1379475083
28,From 0 to 4 years,2002,3,1999,41007.49950899707
28,From 0 to 4 years,2002,4,1998,41466.86307364927
28,From 0 to 4 years,2003,0,2003,38836.731279758395
28,From 0 to 4 years,2003,1,2002,38923.39255638372
28,From 0 to 4 years,2003,2,2001,39280.48429756654
28,From 0 to 4 years,2003,3,2000,39837.97663178531
28,From 0 to 4 years,2003,4,1999,40448.41523450605
28,From 0 to 4 years,2004,0,2004,37594.57946839017
28,From 0 to 4 years,2004,1,2003,37648.8759351676
28,From 0 to 4 years,2004,2,2002,38064.378063214164
28,From 0 to 4 years,2004,3,2001,38728.19754657851
28,From 0 to 4 years,2004,4,2000,39483.96898664956
28,From 0 to 4 years,2005,0,2005,36674.457268182
28,From 0 to 4 years,2005,1,2004,36691.12669699813
28,From 0 to 4 years,2005,2,2003,37122.596110960636
28,From 0 to 4 years,2005,3,2002,37854.85185548614
28,From 0 to 4 years,2005,4,2001,38727.9680683731
28,From 0 to 4 years,2006,0,2006,36123.51565061719
28,From 0 to 4 years,2006,1,2005,36102.696385241834
28,From 0 to 4 years,2006,2,2004,36511.23549653989
28,From 0 to 4 years,2006,3,2003,37258.71482001758
28,From 0 to 4 years,2006,4,2002,38192.8376475835
28,From 0 to 4 years,2007,0,2007,35944.55851084704
28,From 0 to 4 years,2007,1,2006,35909.71839944247
28,From 0 to 4 years,2007,2,2005,36242.10891802222
28,From 0 to 4 years,2007,3,2004,36955.69753568807
28,From 0 to 4 years,2007,4,2003,37895.91663600019
28,From 0 to 4 years,2008,0,2008,35848.111388407844
28,From 0 to 4 years,2008,1,2007,35736.39878426006
28,From 0 to 4 years,2008,2,2006,36033.04661257418
28,From 0 to 4 years,2008,3,2005,36675.62936316218
28,From 0 to 4 years,2008,4,2004,37547.81385159572
28,From 0 to 4 years,2009,0,2009,35818.45460033217
28,From 0 to 4 years,2009,1,2008,35663.36255503624
28,From 0 to 4 years,2009,2,2007,35880.6646047424
28,From 0 to 4 years,2009,3,2006,36406.019334526994
28,From 0 to 4 years,2009,4,2005,37146.4989053622
28,From 0 to 4 years,2010,0,2010,35621.353936111496
28,From 0 to 4 years,2010,1,2009,35442.364811659296
28,From 0 to 4 years,2010,2,2008,35565.5384548604
28,From 0 to 4 years,2010,3,2007,35936.33296920115
28,From 0 to 4 years,2010,4,2006,36485.40982816767
28,From 0 to 4 years,2011,0,2011,35295.882633233065
28,From 0 to 4 years,2011,1,2010,35107.09588751963
28,From 0 to 4 years,2011,2,2009,35142.22114806633
28,From 0 to 4 years,2011,3,2008,35357.2882502426
28,From 0 to 4 years,2011,4,2007,35709.512080938344
28,From 0 to 4 years,2012,0,2012,35052.83131751852
28,From 0 to 4 years,2012,1,2011,34860.94121860802
28,From 0 to 4 years,2012,2,2010,34827.84399902208
28,From 0 to 4 years,2012,3,2009,34918.20092634081
28,From 0 to 4 years,2012,4,2008,35108.18253851058
28,From 0 to 4 years,2013,0,2013,34736.039920581716
28,From 0 to 4 years,2013,1,2012,34540.55521314959
28,From 0 to 4 years,2013,2,2011,34463.2994706254
28,From 0 to 4 years,2013,3,2010,34478.06378822542
28,From 0 to 4 years,2013,4,2009,34564.041607417865
28,From 0 to 4 years,2014,0,2014,34482.10922014134
28,From 0 to 4 years,2014,1,2013,34277.3163870248
28,From 0 to 4 years,2014,2,2012,34172.073911706284
28,From 0 to 4 years,2014,3,2011,34171.34684610449
28,From 0 to 4 years,2014,4,2010,34216.15363502312
28,From 0 to 4 years,2015,0,2015,34486.40793589952
28,From 0 to 4 years,2015,1,2014,34266.47633477206
28,From 0 to 4 years,2015,2,2013,34177.94159441119
28,From 0 to 4 years,2015,3,2012,34180.43283373402
28,From 0 to 4 years,2015,4,2011,34234.741301183225
28,From 0 to 4 years,2016,0,2016,34267.092350159175
28,From 0 to 4 years,2016,1,2015,34019.76934968387
28,From 0 to 4 years,2016,2,2014,33950.030679649186
28,From 0 to 4 years,2016,3,2013,33996.479741514784
28,From 0 to 4 years,2016,4,2012,34105.627878993
28,From 0 to 4 years,2017,0,2017,34054.42368848393
28,From 0 to 4 years,2017,1,2016,33766.470418202465
28,From 0 to 4 years,2017,2,2015,33714.90116813534
28,From 0 to 4 years,2017,3,2014,33817.661551424455
28,From 0 to 4 years,2017,4,2013,34006.543173753795
28,From 0 to 4 years,2018,0,2018,34175.313439160906
28,From 0 to 4 years,2018,1,2017,33838.265341938175
28,From 0 to 4 years,2018,2,2016,33802.82286723171
28,From 0 to 4 years,2018,3,2015,33941.160381177084
28,From 0 to 4 years,2018,4,2014,34206.43797049214
28,From 0 to 4 years,2019,0,2019,34240.151777544364
28,From 0 to 4 years,2019,1,2018,33861.3947752526
28,From 0 to 4 years,2019,2,2017,33797.382367790124
28,From 0 to 4 years,2019,3,2016,33956.359912987085
28,From 0 to 4 years,2019,4,2015,34265.71116642584
28,From 0 to 4 years,2020,0,2020,34189.203693992335
28,From 0 to 4 years,2020,1,2019,33813.447301029504
28,From 0 to 4 years,2020,2,2018,33705.04706125777
28,From 0 to 4 years,2020,3,2017,33808.01428925606
28,From 0 to 4 years,2020,4,2016,34110.2876544643
