state,ageGroup,year,age,cohort,numpop
27,From 0 to 4 years,2000,0,2000,72547.87801930466
27,From 0 to 4 years,2000,1,1999,72561.12397085883
27,From 0 to 4 years,2000,2,1998,72413.25327179032
27,From 0 to 4 years,2000,3,1997,72023.1246507528
27,From 0 to 4 years,2000,4,1996,71468.6200872934
27,From 0 to 4 years,2001,0,2001,71733.3553311733
27,From 0 to 4 years,2001,1,2000,71911.51437162921
27,From 0 to 4 years,2001,2,1999,71941.18622569543
27,From 0 to 4 years,2001,3,1998,71754.62604041406
27,From 0 to 4 years,2001,4,1997,71330.31803108795
27,From 0 to 4 years,2002,0,2002,70457.51973368021
27,From 0 to 4 years,2002,1,2001,70707.60573673174
27,From 0 to 4 years,2002,2,2000,70914.91993737259
27,From 0 to 4 years,2002,3,1999,70945.01916521088
27,From 0 to 4 years,2002,4,1998,70811.93542700459
27,From 0 to 4 years,2003,0,2003,68696.92425979569
27,From 0 to 4 years,2003,1,2002,68986.4434037459
27,From 0 to 4 years,2003,2,2001,69384.72399538867
27,From 0 to 4 years,2003,3,2000,69729.6217471267
27,From 0 to 4 years,2003,4,1999,69913.28659394305
27,From 0 to 4 years,2004,0,2004,66602.2476096035
27,From 0 to 4 years,2004,1,2003,66917.71112114069
27,From 0 to 4 years,2004,2,2002,67465.50417841571
27,From 0 to 4 years,2004,3,2001,68087.84826629088
27,From 0 to 4 years,2004,4,2000,68667.68882454917
27,From 0 to 4 years,2005,0,2005,64590.49455537673
27,From 0 to 4 years,2005,1,2004,64892.20896531376
27,From 0 to 4 years,2005,2,2003,65565.76289689045
27,From 0 to 4 years,2005,3,2002,66466.60607644265
27,From 0 to 4 years,2005,4,2001,67409.92750597646
27,From 0 to 4 years,2006,0,2006,62837.507316224364
27,From 0 to 4 years,2006,1,2005,63102.90238987116
27,From 0 to 4 years,2006,2,2004,63847.348812413366
27,From 0 to 4 years,2006,3,2003,64949.441343503764
27,From 0 to 4 years,2006,4,2002,66198.80013798733
27,From 0 to 4 years,2007,0,2007,61040.9173152415
27,From 0 to 4 years,2007,1,2006,61278.52095683132
27,From 0 to 4 years,2007,2,2005,61999.63498571431
27,From 0 to 4 years,2007,3,2004,63219.72514617996
27,From 0 to 4 years,2007,4,2003,64714.2015960329
27,From 0 to 4 years,2008,0,2008,59684.75855837907
27,From 0 to 4 years,2008,1,2007,59792.59686351957
27,From 0 to 4 years,2008,2,2006,60522.84740387949
27,From 0 to 4 years,2008,3,2005,61787.22342399478
27,From 0 to 4 years,2008,4,2004,63394.57375022709
27,From 0 to 4 years,2009,0,2009,58617.19252232227
27,From 0 to 4 years,2009,1,2008,58628.220123252424
27,From 0 to 4 years,2009,2,2007,59281.545497017294
27,From 0 to 4 years,2009,3,2006,60486.2398762373
27,From 0 to 4 years,2009,4,2005,62072.80198117073
27,From 0 to 4 years,2010,0,2010,57527.53097945662
27,From 0 to 4 years,2010,1,2009,57464.44253051803
27,From 0 to 4 years,2010,2,2008,57994.24916189227
27,From 0 to 4 years,2010,3,2007,59040.035315381
