state,ageGroup,year,age,cohort,numpop
15,From 0 to 4 years,2000,0,2000,170771.01017507532
15,From 0 to 4 years,2000,1,1999,169861.24505034444
15,From 0 to 4 years,2000,2,1998,169081.13292247622
15,From 0 to 4 years,2000,3,1997,168327.11165033406
15,From 0 to 4 years,2000,4,1996,167463.50020177002
15,From 0 to 4 years,2001,0,2001,170189.1097546378
15,From 0 to 4 years,2001,1,2000,169482.02373399524
15,From 0 to 4 years,2001,2,1999,168956.91693866692
15,From 0 to 4 years,2001,3,1998,168469.3479391306
15,From 0 to 4 years,2001,4,1997,167875.60163356946
15,From 0 to 4 years,2002,0,2002,168622.90487517393
15,From 0 to 4 years,2002,1,2001,168177.1811429681
15,From 0 to 4 years,2002,2,2000,167929.3826524988
15,From 0 to 4 years,2002,3,1999,167720.7950077288
15,From 0 to 4 years,2002,4,1998,167432.7363216304
15,From 0 to 4 years,2003,0,2003,166806.51631922563
15,From 0 to 4 years,2003,1,2002,166597.17767587162
15,From 0 to 4 years,2003,2,2001,166624.478849554
15,From 0 to 4 years,2003,3,2000,166721.93367658518
15,From 0 to 4 years,2003,4,1999,166728.89347876355
15,From 0 to 4 years,2004,0,2004,165138.0819590078
15,From 0 to 4 years,2004,1,2003,165128.42622904782
15,From 0 to 4 years,2004,2,2002,165405.742281167
15,From 0 to 4 years,2004,3,2001,165770.1403112527
15,From 0 to 4 years,2004,4,2000,166110.60921952463
15,From 0 to 4 years,2005,0,2005,163625.4155318965
15,From 0 to 4 years,2005,1,2004,163769.2074012927
15,From 0 to 4 years,2005,2,2003,164274.0232189429
15,From 0 to 4 years,2005,3,2002,164940.30136790208
15,From 0 to 4 years,2005,4,2001,165576.0524799659
15,From 0 to 4 years,2006,0,2006,162874.25889764508
15,From 0 to 4 years,2006,1,2005,163122.334434752
15,From 0 to 4 years,2006,2,2004,163819.31038162732
15,From 0 to 4 years,2006,3,2003,164754.003273971
15,From 0 to 4 years,2006,4,2002,165686.09301200454
15,From 0 to 4 years,2007,0,2007,162243.8082190843
15,From 0 to 4 years,2007,1,2006,162558.34822403133
15,From 0 to 4 years,2007,2,2005,163399.568930106
15,From 0 to 4 years,2007,3,2004,164596.21943220875
15,From 0 to 4 years,2007,4,2003,165893.05519456966
15,From 0 to 4 years,2008,0,2008,161377.37774441246
15,From 0 to 4 years,2008,1,2007,161680.49846991597
15,From 0 to 4 years,2008,2,2006,162664.4191390031
15,From 0 to 4 years,2008,3,2005,164100.3996908411
15,From 0 to 4 years,2008,4,2004,165715.30495582745
15,From 0 to 4 years,2009,0,2009,159903.45908418173
15,From 0 to 4 years,2009,1,2008,160177.09290629905
15,From 0 to 4 years,2009,2,2007,161250.5268885168
15,From 0 to 4 years,2009,3,2006,162874.63561896936
15,From 0 to 4 years,2009,4,2005,164740.2855020332
15,From 0 to 4 years,2010,0,2010,157522.33174806798
15,From 0 to 4 years,2010,1,2009,157748.92840137123
15,From 0 to 4 years,2010,2,2008,158866.04460974492
15,From 0 to 4 years,2010,3,2007,160617.2291340886
15,From 0 to 4 years,2010,4,2006,162678.4661067274
15,From 0 to 4 years,2011,0,2011,154536.55222141315
15,From 0 to 4 years,2011,1,2010,154700.78119491224
15,From 0 to 4 years,2011,2,2009,155815.58101443824
15,From 0 to 4 years,2011,3,2008,157623.19330971292
15,From 0 to 4 years,2011,4,2007,159793.89225952333
15,From 0 to 4 years,2012,0,2012,151518.44561404295
15,From 0 to 4 years,2012,1,2011,151601.89921777305
15,From 0 to 4 years,2012,2,2010,152666.279908445
15,From 0 to 4 years,2012,3,2009,154454.59695337448
15,From 0 to 4 years,2012,4,2008,156641.77830636446
15,From 0 to 4 years,2013,0,2013,148460.16473496257
15,From 0 to 4 years,2013,1,2012,148437.62639490358
15,From 0 to 4 years,2013,2,2011,149400.98892200325
15,From 0 to 4 years,2013,3,2010,151089.9582874644
15,From 0 to 4 years,2013,4,2009,153199.2616606662
15,From 0 to 4 years,2014,0,2014,146471.79999193654
15,From 0 to 4 years,2014,1,2013,146306.89663067387
15,From 0 to 4 years,2014,2,2012,147136.83440088
15,From 0 to 4 years,2014,3,2011,148656.85877469293
15,From 0 to 4 years,2014,4,2010,150631.61020181674
15,From 0 to 4 years,2015,0,2015,145961.6213985971
15,From 0 to 4 years,2015,1,2014,145603.65114582214
15,From 0 to 4 years,2015,2,2013,146217.92459152822
15,From 0 to 4 years,2015,3,2012,147570.67977412837
15,From 0 to 4 years,2015,4,2011,149395.12308992405
15,From 0 to 4 years,2016,0,2016,145005.46116334648
15,From 0 to 4 years,2016,1,2015,144425.88132392228
15,From 0 to 4 years,2016,2,2014,144799.27803388477
15,From 0 to 4 years,2016,3,2013,145921.30434671702
15,From 0 to 4 years,2016,4,2012,147551.07513212945
15,From 0 to 4 years,2017,0,2017,144391.24712424388
15,From 0 to 4 years,2017,1,2016,143586.24848219557
15,From 0 to 4 years,2017,2,2015,143708.90613997806
15,From 0 to 4 years,2017,3,2014,144560.7871101909
15,From 0 to 4 years,2017,4,2013,145951.81114339162
15,From 0 to 4 years,2018,0,2018,144904.14751242488
15,From 0 to 4 years,2018,1,2017,143886.85240154868
15,From 0 to 4 years,2018,2,2016,143791.72163314218
15,From 0 to 4 years,2018,3,2015,144332.14648505222
15,From 0 to 4 years,2018,4,2014,145465.131967832
15,From 0 to 4 years,2019,0,2019,144977.79608477597
15,From 0 to 4 years,2019,1,2018,143794.00966466154
15,From 0 to 4 years,2019,2,2017,143427.3612107564
15,From 0 to 4 years,2019,3,2016,143733.62159570184
15,From 0 to 4 years,2019,4,2015,144620.21144410424
15,From 0 to 4 years,2020,0,2020,144620.1667335093
15,From 0 to 4 years,2020,1,2019,143393.30594690936
15,From 0 to 4 years,2020,2,2018,142831.63740738577
15,From 0 to 4 years,2020,3,2017,142862.30827562185
15,From 0 to 4 years,2020,4,2016,143559.58163657357
15,From 0 to 4 years,2021,0,2021,145031.1298473994
15,From 0 to 4 years,2021,1,2020,143692.23263124563
15,From 0 to 4 years,2021,2,2019,143007.76304738765
15,From 0 to 4 years,2021,3,2018,142919.71761187506
15,From 0 to 4 years,2021,4,2017,143385.15686209232
15,From 5 to 9 years,2000,5,1995,163010.3852365604
15,From 5 to 9 years,2000,6,1994,161773.03724714642
15,From 5 to 9 years,2000,7,1993,160305.8707792964
15,From 5 to 9 years,2000,8,1992,158694.72355707057
15,From 5 to 9 years,2000,9,1991,157027.98317992626
15,From 5 to 9 years,2001,5,1996,164670.13115155467
15,From 5 to 9 years,2001,6,1995,163576.80404681186
