state,ageGroup,year,age,cohort,numpop
42,From 0 to 4 years,2000,0,2000,99209.26032514997
42,From 0 to 4 years,2000,1,1999,99815.80919297811
42,From 0 to 4 years,2000,2,1998,100985.18594202347
42,From 0 to 4 years,2000,3,1997,102512.17414942494
42,From 0 to 4 years,2000,4,1996,104228.5703904235
42,From 0 to 4 years,2001,0,2001,96505.2530432339
42,From 0 to 4 years,2001,1,2000,97136.5044925757
42,From 0 to 4 years,2001,2,1999,98525.30940651667
42,From 0 to 4 years,2001,3,1998,100414.63358815543
42,From 0 to 4 years,2001,4,1997,102488.29946951834
42,From 0 to 4 years,2002,0,2002,93003.1284059786
42,From 0 to 4 years,2002,1,2001,93659.10519474471
42,From 0 to 4 years,2002,2,2000,95175.64033209544
42,From 0 to 4 years,2002,3,1999,97296.3491105417
42,From 0 to 4 years,2002,4,1998,99707.77695663954
42,From 0 to 4 years,2003,0,2003,89570.63962723593
42,From 0 to 4 years,2003,1,2002,90176.72602606927
42,From 0 to 4 years,2003,2,2001,91686.24485847048
42,From 0 to 4 years,2003,3,2000,93975.92699363257
42,From 0 to 4 years,2003,4,1999,96610.46249459173
42,From 0 to 4 years,2004,0,2004,87026.21328023408
42,From 0 to 4 years,2004,1,2003,87402.70820533637
42,From 0 to 4 years,2004,2,2002,88919.36912694974
42,From 0 to 4 years,2004,3,2001,91302.33146779092
42,From 0 to 4 years,2004,4,2000,94088.37791968888
42,From 0 to 4 years,2005,0,2005,85697.13326600974
42,From 0 to 4 years,2005,1,2004,85847.21536262169
42,From 0 to 4 years,2005,2,2003,87237.12985419254
42,From 0 to 4 years,2005,3,2002,89581.53446585708
42,From 0 to 4 years,2005,4,2001,92456.98705131898
42,From 0 to 4 years,2006,0,2006,85129.85616347849
42,From 0 to 4 years,2006,1,2005,85065.88614903638
42,From 0 to 4 years,2006,2,2004,86221.14510226957
42,From 0 to 4 years,2006,3,2003,88384.7776351836
42,From 0 to 4 years,2006,4,2002,91187.33495003199
42,From 0 to 4 years,2007,0,2007,85101.06259655282
42,From 0 to 4 years,2007,1,2006,84902.90581873964
42,From 0 to 4 years,2007,2,2005,85686.90013548128
42,From 0 to 4 years,2007,3,2004,87532.7230103373
42,From 0 to 4 years,2007,4,2003,90070.40843888896
42,From 0 to 4 years,2008,0,2008,85475.70040093233
42,From 0 to 4 years,2008,1,2007,84988.11919069843
42,From 0 to 4 years,2008,2,2006,85535.89167387073
42,From 0 to 4 years,2008,3,2005,86994.36370013036
42,From 0 to 4 years,2008,4,2004,89110.92503436812
