state,ageGroup,year,age,cohort,numpop
35,From 0 to 4 years,2000,0,2000,667236.2333126108
35,From 0 to 4 years,2000,1,1999,669603.3887748544
35,From 0 to 4 years,2000,2,1998,671448.9970778788
35,From 0 to 4 years,2000,3,1997,671944.3537986832
35,From 0 to 4 years,2000,4,1996,671613.0270359726
35,From 0 to 4 years,2001,0,2001,662412.4732116293
35,From 0 to 4 years,2001,1,2000,665679.9157492786
35,From 0 to 4 years,2001,2,1999,668784.5230201625
35,From 0 to 4 years,2001,3,1998,670911.2004280826
35,From 0 to 4 years,2001,4,1997,671548.887590847
35,From 0 to 4 years,2002,0,2002,650501.7428956087
35,From 0 to 4 years,2002,1,2001,653941.9701057179
35,From 0 to 4 years,2002,2,2000,658213.477704675
35,From 0 to 4 years,2002,3,1999,661980.1509775299
35,From 0 to 4 years,2002,4,1998,664903.6583164686
35,From 0 to 4 years,2003,0,2003,635398.6085333771
35,From 0 to 4 years,2003,1,2002,638729.8796391502
35,From 0 to 4 years,2003,2,2001,644090.0872346997
35,From 0 to 4 years,2003,3,2000,650197.1217795926
35,From 0 to 4 years,2003,4,1999,655552.3028131805
35,From 0 to 4 years,2004,0,2004,621978.5001305337
35,From 0 to 4 years,2004,1,2003,624830.0740223471
35,From 0 to 4 years,2004,2,2002,631107.1965236765
35,From 0 to 4 years,2004,3,2001,639240.4645425852
35,From 0 to 4 years,2004,4,2000,647523.7647808571
35,From 0 to 4 years,2005,0,2005,612234.3016986896
35,From 0 to 4 years,2005,1,2004,614406.6121418313
35,From 0 to 4 years,2005,2,2003,621171.1989512006
35,From 0 to 4 years,2005,3,2002,631020.7971300407
35,From 0 to 4 years,2005,4,2001,641875.0900782376
35,From 0 to 4 years,2006,0,2006,601716.5123102507
35,From 0 to 4 years,2006,1,2005,603107.9883944908
35,From 0 to 4 years,2006,2,2004,609656.4423919672
35,From 0 to 4 years,2006,3,2003,620211.43061831675
35,From 0 to 4 years,2006,4,2002,632654.6262849743
35,From 0 to 4 years,2007,0,2007,595698.0421012145
35,From 0 to 4 years,2007,1,2006,596558.6535366076
35,From 0 to 4 years,2007,2,2005,601891.9818057183
35,From 0 to 4 years,2007,3,2004,612176.316817106
35,From 0 to 4 years,2007,4,2003,625303.0057393535
35,From 0 to 4 years,2008,0,2008,593556.4995648727
35,From 0 to 4 years,2008,1,2007,592832.6566393055
35,From 0 to 4 years,2008,2,2006,597325.9813085829
35,From 0 to 4 years,2008,3,2005,606457.4370973932
35,From 0 to 4 years,2008,4,2004,618732.425389845
35,From 0 to 4 years,2009,0,2009,593066.5757742549
35,From 0 to 4 years,2009,1,2008,591201.5429408754
35,From 0 to 4 years,2009,2,2007,593953.5173267872
35,From 0 to 4 years,2009,3,2006,600828.3881443663
35,From 0 to 4 years,2009,4,2005,610814.9758137162
35,From 0 to 4 years,2010,0,2010,592713.0786648637
35,From 0 to 4 years,2010,1,2009,590033.4500372006
35,From 0 to 4 years,2010,2,2008,590697.0529937831
35,From 0 to 4 years,2010,3,2007,594467.0484140236
35,From 0 to 4 years,2010,4,2006,600843.369890129
35,From 0 to 4 years,2011,0,2011,595393.2409604719
35,From 0 to 4 years,2011,1,2010,592258.2219328189
35,From 0 to 4 years,2011,2,2009,590957.7844115676
35,From 0 to 4 years,2011,3,2008,591508.605472354
35,From 0 to 4 years,2011,4,2007,593981.1472227876
35,From 0 to 4 years,2012,0,2012,601002.1637897437
35,From 0 to 4 years,2012,1,2011,597775.183961245
35,From 0 to 4 years,2012,2,2010,594989.7940506305
35,From 0 to 4 years,2012,3,2009,592867.3273687258
35,From 0 to 4 years,2012,4,2008,591918.5308296548
35,From 0 to 4 years,2013,0,2013,605559.9601705839
35,From 0 to 4 years,2013,1,2012,602543.4580198753
35,From 0 to 4 years,2013,2,2011,598941.9287926886
35,From 0 to 4 years,2013,3,2010,595168.9465827936
35,From 0 to 4 years,2013,4,2009,591866.7064340584
35,From 0 to 4 years,2014,0,2014,609351.2022080683
35,From 0 to 4 years,2014,1,2013,606753.6289980152
35,From 0 to 4 years,2014,2,2012,602889.4543917597
35,From 0 to 4 years,2014,3,2011,598765.5408955546
35,From 0 to 4 years,2014,4,2010,594329.1735066022
35,From 0 to 4 years,2015,0,2015,614832.2873642071
35,From 0 to 4 years,2015,1,2014,612799.8798090972
35,From 0 to 4 years,2015,2,2013,609758.0864460637
35,From 0 to 4 years,2015,3,2012,605771.9185434707
35,From 0 to 4 years,2015,4,2011,601162.8278371615
35,From 0 to 4 years,2016,0,2016,616540.6529527152
35,From 0 to 4 years,2016,1,2015,614927.6465306238
35,From 0 to 4 years,2016,2,2014,612895.8187415696
35,From 0 to 4 years,2016,3,2013,610030.1962790962
35,From 0 to 4 years,2016,4,2012,606275.6854959956
35,From 0 to 4 years,2017,0,2017,614692.3617909445
35,From 0 to 4 years,2017,1,2016,613191.4129862777
35,From 0 to 4 years,2017,2,2015,612199.5549592468
35,From 0 to 4 years,2017,3,2014,610932.3579685884
35,From 0 to 4 years,2017,4,2013,608832.3122949428
35,From 0 to 4 years,2018,0,2018,614187.3276857387
35,From 0 to 4 years,2018,1,2017,612517.3769564455
35,From 0 to 4 years,2018,2,2016,612342.2681288257
35,From 0 to 4 years,2018,3,2015,612607.2165870387
35,From 0 to 4 years,2018,4,2014,612362.8106419512
35,From 0 to 4 years,2019,0,2019,612742.4872696495
35,From 0 to 4 years,2019,1,2018,610813.077237103
35,From 0 to 4 years,2019,2,2017,611020.0044739397
35,From 0 to 4 years,2019,3,2016,612211.5326000041
35,From 0 to 4 years,2019,4,2015,613365.8984193035
35,From 0 to 4 years,2020,0,2020,608440.1732816949
35,From 0 to 4 years,2020,1,2019,606516.651791975
35,From 0 to 4 years,2020,2,2018,606508.6680830556
35,From 0 to 4 years,2020,3,2017,607631.1676255133
35,From 0 to 4 years,2020,4,2016,609264.339217761
35,From 0 to 4 years,2021,0,2021,606168.5195407972
35,From 0 to 4 years,2021,1,2020,603430.1023678114
35,From 0 to 4 years,2021,2,2019,603023.7204178077
35,From 0 to 4 years,2021,3,2018,603998.2900859077
35,From 0 to 4 years,2021,4,2017,605415.367587676
