state,ageGroup,year,age,cohort,numpop
50,From 0 to 4 years,2000,0,2000,43553.01975376608
50,From 0 to 4 years,2000,1,1999,43716.06775598858
50,From 0 to 4 years,2000,2,1998,44043.41850452635
50,From 0 to 4 years,2000,3,1997,44470.76297612876
50,From 0 to 4 years,2000,4,1996,44942.731009590236
50,From 0 to 4 years,2001,0,2001,42706.97777556706
50,From 0 to 4 years,2001,1,2000,42876.44317943145
50,From 0 to 4 years,2001,2,1999,43267.75516929422
50,From 0 to 4 years,2001,3,1998,43801.473869719295
50,From 0 to 4 years,2001,4,1997,44378.35000598797
50,From 0 to 4 years,2002,0,2002,41693.77921872105
50,From 0 to 4 years,2002,1,2001,41870.45667687384
50,From 0 to 4 years,2002,2,2000,42294.6019320762
50,From 0 to 4 years,2002,3,1999,42888.62385183904
50,From 0 to 4 years,2002,4,1998,43558.538320489904
50,From 0 to 4 years,2003,0,2003,40945.916639613235
50,From 0 to 4 years,2003,1,2002,41104.57641668561
50,From 0 to 4 years,2003,2,2001,41518.81604764958
50,From 0 to 4 years,2003,3,2000,42151.99891488633
50,From 0 to 4 years,2003,4,1999,42875.69198116525
50,From 0 to 4 years,2004,0,2004,40526.95352454159
50,From 0 to 4 years,2004,1,2003,40610.47946040025
50,From 0 to 4 years,2004,2,2002,41013.095443641745
50,From 0 to 4 years,2004,3,2001,41655.40639373938
50,From 0 to 4 years,2004,4,2000,42406.06517767702
50,From 0 to 4 years,2005,0,2005,40369.26891950568
50,From 0 to 4 years,2005,1,2004,40374.9679775386
50,From 0 to 4 years,2005,2,2003,40720.97061284304
50,From 0 to 4 years,2005,3,2002,41327.701924800676
50,From 0 to 4 years,2005,4,2001,42078.090565312
50,From 0 to 4 years,2006,0,2006,40462.5668873357
50,From 0 to 4 years,2006,1,2005,40393.187273517535
50,From 0 to 4 years,2006,2,2004,40650.44415382585
50,From 0 to 4 years,2006,3,2003,41178.76734934356
50,From 0 to 4 years,2006,4,2002,41882.03433597737
50,From 0 to 4 years,2007,0,2007,40456.76901701884
50,From 0 to 4 years,2007,1,2006,40337.6900302835
50,From 0 to 4 years,2007,2,2005,40469.093360647894
50,From 0 to 4 years,2007,3,2004,40878.700502917745
50,From 0 to 4 years,2007,4,2003,41473.74708913201
50,From 0 to 4 years,2008,0,2008,40480.296768851025
50,From 0 to 4 years,2008,1,2007,40275.01693340677
50,From 0 to 4 years,2008,2,2006,40324.95691920655
50,From 0 to 4 years,2008,3,2005,40603.1339300449
50,From 0 to 4 years,2008,4,2004,41052.59544849074
50,From 0 to 4 years,2009,0,2009,40593.07970854794
50,From 0 to 4 years,2009,1,2008,40339.140726002945
50,From 0 to 4 years,2009,2,2007,40291.281497708274
50,From 0 to 4 years,2009,3,2006,40423.771702472586
50,From 0 to 4 years,2009,4,2005,40704.72636526823
50,From 0 to 4 years,2010,0,2010,40578.1821469231
50,From 0 to 4 years,2010,1,2009,40302.03965260043
50,From 0 to 4 years,2010,2,2008,40161.72748258097
50,From 0 to 4 years,2010,3,2007,40138.441112099354
50,From 0 to 4 years,2010,4,2006,40216.60960579613
50,From 0 to 4 years,2011,0,2011,40896.79561073151
50,From 0 to 4 years,2011,1,2010,40616.25813459145
50,From 0 to 4 years,2011,2,2009,40399.09001292418
50,From 0 to 4 years,2011,3,2008,40232.57192526475
50,From 0 to 4 years,2011,4,2007,40119.2843164881
50,From 0 to 4 years,2012,0,2012,41699.74684815546
50,From 0 to 4 years,2012,1,2011,41425.81170844328
50,From 0 to 4 years,2012,2,2010,41152.09138324525
50,From 0 to 4 years,2012,3,2009,40870.95502135535
50,From 0 to 4 years,2012,4,2008,40597.39503880065
50,From 0 to 4 years,2013,0,2013,42338.52800940584
50,From 0 to 4 years,2013,1,2012,42080.02489133269
50,From 0 to 4 years,2013,2,2011,41774.98568870818
50,From 0 to 4 years,2013,3,2010,41423.57455087091
50,From 0 to 4 years,2013,4,2009,41040.88685968238
50,From 0 to 4 years,2014,0,2014,42858.84524622484
50,From 0 to 4 years,2014,1,2013,42621.091112073394
50,From 0 to 4 years,2014,2,2012,42301.82796299309
50,From 0 to 4 years,2014,3,2011,41935.28754760894
50,From 0 to 4 years,2014,4,2010,41497.94813109975
50,From 0 to 4 years,2015,0,2015,43576.63017443992
50,From 0 to 4 years,2015,1,2014,43365.03741537953
50,From 0 to 4 years,2015,2,2013,43079.30620523895
50,From 0 to 4 years,2015,3,2012,42709.610636042366
50,From 0 to 4 years,2015,4,2011,42259.41556889923
50,From 0 to 4 years,2016,0,2016,43898.46878347065
50,From 0 to 4 years,2016,1,2015,43709.74199365433
50,From 0 to 4 years,2016,2,2014,43464.94348232565
50,From 0 to 4 years,2016,3,2013,43138.753539239144
50,From 0 to 4 years,2016,4,2012,42726.092201310224
50,From 0 to 4 years,2017,0,2017,44002.62370809153
50,From 0 to 4 years,2017,1,2016,43826.828260360104
50,From 0 to 4 years,2017,2,2015,43626.4410172311
50,From 0 to 4 years,2017,3,2014,43368.35425530966
50,From 0 to 4 years,2017,4,2013,43031.752759007606
50,From 0 to 4 years,2018,0,2018,44220.6077655623
50,From 0 to 4 years,2018,1,2017,44048.195438432136
50,From 0 to 4 years,2018,2,2016,43884.25039283982
50,From 0 to 4 years,2018,3,2015,43697.864008456
50,From 0 to 4 years,2018,4,2014,43449.08239470973
50,From 0 to 4 years,2019,0,2019,44263.707622398644
50,From 0 to 4 years,2019,1,2018,44091.566670716275
50,From 0 to 4 years,2019,2,2017,43955.9351862912
50,From 0 to 4 years,2019,3,2016,43817.574529982245
50,From 0 to 4 years,2019,4,2015,43641.21599061166
50,From 0 to 4 years,2020,0,2020,44128.36401374583
50,From 0 to 4 years,2020,1,2019,43959.109289631946
50,From 0 to 4 years,2020,2,2018,43827.76546544116
50,From 0 to 4 years,2020,3,2017,43707.11627101012
50,From 0 to 4 years,2020,4,2016,43564.64496017096
50,From 0 to 4 years,2021,0,2021,44160.6135101286
50,From 0 to 4 years,2021,1,2020,43969.779861372284
50,From 0 to 4 years,2021,2,2019,43830.85104520188
50,From 0 to 4 years,2021,3,2018,43711.048550657295
50,From 0 to 4 years,2021,4,2017,43577.70703263994
50,From 5 to 9 years,2000,5,1995,44890.30677218851
50,From 5 to 9 years,2000,6,1994,45160.41315377077
50,From 5 to 9 years,2000,7,1993,45355.88658451688
50,From 5 to 9 years,2000,8,1992,45408.662912277185
50,From 5 to 9 years,2000,9,1991,45338.73057724662
50,From 5 to 9 years,2001,5,1996,44829.1492819903
50,From 5 to 9 years,2001,6,1995,45188.29912200365
50,From 5 to 9 years,2001,7,1994,45452.14106976904
50,From 5 to 9 years,2001,8,1993,45550.97748466125
50,From 5 to 9 years,2001,9,1992,45510.4330415758
50,From 5 to 9 years,2002,5,1997,44656.38737413933
50,From 5 to 9 years,2002,6,1996,45134.67221693704
50,From 5 to 9 years,2002,7,1995,45459.425758156045
50,From 5 to 9 years,2002,8,1994,45626.78291930086
50,From 5 to 9 years,2002,9,1993,45648.731731466745
50,From 5 to 9 years,2003,5,1998,44350.09083352194
50,From 5 to 9 years,2003,6,1997,44933.10617889406
50,From 5 to 9 years,2003,7,1996,45344.23720995995
50,From 5 to 9 years,2003,8,1995,45623.43633375264
50,From 5 to 9 years,2003,9,1994,45743.12944387139
50,From 5 to 9 years,2004,5,1999,43869.15483272247
50,From 5 to 9 years,2004,6,1998,44558.062194462334
50,From 5 to 9 years,2004,7,1997,45095.91762636046
50,From 5 to 9 years,2004,8,1996,45481.796972291646
50,From 5 to 9 years,2004,9,1995,45722.06837416308
50,From 5 to 9 years,2005,5,2000,43272.70634343799
50,From 5 to 9 years,2005,6,1999,44016.09843695971
50,From 5 to 9 years,2005,7,1998,44653.721585486106
50,From 5 to 9 years,2005,8,1997,45162.084143842905
50,From 5 to 9 years,2005,9,1996,45540.389490273286
50,From 5 to 9 years,2006,5,2001,42417.99429460452
50,From 5 to 9 years,2006,6,2000,43177.53186886822
50,From 5 to 9 years,2006,7,1999,43878.65824773721
50,From 5 to 9 years,2006,8,1998,44494.46031090418
50,From 5 to 9 years,2006,9,1997,45011.35527788589
50,From 5 to 9 years,2007,5,2002,41452.990082853095
50,From 5 to 9 years,2007,6,2001,42169.714661027974
50,From 5 to 9 years,2007,7,2000,42884.3135764874
50,From 5 to 9 years,2007,8,1999,43570.38403333385
50,From 5 to 9 years,2007,9,1998,44204.59764629767
50,From 5 to 9 years,2008,5,2003,40792.21131737017
50,From 5 to 9 years,2008,6,2002,41411.91800379506
50,From 5 to 9 years,2008,7,2001,42086.08810482794
50,From 5 to 9 years,2008,8,2000,42793.605582071476
50,From 5 to 9 years,2008,9,1999,43509.17699193534
50,From 5 to 9 years,2009,5,2004,40504.10515132871
50,From 5 to 9 years,2009,6,2003,40973.35985147148
50,From 5 to 9 years,2009,7,2002,41554.22112730123
50,From 5 to 9 years,2009,8,2001,42222.97017170568
50,From 5 to 9 years,2009,9,2000,42971.3436981929
50,From 5 to 9 years,2010,5,2005,40527.16595886738
50,From 5 to 9 years,2010,6,2004,40799.453878591186
50,From 5 to 9 years,2010,7,2003,41225.60505428376
50,From 5 to 9 years,2010,8,2002,41810.55311833716
50,From 5 to 9 years,2010,9,2001,42536.221989920494
50,From 5 to 9 years,2011,5,2006,40702.01865406821
50,From 5 to 9 years,2011,6,2005,40778.79273647223
50,From 5 to 9 years,2011,7,2004,41024.77556988702
50,From 5 to 9 years,2011,8,2003,41471.49670835611
50,From 5 to 9 years,2011,9,2002,42111.916331216395
50,From 5 to 9 years,2012,5,2007,40813.83298301314
50,From 5 to 9 years,2012,6,2006,40698.19452046788
50,From 5 to 9 years,2012,7,2005,40752.727230696415
50,From 5 to 9 years,2012,8,2004,41025.84662826497
50,From 5 to 9 years,2012,9,2003,41515.39863755758
50,From 5 to 9 years,2013,5,2008,40946.44573272978
50,From 5 to 9 years,2013,6,2007,40681.16192896722
50,From 5 to 9 years,2013,7,2006,40546.008541637886
50,From 5 to 9 years,2013,8,2005,40656.20483975595
50,From 5 to 9 years,2013,9,2004,40927.17895690916
50,From 5 to 9 years,2014,5,2009,41169.37410912295
50,From 5 to 9 years,2014,6,2008,40762.82684727579
50,From 5 to 9 years,2014,7,2007,40492.70019868498
50,From 5 to 9 years,2014,8,2006,40431.80686778032
50,From 5 to 9 years,2014,9,2005,40505.29197713596
50,From 5 to 9 years,2015,5,2010,41224.54980640499
50,From 5 to 9 years,2015,6,2009,40761.12649232865
50,From 5 to 9 years,2015,7,2008,40374.56687635368
50,From 5 to 9 years,2015,8,2007,40163.644021284665
50,From 5 to 9 years,2015,9,2006,40074.11280362801
50,From 5 to 9 years,2016,5,2011,41517.46341321611
50,From 5 to 9 years,2016,6,2010,41032.046526096
50,From 5 to 9 years,2016,7,2009,40589.46088720664
50,From 5 to 9 years,2016,8,2008,40252.00278595486
50,From 5 to 9 years,2016,9,2007,40061.026387526406
50,From 5 to 9 years,2017,5,2012,42255.86286682223
50,From 5 to 9 years,2017,6,2011,41798.46949394756
50,From 5 to 9 years,2017,7,2010,41336.63260513405
50,From 5 to 9 years,2017,8,2009,40922.057512760686
50,From 5 to 9 years,2017,9,2008,40598.97752133543
50,From 5 to 9 years,2018,5,2013,42804.82590438577
50,From 5 to 9 years,2018,6,2012,42411.32763579392
50,From 5 to 9 years,2018,7,2011,41969.290500584786
50,From 5 to 9 years,2018,8,2010,41517.5355112674
50,From 5 to 9 years,2018,9,2009,41104.02044796815
50,From 5 to 9 years,2019,5,2014,43243.75118608395
50,From 5 to 9 years,2019,6,2013,42923.751421986606
50,From 5 to 9 years,2019,7,2012,42521.97139955473
50,From 5 to 9 years,2019,8,2011,42062.124897332615
50,From 5 to 9 years,2019,9,2010,41592.4010950421
50,From 5 to 9 years,2020,5,2015,43928.47829958501
50,From 5 to 9 years,2020,6,2014,43666.400086065696
50,From 5 to 9 years,2020,7,2013,43305.01461234179
50,From 5 to 9 years,2020,8,2012,42852.41799935761
50,From 5 to 9 years,2020,9,2011,42346.689002649895
50,From 5 to 9 years,2021,5,2016,44252.7170812558
50,From 5 to 9 years,2021,6,2015,44025.64292333575
50,From 5 to 9 years,2021,7,2014,43696.85054575375
50,From 5 to 9 years,2021,8,2013,43272.769626727466
50,From 5 to 9 years,2021,9,2012,42786.01982292726
50,From 10 to 14 years,2000,10,1990,44950.198867447725
50,From 10 to 14 years,2000,11,1989,44758.299640294696
50,From 10 to 14 years,2000,12,1988,44558.244804121765
50,From 10 to 14 years,2000,13,1987,44366.9119742933
50,From 10 to 14 years,2000,14,1986,44184.344713842496
50,From 10 to 14 years,2001,10,1991,45062.191460638096
50,From 10 to 14 years,2001,11,1990,44886.400567590004
50,From 10 to 14 years,2001,12,1989,44704.42898811951
50,From 10 to 14 years,2001,13,1988,44537.597320291956
50,From 10 to 14 years,2001,14,1987,44389.38166336044
50,From 10 to 14 years,2002,10,1992,45254.2743840321
50,From 10 to 14 years,2002,11,1991,45117.940597532805
50,From 10 to 14 years,2002,12,1990,44963.07877613486
50,From 10 to 14 years,2002,13,1989,44815.70112053824
50,From 10 to 14 years,2002,14,1988,44685.00512176202
50,From 10 to 14 years,2003,10,1993,45468.46623014663
50,From 10 to 14 years,2003,11,1992,45400.78013309781
50,From 10 to 14 years,2003,12,1991,45284.404721786224
50,From 10 to 14 years,2003,13,1990,45155.23385970111
50,From 10 to 14 years,2003,14,1989,45026.11505526824
50,From 10 to 14 years,2004,10,1994,45608.751412017795
50,From 10 to 14 years,2004,11,1993,45630.3145414692
50,From 10 to 14 years,2004,12,1992,45578.616218352596
50,From 10 to 14 years,2004,13,1991,45475.786853432386
50,From 10 to 14 years,2004,14,1990,45340.53097472802
50,From 10 to 14 years,2005,10,1995,45609.36585044526
50,From 10 to 14 years,2005,11,1994,45748.80965993991
50,From 10 to 14 years,2005,12,1993,45782.25422966171
50,From 10 to 14 years,2005,13,1992,45722.26126100375
50,From 10 to 14 years,2005,14,1991,45586.30899894937
50,From 10 to 14 years,2006,10,1996,45478.41038101592
50,From 10 to 14 years,2006,11,1995,45756.58880085918
50,From 10 to 14 years,2006,12,1994,45898.147194074736
50,From 10 to 14 years,2006,13,1993,45908.433421801
50,From 10 to 14 years,2006,14,1992,45793.42020224916
50,From 10 to 14 years,2007,10,1997,45229.38413320363
50,From 10 to 14 years,2007,11,1996,45659.71874665132
50,From 10 to 14 years,2007,12,1995,45923.90455090038
50,From 10 to 14 years,2007,13,1994,46046.672670458785
50,From 10 to 14 years,2007,14,1993,45986.31989878588
50,From 10 to 14 years,2008,10,1998,44833.93640492287
50,From 10 to 14 years,2008,11,1997,45421.699494911176
50,From 10 to 14 years,2008,12,1996,45852.9965586019
50,From 10 to 14 years,2008,13,1995,46093.7530594518
50,From 10 to 14 years,2008,14,1994,46124.61448211222
50,From 10 to 14 years,2009,10,1999,44291.0562425186
50,From 10 to 14 years,2009,11,1998,45014.58418267405
50,From 10 to 14 years,2009,12,1997,45603.9991606607
50,From 10 to 14 years,2009,13,1996,45998.67415829947
50,From 10 to 14 years,2009,14,1995,46165.686255847155
50,From 10 to 14 years,2010,10,2000,43624.163497742105
50,From 10 to 14 years,2010,11,1999,44437.40350296364
50,From 10 to 14 years,2010,12,1998,45160.19411127583
50,From 10 to 14 years,2010,13,1997,45721.297591430994
50,From 10 to 14 years,2010,14,1996,46061.94129658743
50,From 10 to 14 years,2011,10,2001,42709.13853149699
50,From 10 to 14 years,2011,11,2000,43546.96812214753
50,From 10 to 14 years,2011,12,1999,44346.042227715225
50,From 10 to 14 years,2011,13,1998,45062.150978185935
50,From 10 to 14 years,2011,14,1997,45586.70014045431
50,From 10 to 14 years,2012,10,2002,41680.041621384815
50,From 10 to 14 years,2012,11,2001,42470.24423460889
50,From 10 to 14 years,2012,12,2000,43311.221183542024
50,From 10 to 14 years,2012,13,1999,44101.92010057903
50,From 10 to 14 years,2012,14,1998,44788.57285988523
50,From 10 to 14 years,2013,10,2003,40917.08603229013
50,From 10 to 14 years,2013,11,2002,41625.53426593511
50,From 10 to 14 years,2013,12,2001,42447.79818107414
50,From 10 to 14 years,2013,13,2000,43289.88653237063
50,From 10 to 14 years,2013,14,1999,44062.69498833
50,From 10 to 14 years,2014,10,2004,40528.958563555956
50,From 10 to 14 years,2014,11,2003,41094.24209479167
50,From 10 to 14 years,2014,12,2002,41828.401159518595
50,From 10 to 14 years,2014,13,2001,42641.12787661403
50,From 10 to 14 years,2014,14,2000,43441.27030551973
50,From 10 to 14 years,2015,10,2005,40449.29443594483
50,From 10 to 14 years,2015,11,2004,40828.440222643956
50,From 10 to 14 years,2015,12,2003,41406.22633111283
50,From 10 to 14 years,2015,13,2002,42108.836903816235
50,From 10 to 14 years,2015,14,2001,42857.20210648214
50,From 10 to 14 years,2016,10,2006,40672.33315717918
50,From 10 to 14 years,2016,11,2005,40843.642830618766
50,From 10 to 14 years,2016,12,2004,41216.74663369852
50,From 10 to 14 years,2016,13,2003,41742.07290934627
50,From 10 to 14 years,2016,14,2002,42363.20446915726
50,From 10 to 14 years,2017,10,2007,40836.11783817316
50,From 10 to 14 years,2017,11,2006,40806.60565184605
50,From 10 to 14 years,2017,12,2005,40953.78764586557
50,From 10 to 14 years,2017,13,2004,41258.26874876816
50,From 10 to 14 years,2017,14,2003,41693.220115347045
50,From 10 to 14 years,2018,10,2008,41024.28184934616
50,From 10 to 14 years,2018,11,2007,40818.87216051229
50,From 10 to 14 years,2018,12,2006,40754.28706716812
50,From 10 to 14 years,2018,13,2005,40834.67850073177
50,From 10 to 14 years,2018,14,2004,41059.88042224167
50,From 10 to 14 years,2019,10,2009,41257.27960219702
50,From 10 to 14 years,2019,11,2008,40924.147875396935
