state,ageGroup,year,age,cohort,numpop
16,From 0 to 4 years,2000,0,2000,15279.395764502025
16,From 0 to 4 years,2000,1,1999,15265.25179239773
16,From 0 to 4 years,2000,2,1998,15149.148860173735
16,From 0 to 4 years,2000,3,1997,14925.385989182983
16,From 0 to 4 years,2000,4,1996,14632.817593743526
16,From 0 to 4 years,2001,0,2001,15608.971366059222
16,From 0 to 4 years,2001,1,2000,15634.26244983622
16,From 0 to 4 years,2001,2,1999,15544.490121840081
16,From 0 to 4 years,2001,3,1998,15344.362100732067
16,From 0 to 4 years,2001,4,1997,15054.913961532413
16,From 0 to 4 years,2002,0,2002,15826.705113746992
16,From 0 to 4 years,2002,1,2001,15859.986881094654
16,From 0 to 4 years,2002,2,2000,15798.39418997036
16,From 0 to 4 years,2002,3,1999,15628.877645608978
16,From 0 to 4 years,2002,4,1998,15385.036169579022
16,From 0 to 4 years,2003,0,2003,15984.276814425299
16,From 0 to 4 years,2003,1,2002,16019.885144562002
16,From 0 to 4 years,2003,2,2001,15996.777495267612
16,From 0 to 4 years,2003,3,2000,15885.57726439969
16,From 0 to 4 years,2003,4,1999,15696.4832813454
16,From 0 to 4 years,2004,0,2004,16036.150157684135
16,From 0 to 4 years,2004,1,2003,16083.490903005932
16,From 0 to 4 years,2004,2,2002,16084.113325355836
16,From 0 to 4 years,2004,3,2001,16024.707325439642
16,From 0 to 4 years,2004,4,2000,15915.538288514448
16,From 0 to 4 years,2005,0,2005,15930.436806387737
16,From 0 to 4 years,2005,1,2004,15977.19855849621
16,From 0 to 4 years,2005,2,2003,16003.94923651289
16,From 0 to 4 years,2005,3,2002,16004.053130376144
16,From 0 to 4 years,2005,4,2001,15970.362268227029
16,From 0 to 4 years,2006,0,2006,15742.471202658613
16,From 0 to 4 years,2006,1,2005,15781.772940978835
16,From 0 to 4 years,2006,2,2004,15826.166148293225
16,From 0 to 4 years,2006,3,2003,15872.14345837173
16,From 0 to 4 years,2006,4,2002,15906.446249697607
16,From 0 to 4 years,2007,0,2007,15610.676092192827
16,From 0 to 4 years,2007,1,2006,15641.042741969306
16,From 0 to 4 years,2007,2,2005,15688.726523699432
16,From 0 to 4 years,2007,3,2004,15765.93753439091
16,From 0 to 4 years,2007,4,2003,15857.617107747526
16,From 0 to 4 years,2008,0,2008,15523.843646235322
16,From 0 to 4 years,2008,1,2007,15533.311166295587
16,From 0 to 4 years,2008,2,2006,15582.702554878942
16,From 0 to 4 years,2008,3,2005,15674.655431096784
16,From 0 to 4 years,2008,4,2004,15797.48720149336
16,From 0 to 4 years,2009,0,2009,15605.441032509803
16,From 0 to 4 years,2009,1,2008,15598.215624767132
16,From 0 to 4 years,2009,2,2007,15636.19114779865
16,From 0 to 4 years,2009,3,2006,15723.601489112527
16,From 0 to 4 years,2009,4,2005,15853.550705811886
16,From 0 to 4 years,2010,0,2010,15794.575274297338
16,From 0 to 4 years,2010,1,2009,15775.00581328248
16,From 0 to 4 years,2010,2,2008,15794.008561716493
16,From 0 to 4 years,2010,3,2007,15858.720390784743
16,From 0 to 4 years,2010,4,2006,15966.689959918946
16,From 0 to 4 years,2011,0,2011,15887.925128822792
16,From 0 to 4 years,2011,1,2010,15862.137246024064
16,From 0 to 4 years,2011,2,2009,15860.361438147711
16,From 0 to 4 years,2011,3,2008,15892.673654915516
16,From 0 to 4 years,2011,4,2007,15963.902532089915
16,From 0 to 4 years,2012,0,2012,15880.275541760086
16,From 0 to 4 years,2012,1,2011,15854.752354898483
16,From 0 to 4 years,2012,2,2010,15836.102923898829
16,From 0 to 4 years,2012,3,2009,15836.827419403433
16,From 0 to 4 years,2012,4,2008,15868.041760039172
16,From 0 to 4 years,2013,0,2013,15889.705824477127
16,From 0 to 4 years,2013,1,2012,15869.0119222283
16,From 0 to 4 years,2013,2,2011,15840.071611196123
16,From 0 to 4 years,2013,3,2010,15817.543258015276
16,From 0 to 4 years,2013,4,2009,15815.667384083172
16,From 0 to 4 years,2014,0,2014,15928.983096679944
16,From 0 to 4 years,2014,1,2013,15915.34745238474
16,From 0 to 4 years,2014,2,2012,15881.569260174218
16,From 0 to 4 years,2014,3,2011,15848.18173426736
16,From 0 to 4 years,2014,4,2010,15823.91845649373
16,From 0 to 4 years,2015,0,2015,15989.019355228069
16,From 0 to 4 years,2015,1,2014,15982.89284131875
16,From 0 to 4 years,2015,2,2013,15955.059267517643
16,From 0 to 4 years,2015,3,2012,15916.076829372525
16,From 0 to 4 years,2015,4,2011,15878.951706563006
16,From 0 to 4 years,2016,0,2016,16062.363091100577
16,From 0 to 4 years,2016,1,2015,16060.387198990007
16,From 0 to 4 years,2016,2,2014,16040.06040316524
16,From 0 to 4 years,2016,3,2013,16006.282302051331
16,From 0 to 4 years,2016,4,2012,15967.907004692848
16,From 0 to 4 years,2017,0,2017,16196.987866613226
16,From 0 to 4 years,2017,1,2016,16194.377938146494
16,From 0 to 4 years,2017,2,2015,16182.078884504817
16,From 0 to 4 years,2017,3,2014,16160.387521526914
16,From 0 to 4 years,2017,4,2013,16132.16778920854
