state,ageGroup,year,age,cohort,numpop
23,From 0 to 4 years,2000,0,2000,171128.55457877857
23,From 0 to 4 years,2000,1,1999,171807.59447492982
23,From 0 to 4 years,2000,2,1998,173195.79477228867
23,From 0 to 4 years,2000,3,1997,174926.17305223885
23,From 0 to 4 years,2000,4,1996,176793.8831217641
23,From 0 to 4 years,2001,0,2001,166021.48675430927
23,From 0 to 4 years,2001,1,2000,166902.20441950942
23,From 0 to 4 years,2001,2,1999,168796.62844961512
23,From 0 to 4 years,2001,3,1998,171269.40787870256
23,From 0 to 4 years,2001,4,1997,173825.27249786354
23,From 0 to 4 years,2002,0,2002,159849.81702164342
23,From 0 to 4 years,2002,1,2001,160875.65019798477
23,From 0 to 4 years,2002,2,2000,163152.70394731357
23,From 0 to 4 years,2002,3,1999,166201.0479102588
23,From 0 to 4 years,2002,4,1998,169540.7809227995
23,From 0 to 4 years,2003,0,2003,153170.7273749073
23,From 0 to 4 years,2003,1,2002,154216.0211824253
23,From 0 to 4 years,2003,2,2001,156681.82732470884
23,From 0 to 4 years,2003,3,2000,160272.3442805843
23,From 0 to 4 years,2003,4,1999,164240.07983737427
23,From 0 to 4 years,2004,0,2004,146871.7115359488
23,From 0 to 4 years,2004,1,2003,147658.7104191745
23,From 0 to 4 years,2004,2,2002,150306.0905540785
23,From 0 to 4 years,2004,3,2001,154286.56186213694
23,From 0 to 4 years,2004,4,2000,158793.92562866144
23,From 0 to 4 years,2005,0,2005,142385.66491591022
23,From 0 to 4 years,2005,1,2004,142911.94109474862
23,From 0 to 4 years,2005,2,2003,145531.457603448
23,From 0 to 4 years,2005,3,2002,149700.61562065675
23,From 0 to 4 years,2005,4,2001,154634.3207652363
23,From 0 to 4 years,2006,0,2006,139802.4178389166
23,From 0 to 4 years,2006,1,2005,140088.17468138563
23,From 0 to 4 years,2006,2,2004,142508.11827722818
23,From 0 to 4 years,2006,3,2003,146635.33271579456
23,From 0 to 4 years,2006,4,2002,151739.95648667502
23,From 0 to 4 years,2007,0,2007,137883.48189912617
23,From 0 to 4 years,2007,1,2006,138056.54342278693
23,From 0 to 4 years,2007,2,2005,140022.11271339768
23,From 0 to 4 years,2007,3,2004,143858.32496193517
23,From 0 to 4 years,2007,4,2003,148826.53700275396
23,From 0 to 4 years,2008,0,2008,136882.1436653051
23,From 0 to 4 years,2008,1,2007,136646.0723810869
23,From 0 to 4 years,2008,2,2006,138374.95413832495
23,From 0 to 4 years,2008,3,2005,141779.18502762762
23,From 0 to 4 years,2008,4,2004,146311.64478765544
23,From 0 to 4 years,2009,0,2009,136451.94262849583
23,From 0 to 4 years,2009,1,2008,135962.15436820374
23,From 0 to 4 years,2009,2,2007,137255.2232442589
23,From 0 to 4 years,2009,3,2006,140034.4261534496
23,From 0 to 4 years,2009,4,2005,143867.25360559183
23,From 0 to 4 years,2010,0,2010,135472.4042610221
23,From 0 to 4 years,2010,1,2009,134807.00744804056
23,From 0 to 4 years,2010,2,2008,135590.03567408322
23,From 0 to 4 years,2010,3,2007,137576.67335583872
23,From 0 to 4 years,2010,4,2006,140449.8792610154
23,From 0 to 4 years,2011,0,2011,134081.2160819989
23,From 0 to 4 years,2011,1,2010,133292.8679467028
23,From 0 to 4 years,2011,2,2009,133584.67116372762
23,From 0 to 4 years,2011,3,2008,134769.08955079966
23,From 0 to 4 years,2011,4,2007,136658.15525677096
23,From 0 to 4 years,2012,0,2012,132895.97631030646
23,From 0 to 4 years,2012,1,2011,132013.53655663898
23,From 0 to 4 years,2012,2,2010,131898.08622099448
23,From 0 to 4 years,2012,3,2009,132410.63892723998
23,From 0 to 4 years,2012,4,2008,133460.76198482007
23,From 0 to 4 years,2013,0,2013,131564.63300610796
23,From 0 to 4 years,2013,1,2012,130598.19999476259
23,From 0 to 4 years,2013,2,2011,130187.01780524327
23,From 0 to 4 years,2013,3,2010,130236.72291233837
23,From 0 to 4 years,2013,4,2009,130692.42628154776
23,From 0 to 4 years,2014,0,2014,130574.96421401502
23,From 0 to 4 years,2014,1,2013,129524.48138965998
23,From 0 to 4 years,2014,2,2012,128911.22436172595
23,From 0 to 4 years,2014,3,2011,128748.15189417475
23,From 0 to 4 years,2014,4,2010,128871.17814042426
23,From 0 to 4 years,2015,0,2015,130765.45940593223
23,From 0 to 4 years,2015,1,2014,129634.12863486519
23,From 0 to 4 years,2015,2,2013,129004.01363467952
23,From 0 to 4 years,2015,3,2012,128738.47832261746
23,From 0 to 4 years,2015,4,2011,128733.92000190567
23,From 0 to 4 years,2016,0,2016,131010.85213794
23,From 0 to 4 years,2016,1,2015,129783.14113302094
23,From 0 to 4 years,2016,2,2014,129183.41778470759
23,From 0 to 4 years,2016,3,2013,128995.31990665109
23,From 0 to 4 years,2016,4,2012,129050.26903768041
23,From 0 to 4 years,2017,0,2017,131186.52896810565
23,From 0 to 4 years,2017,1,2016,129845.09897726575
23,From 0 to 4 years,2017,2,2015,129309.34636774943
23,From 0 to 4 years,2017,3,2014,129285.60898002694
23,From 0 to 4 years,2017,4,2013,129534.4167068523
23,From 0 to 4 years,2018,0,2018,132127.10272140626
