state,ageGroup,year,age,cohort,numpop
25,From 0 to 4 years,2000,0,2000,72862.56321659687
25,From 0 to 4 years,2000,1,1999,72963.51086611448
25,From 0 to 4 years,2000,2,1998,73200.51824425296
25,From 0 to 4 years,2000,3,1997,73517.26140665475
25,From 0 to 4 years,2000,4,1996,73853.14626638094
25,From 0 to 4 years,2001,0,2001,71980.555401838
25,From 0 to 4 years,2001,1,2000,72145.16858951734
25,From 0 to 4 years,2001,2,1999,72479.0045714616
25,From 0 to 4 years,2001,3,1998,72897.02370991142
25,From 0 to 4 years,2001,4,1997,73320.24772727164
25,From 0 to 4 years,2002,0,2002,70755.20222722445
25,From 0 to 4 years,2002,1,2001,71014.45260823691
25,From 0 to 4 years,2002,2,2000,71454.35832041067
25,From 0 to 4 years,2002,3,1999,71974.39001263722
25,From 0 to 4 years,2002,4,1998,72496.59683149074
25,From 0 to 4 years,2003,0,2003,69221.08485121212
25,From 0 to 4 years,2003,1,2002,69565.53315916173
25,From 0 to 4 years,2003,2,2001,70111.87586701228
25,From 0 to 4 years,2003,3,2000,70753.20708858484
25,From 0 to 4 years,2003,4,1999,71375.29903402906
25,From 0 to 4 years,2004,0,2004,67571.63244752774
25,From 0 to 4 years,2004,1,2003,67979.3211310935
25,From 0 to 4 years,2004,2,2002,68635.16749308101
25,From 0 to 4 years,2004,3,2001,69391.37430616336
25,From 0 to 4 years,2004,4,2000,70151.50462213442
25,From 0 to 4 years,2005,0,2005,66101.45649082291
25,From 0 to 4 years,2005,1,2004,66555.2382907037
25,From 0 to 4 years,2005,2,2003,67316.41833658455
25,From 0 to 4 years,2005,3,2002,68225.16995174212
25,From 0 to 4 years,2005,4,2001,69123.71693014677
25,From 0 to 4 years,2006,0,2006,64613.91149307972
25,From 0 to 4 years,2006,1,2005,65084.88839615892
25,From 0 to 4 years,2006,2,2004,65931.54632567038
25,From 0 to 4 years,2006,3,2003,66982.72348183069
25,From 0 to 4 years,2006,4,2002,68035.9303032602
25,From 0 to 4 years,2007,0,2007,63027.53701131756
25,From 0 to 4 years,2007,1,2006,63485.23619724394
25,From 0 to 4 years,2007,2,2005,64376.5344220073
25,From 0 to 4 years,2007,3,2004,65569.33309540479
25,From 0 to 4 years,2007,4,2003,66849.35927402643
25,From 0 to 4 years,2008,0,2008,61720.88202198952
25,From 0 to 4 years,2008,1,2007,62091.52179085979
25,From 0 to 4 years,2008,2,2006,63020.68497778774
25,From 0 to 4 years,2008,3,2005,64334.79175925127
25,From 0 to 4 years,2008,4,2004,65811.11945011168
25,From 0 to 4 years,2009,0,2009,60590.28007585354
25,From 0 to 4 years,2009,1,2008,60845.249101653804
25,From 0 to 4 years,2009,2,2007,61752.59467490166
25,From 0 to 4 years,2009,3,2006,63134.07023502639
25,From 0 to 4 years,2009,4,2005,64744.80591256458
25,From 0 to 4 years,2010,0,2010,59254.70893913313
25,From 0 to 4 years,2010,1,2009,59368.37553990325
25,From 0 to 4 years,2010,2,2008,60196.78272970291
25,From 0 to 4 years,2010,3,2007,61574.187633377354
25,From 0 to 4 years,2010,4,2006,63262.945157883354
25,From 0 to 4 years,2011,0,2011,57807.91202529081
25,From 0 to 4 years,2011,1,2010,57772.70511209587
25,From 0 to 4 years,2011,2,2009,58473.79903597518
25,From 0 to 4 years,2011,3,2008,59765.376843259466
25,From 0 to 4 years,2011,4,2007,61427.20698337871
25,From 0 to 4 years,2012,0,2012,56178.9579134383
25,From 0 to 4 years,2012,1,2011,56007.966045579284
25,From 0 to 4 years,2012,2,2010,56544.60564087292
25,From 0 to 4 years,2012,3,2009,57664.434023039255
25,From 0 to 4 years,2012,4,2008,59180.03637707025
25,From 0 to 4 years,2013,0,2013,54671.85386099507
25,From 0 to 4 years,2013,1,2012,54394.259093205466
25,From 0 to 4 years,2013,2,2011,54751.61312486046
25,From 0 to 4 years,2013,3,2010,55629.98724668496
25,From 0 to 4 years,2013,4,2009,56896.28667425405
25,From 0 to 4 years,2014,0,2014,54252.368684967245
25,From 0 to 4 years,2014,1,2013,53891.160275457514
25,From 0 to 4 years,2014,2,2012,54088.79270736872
25,From 0 to 4 years,2014,3,2011,54673.49745831766
25,From 0 to 4 years,2014,4,2010,55638.18087388887
25,From 0 to 4 years,2015,0,2015,54786.464958199285
25,From 0 to 4 years,2015,1,2014,54346.01734934456
25,From 0 to 4 years,2015,2,2013,54324.997127655595
25,From 0 to 4 years,2015,3,2012,54656.350228149604
25,From 0 to 4 years,2015,4,2011,55292.170336650954
25,From 0 to 4 years,2016,0,2016,55357.600238512576
25,From 0 to 4 years,2016,1,2015,54859.371065517465
25,From 0 to 4 years,2016,2,2014,54650.88078384416
25,From 0 to 4 years,2016,3,2013,54701.230897130365
25,From 0 to 4 years,2016,4,2012,54981.91701499544
25,From 0 to 4 years,2017,0,2017,56560.57657649577
25,From 0 to 4 years,2017,1,2016,56019.15777255354
25,From 0 to 4 years,2017,2,2015,55645.13529936101
25,From 0 to 4 years,2017,3,2014,55434.401449681944
25,From 0 to 4 years,2017,4,2013,55379.728901907765
25,From 0 to 4 years,2018,0,2018,58108.205658200575
25,From 0 to 4 years,2018,1,2017,57531.4598965889
25,From 0 to 4 years,2018,2,2016,57009.8793963777
25,From 0 to 4 years,2018,3,2015,56592.25122966354
25,From 0 to 4 years,2018,4,2014,56255.203819169255
25,From 0 to 4 years,2019,0,2019,58628.28006503054
25,From 0 to 4 years,2019,1,2018,58030.58960166844
25,From 0 to 4 years,2019,2,2017,57434.65603495304
25,From 0 to 4 years,2019,3,2016,56861.125224113406
25,From 0 to 4 years,2019,4,2015,56326.34907423457
25,From 0 to 4 years,2020,0,2020,58427.476874288535
25,From 0 to 4 years,2020,1,2019,57796.248997906514
25,From 0 to 4 years,2020,2,2018,57163.567229194705
25,From 0 to 4 years,2020,3,2017,56542.33511805463
25,From 0 to 4 years,2020,4,2016,55910.37178055558
25,From 0 to 4 years,2021,0,2021,58333.88219892447
25,From 0 to 4 years,2021,1,2020,57724.874754838725
25,From 0 to 4 years,2021,2,2019,57081.61204480892
25,From 0 to 4 years,2021,3,2018,56425.34960237402
25,From 0 to 4 years,2021,4,2017,55788.28139905384
25,From 5 to 9 years,2000,5,1995,73637.93122746798
25,From 5 to 9 years,2000,6,1994,73940.15534503557
25,From 5 to 9 years,2000,7,1993,74258.11291854297
25,From 5 to 9 years,2000,8,1992,74652.18607348319
25,From 5 to 9 years,2000,9,1991,75177.6144354702
25,From 5 to 9 years,2001,5,1996,73175.02171058074
25,From 5 to 9 years,2001,6,1995,73488.89458582902
25,From 5 to 9 years,2001,7,1994,73792.11175788165
25,From 5 to 9 years,2001,8,1993,74164.28984568191
25,From 5 to 9 years,2001,9,1992,74689.68210002666
25,From 5 to 9 years,2002,5,1997,72754.22350758442
25,From 5 to 9 years,2002,6,1996,73083.96829155517
25,From 5 to 9 years,2002,7,1995,73361.24083152533
25,From 5 to 9 years,2002,8,1994,73678.65258671287
25,From 5 to 9 years,2002,9,1993,74147.91478262228
25,From 5 to 9 years,2003,5,1998,72298.31053744166
25,From 5 to 9 years,2003,6,1997,72669.06040266226
25,From 5 to 9 years,2003,7,1996,72936.33155960358
25,From 5 to 9 years,2003,8,1995,73186.53970359001
25,From 5 to 9 years,2003,9,1994,73561.75779670246
25,From 5 to 9 years,2004,5,1999,71697.080715549
25,From 5 to 9 years,2004,6,1998,72163.41606777835
