state,ageGroup,year,age,cohort,numpop
22,From 0 to 4 years,2000,0,2000,65241.68322652919
22,From 0 to 4 years,2000,1,1999,65573.67733074755
22,From 0 to 4 years,2000,2,1998,65740.73470291913
22,From 0 to 4 years,2000,3,1997,65711.09269797572
22,From 0 to 4 years,2000,4,1996,65602.81204182838
22,From 0 to 4 years,2001,0,2001,65099.74377646845
22,From 0 to 4 years,2001,1,2000,65541.45118727243
22,From 0 to 4 years,2001,2,1999,65802.96011645783
22,From 0 to 4 years,2001,3,1998,65869.3240173492
22,From 0 to 4 years,2001,4,1997,65781.5209024521
22,From 0 to 4 years,2002,0,2002,64236.17741337173
22,From 0 to 4 years,2002,1,2001,64697.606281759385
22,From 0 to 4 years,2002,2,2000,65064.8235733589
22,From 0 to 4 years,2002,3,1999,65258.35317121194
22,From 0 to 4 years,2002,4,1998,65330.039560298064
22,From 0 to 4 years,2003,0,2003,62493.84906435448
22,From 0 to 4 years,2003,1,2002,62962.523803857206
22,From 0 to 4 years,2003,2,2001,63467.598930023756
22,From 0 to 4 years,2003,3,2000,63886.832655825
22,From 0 to 4 years,2003,4,1999,64171.195545939554
22,From 0 to 4 years,2004,0,2004,60544.80664054525
22,From 0 to 4 years,2004,1,2003,61035.49190701043
22,From 0 to 4 years,2004,2,2002,61664.65810394541
22,From 0 to 4 years,2004,3,2001,62312.45179878022
22,From 0 to 4 years,2004,4,2000,62901.591549718694
22,From 0 to 4 years,2005,0,2005,58921.44994773864
22,From 0 to 4 years,2005,1,2004,59415.45386694738
22,From 0 to 4 years,2005,2,2003,60176.339974848655
22,From 0 to 4 years,2005,3,2002,61081.44629798438
22,From 0 to 4 years,2005,4,2001,61982.30991248096
22,From 0 to 4 years,2006,0,2006,56879.78654728928
22,From 0 to 4 years,2006,1,2005,57356.4880586402
22,From 0 to 4 years,2006,2,2004,58207.84194115714
22,From 0 to 4 years,2006,3,2003,59318.000669240864
22,From 0 to 4 years,2006,4,2002,60495.882783672554
22,From 0 to 4 years,2007,0,2007,55116.21607896791
22,From 0 to 4 years,2007,1,2006,55572.388764329255
22,From 0 to 4 years,2007,2,2005,56438.910153958284
22,From 0 to 4 years,2007,3,2004,57698.69753063175
22,From 0 to 4 years,2007,4,2003,59144.78747211278
22,From 0 to 4 years,2008,0,2008,53956.553906632755
22,From 0 to 4 years,2008,1,2007,54296.06677249569
22,From 0 to 4 years,2008,2,2006,55181.56271153295
22,From 0 to 4 years,2008,3,2005,56520.535575845905
22,From 0 to 4 years,2008,4,2004,58126.2810334927
22,From 0 to 4 years,2009,0,2009,52852.13084034971
22,From 0 to 4 years,2009,1,2008,53069.85395782469
22,From 0 to 4 years,2009,2,2007,53872.61033692503
22,From 0 to 4 years,2009,3,2006,55172.64170175985
22,From 0 to 4 years,2009,4,2005,56795.76316314071
22,From 0 to 4 years,2010,0,2010,51564.82895062243
22,From 0 to 4 years,2010,1,2009,51652.46771315068
22,From 0 to 4 years,2010,2,2008,52300.74150359723
22,From 0 to 4 years,2010,3,2007,53447.947232117
22,From 0 to 4 years,2010,4,2006,54958.01460051269
22,From 0 to 4 years,2011,0,2011,50489.948038908515
22,From 0 to 4 years,2011,1,2010,50456.283498880264
22,From 0 to 4 years,2011,2,2009,50919.29914931373
22,From 0 to 4 years,2011,3,2008,51847.89842627473
22,From 0 to 4 years,2011,4,2007,53154.57088662277
22,From 0 to 4 years,2012,0,2012,49741.113978682355
22,From 0 to 4 years,2012,1,2011,49609.83433717209
22,From 0 to 4 years,2012,2,2010,49891.63496870533
22,From 0 to 4 years,2012,3,2009,50582.539082365045
22,From 0 to 4 years,2012,4,2008,51643.87763307519
22,From 0 to 4 years,2013,0,2013,48925.99572873273
22,From 0 to 4 years,2013,1,2012,48729.63792728625
22,From 0 to 4 years,2013,2,2011,48858.62671014481
22,From 0 to 4 years,2013,3,2010,49325.57294614865
22,From 0 to 4 years,2013,4,2009,50135.16668768757
22,From 0 to 4 years,2014,0,2014,48423.78839744999
22,From 0 to 4 years,2014,1,2013,48189.82614504573
22,From 0 to 4 years,2014,2,2012,48212.09025223505
22,From 0 to 4 years,2014,3,2011,48492.21349236021
22,From 0 to 4 years,2014,4,2010,49080.081712909
22,From 0 to 4 years,2015,0,2015,48344.39944220971
22,From 0 to 4 years,2015,1,2014,48085.40790956408
22,From 0 to 4 years,2015,2,2013,48025.137308728044
22,From 0 to 4 years,2015,3,2012,48178.9825220593
22,From 0 to 4 years,2015,4,2011,48580.07281743884
22,From 0 to 4 years,2016,0,2016,48003.816291184914
22,From 0 to 4 years,2016,1,2015,47726.556781848514
22,From 0 to 4 years,2016,2,2014,47619.307048957664
22,From 0 to 4 years,2016,3,2013,47684.72409217935
22,From 0 to 4 years,2016,4,2012,47935.59578582953
22,From 0 to 4 years,2017,0,2017,47723.167900961256
22,From 0 to 4 years,2017,1,2016,47424.458297806734
22,From 0 to 4 years,2017,2,2015,47290.39555438159
22,From 0 to 4 years,2017,3,2014,47305.72166997631
22,From 0 to 4 years,2017,4,2013,47460.256576874104
22,From 0 to 4 years,2018,0,2018,47942.273352490476
22,From 0 to 4 years,2018,1,2017,47613.10240530328
22,From 0 to 4 years,2018,2,2016,47457.16078029361
22,From 0 to 4 years,2018,3,2015,47446.4007110441
22,From 0 to 4 years,2018,4,2014,47548.062750868565
22,From 0 to 4 years,2019,0,2019,48109.156043234
22,From 0 to 4 years,2019,1,2018,47750.41593639685
22,From 0 to 4 years,2019,2,2017,47571.99408303543
22,From 0 to 4 years,2019,3,2016,47533.122441301944
22,From 0 to 4 years,2019,4,2015,47598.311496031754
22,From 0 to 4 years,2020,0,2020,47959.062242159525
22,From 0 to 4 years,2020,1,2019,47588.91692481696
22,From 0 to 4 years,2020,2,2018,47376.75876195387
22,From 0 to 4 years,2020,3,2017,47294.55441758874
22,From 0 to 4 years,2020,4,2016,47322.70765348092
22,From 0 to 4 years,2021,0,2021,47869.898309509066
22,From 0 to 4 years,2021,1,2020,47461.956768576645
22,From 0 to 4 years,2021,2,2019,47221.79825025327
22,From 0 to 4 years,2021,3,2018,47113.08455000646
22,From 0 to 4 years,2021,4,2017,47103.26212165456
22,From 5 to 9 years,2000,5,1995,64755.350114978246
22,From 5 to 9 years,2000,6,1994,64513.09567177091
22,From 5 to 9 years,2000,7,1993,64342.332469400135
22,From 5 to 9 years,2000,8,1992,64429.057573948296
22,From 5 to 9 years,2000,9,1991,64889.16416990241
22,From 5 to 9 years,2001,5,1996,64454.98247985355
22,From 5 to 9 years,2001,6,1995,64174.51844471935
22,From 5 to 9 years,2001,7,1994,63926.4738398877
22,From 5 to 9 years,2001,8,1993,63933.182530372505
22,From 5 to 9 years,2001,9,1992,64347.84270516687
22,From 5 to 9 years,2002,5,1997,64393.970917034734
22,From 5 to 9 years,2002,6,1996,64155.238858604724
22,From 5 to 9 years,2002,7,1995,63911.129376622914
22,From 5 to 9 years,2002,8,1994,63837.80246690813
22,From 5 to 9 years,2002,9,1993,64130.85838082947
22,From 5 to 9 years,2003,5,1998,64374.694072953724
22,From 5 to 9 years,2003,6,1997,64302.11606006812
22,From 5 to 9 years,2003,7,1996,64145.59204962879
22,From 5 to 9 years,2003,8,1995,63998.99682772917
22,From 5 to 9 years,2003,9,1994,64119.60098962017
22,From 5 to 9 years,2004,5,1999,64132.40031468407
22,From 5 to 9 years,2004,6,1998,64336.27487947728
22,From 5 to 9 years,2004,7,1997,64316.35443766794
22,From 5 to 9 years,2004,8,1996,64183.38084397558
22,From 5 to 9 years,2004,9,1995,64135.589524195144
22,From 5 to 9 years,2005,5,2000,63534.084151874435
22,From 5 to 9 years,2005,6,1999,64060.5087014925
22,From 5 to 9 years,2005,7,1998,64268.87838840185
