state,ageGroup,year,age,cohort,numpop
26,From 0 to 4 years,2000,0,2000,172686.20901919965
26,From 0 to 4 years,2000,1,1999,172998.8813986762
26,From 0 to 4 years,2000,2,1998,173234.00907795056
26,From 0 to 4 years,2000,3,1997,173226.8950636323
26,From 0 to 4 years,2000,4,1996,173092.0054405413
26,From 0 to 4 years,2001,0,2001,170846.20338844854
26,From 0 to 4 years,2001,1,2000,171389.22112045466
26,From 0 to 4 years,2001,2,1999,171926.15509461303
26,From 0 to 4 years,2001,3,1998,172295.5518557239
26,From 0 to 4 years,2001,4,1997,172406.86854075998
26,From 0 to 4 years,2002,0,2002,167399.31211181288
26,From 0 to 4 years,2002,1,2001,168021.96650146227
26,From 0 to 4 years,2002,2,2000,168848.14203359993
26,From 0 to 4 years,2002,3,1999,169604.4576452827
26,From 0 to 4 years,2002,4,1998,170230.1217078423
26,From 0 to 4 years,2003,0,2003,163430.3711860047
26,From 0 to 4 years,2003,1,2002,164078.4452422933
26,From 0 to 4 years,2003,2,2001,165190.23142372712
26,From 0 to 4 years,2003,3,2000,166487.35115542033
26,From 0 to 4 years,2003,4,1999,167668.60099255445
26,From 0 to 4 years,2004,0,2004,159598.43907802322
26,From 0 to 4 years,2004,1,2003,160204.87318942285
26,From 0 to 4 years,2004,2,2002,161569.44890802726
26,From 0 to 4 years,2004,3,2001,163354.45135395534
26,From 0 to 4 years,2004,4,2000,165206.78747057135
26,From 0 to 4 years,2005,0,2005,156214.1648348895
26,From 0 to 4 years,2005,1,2004,156736.1080887068
26,From 0 to 4 years,2005,2,2003,158276.09249725068
26,From 0 to 4 years,2005,3,2002,160500.744678198
26,From 0 to 4 years,2005,4,2001,162961.88990095508
26,From 0 to 4 years,2006,0,2006,153231.44084658546
26,From 0 to 4 years,2006,1,2005,153648.97003081947
26,From 0 to 4 years,2006,2,2004,155236.5981575282
26,From 0 to 4 years,2006,3,2003,157721.48466495197
26,From 0 to 4 years,2006,4,2002,160625.5063001148
26,From 0 to 4 years,2007,0,2007,150991.7726967501
26,From 0 to 4 years,2007,1,2006,151353.0299670291
26,From 0 to 4 years,2007,2,2005,152786.31120831223
26,From 0 to 4 years,2007,3,2004,155347.08581169497
26,From 0 to 4 years,2007,4,2003,158540.8003162136
26,From 0 to 4 years,2008,0,2008,149336.51686328906
26,From 0 to 4 years,2008,1,2007,149414.3165074391
26,From 0 to 4 years,2008,2,2006,150773.44613035527
26,From 0 to 4 years,2008,3,2005,153235.9636581379
26,From 0 to 4 years,2008,4,2004,156416.75684077875
26,From 0 to 4 years,2009,0,2009,148094.16568191757
26,From 0 to 4 years,2009,1,2008,147971.27433530104
26,From 0 to 4 years,2009,2,2007,149064.3714923532
26,From 0 to 4 years,2009,3,2006,151202.42892107088
26,From 0 to 4 years,2009,4,2005,154078.75956935718
26,From 0 to 4 years,2010,0,2010,146536.55527898617
26,From 0 to 4 years,2010,1,2009,146267.09295501723
26,From 0 to 4 years,2010,2,2008,147005.86180413162
26,From 0 to 4 years,2010,3,2007,148629.80749280527
26,From 0 to 4 years,2010,4,2006,150927.68246905977
26,From 0 to 4 years,2011,0,2011,144995.8941599208
26,From 0 to 4 years,2011,1,2010,144639.92505418012
26,From 0 to 4 years,2011,2,2009,145029.03695855036
26,From 0 to 4 years,2011,3,2008,146090.192161386
26,From 0 to 4 years,2011,4,2007,147722.9516659627
26,From 0 to 4 years,2012,0,2012,144478.56546170308
26,From 0 to 4 years,2012,1,2011,144090.91293762357
26,From 0 to 4 years,2012,2,2010,144206.9465492553
26,From 0 to 4 years,2012,3,2009,144793.1687024302
26,From 0 to 4 years,2012,4,2008,145835.4063489879
26,From 0 to 4 years,2013,0,2013,143557.2978292736
26,From 0 to 4 years,2013,1,2012,143176.00375794477
26,From 0 to 4 years,2013,2,2011,143125.86961454208
26,From 0 to 4 years,2013,3,2010,143406.79750833186
26,From 0 to 4 years,2013,4,2009,144033.03128990784
26,From 0 to 4 years,2014,0,2014,142481.55903132682
26,From 0 to 4 years,2014,1,2013,142121.19466981592
26,From 0 to 4 years,2014,2,2012,141994.0135876315
26,From 0 to 4 years,2014,3,2011,142193.39783861244
26,From 0 to 4 years,2014,4,2010,142617.83487261328
26,From 0 to 4 years,2015,0,2015,142518.2012901107
