state,ageGroup,year,age,cohort,numpop
33,From 0 to 4 years,2000,0,2000,257105.3596409409
33,From 0 to 4 years,2000,1,1999,258557.84739611472
33,From 0 to 4 years,2000,2,1998,260329.31691093312
33,From 0 to 4 years,2000,3,1997,261833.89915155162
33,From 0 to 4 years,2000,4,1996,263045.5769004595
33,From 0 to 4 years,2001,0,2001,251389.18139695862
33,From 0 to 4 years,2001,1,2000,253297.4531557866
33,From 0 to 4 years,2001,2,1999,255904.01783323215
33,From 0 to 4 years,2001,3,1998,258594.8533191755
33,From 0 to 4 years,2001,4,1997,260770.49429484725
33,From 0 to 4 years,2002,0,2002,242648.48706628405
33,From 0 to 4 years,2002,1,2001,244696.68399841944
33,From 0 to 4 years,2002,2,2000,247958.53465661255
33,From 0 to 4 years,2002,3,1999,251640.30222520189
33,From 0 to 4 years,2002,4,1998,255254.99205348213
33,From 0 to 4 years,2003,0,2003,233279.00290031135
33,From 0 to 4 years,2003,1,2002,235245.9401491924
33,From 0 to 4 years,2003,2,2001,238940.9249012962
33,From 0 to 4 years,2003,3,2000,243768.05491036337
33,From 0 to 4 years,2003,4,1999,248677.07713883684
33,From 0 to 4 years,2004,0,2004,225501.49420393398
33,From 0 to 4 years,2004,1,2003,227026.81442075624
33,From 0 to 4 years,2004,2,2002,231061.12940817355
33,From 0 to 4 years,2004,3,2001,236773.36510836767
33,From 0 to 4 years,2004,4,2000,243020.1968587685
33,From 0 to 4 years,2005,0,2005,219480.50722437704
33,From 0 to 4 years,2005,1,2004,220474.18312767052
33,From 0 to 4 years,2005,2,2003,224499.66149213383
33,From 0 to 4 years,2005,3,2002,230765.55208616247
33,From 0 to 4 years,2005,4,2001,238088.09606965605
33,From 0 to 4 years,2006,0,2006,215126.05973834023
33,From 0 to 4 years,2006,1,2005,215572.81227351032
33,From 0 to 4 years,2006,2,2004,219216.4261463256
33,From 0 to 4 years,2006,3,2003,225501.79562021987
33,From 0 to 4 years,2006,4,2002,233340.90622160392
33,From 0 to 4 years,2007,0,2007,213121.5546654688
33,From 0 to 4 years,2007,1,2006,213224.37781687328
33,From 0 to 4 years,2007,2,2005,215986.30012634618
33,From 0 to 4 years,2007,3,2004,221777.02986000813
33,From 0 to 4 years,2007,4,2003,229504.7375313036
33,From 0 to 4 years,2008,0,2008,212243.51365819023
33,From 0 to 4 years,2008,1,2007,211472.64441013144
33,From 0 to 4 years,2008,2,2006,213671.4002708433
33,From 0 to 4 years,2008,3,2005,218580.6365349856
33,From 0 to 4 years,2008,4,2004,225465.80512584958
33,From 0 to 4 years,2009,0,2009,211745.40289282613
33,From 0 to 4 years,2009,1,2008,210418.23701769495
33,From 0 to 4 years,2009,2,2007,211658.41551425142
33,From 0 to 4 years,2009,3,2006,215221.53644943348
33,From 0 to 4 years,2009,4,2005,220635.40812579406
33,From 0 to 4 years,2010,0,2010,212068.34972221675
33,From 0 to 4 years,2010,1,2009,210386.95908154326
33,From 0 to 4 years,2010,2,2008,210558.70490905637
33,From 0 to 4 years,2010,3,2007,212436.98172664584
33,From 0 to 4 years,2010,4,2006,215770.00456053787
33,From 0 to 4 years,2011,0,2011,213505.61273174256
33,From 0 to 4 years,2011,1,2010,211640.95929746993
33,From 0 to 4 years,2011,2,2009,210831.0255514094
33,From 0 to 4 years,2011,3,2008,211026.80876637725
33,From 0 to 4 years,2011,4,2007,212232.59365300083
