locId,month,year,numInfant
11,1,2012,2188
11,2,2012,2180
11,3,2012,2291
11,4,2012,2248
11,5,2012,2286
11,6,2012,2216
11,7,2012,2130
11,8,2012,2026
11,9,2012,2049
11,10,2012,2367
11,11,2012,2276
11,12,2012,2256
12,1,2012,1462
12,2,2012,1275
12,3,2012,1495
12,4,2012,1379
12,5,2012,1406
12,6,2012,1353
12,7,2012,1374
12,8,2012,1257
12,9,2012,1391
12,10,2012,1458
12,11,2012,1428
12,12,2012,1422
13,1,2012,6611
13,2,2012,6309
13,3,2012,6375
13,4,2012,6091
13,5,2012,6286
13,6,2012,6089
13,7,2012,6289
13,8,2012,6648
13,9,2012,6491
13,10,2012,6929
13,11,2012,6616
13,12,2012,6700
14,1,2012,935
14,2,2012,812
14,3,2012,889
14,4,2012,851
14,5,2012,922
14,6,2012,784
14,7,2012,861
14,8,2012,899
14,9,2012,893
14,10,2012,907
14,11,2012,923
14,12,2012,925
15,1,2012,11710
15,2,2012,10381
15,3,2012,11394
15,4,2012,11474
15,5,2012,11646
15,6,2012,10913
15,7,2012,11295
15,8,2012,11709
15,9,2012,11688
15,10,2012,12095
15,11,2012,11735
15,12,2012,11797
16,1,2012,1309
16,2,2012,1171
16,3,2012,1207
16,4,2012,1149
16,5,2012,1230
16,6,2012,1104
16,7,2012,1235
16,8,2012,1214
16,9,2012,1281
16,10,2012,1395
16,11,2012,1364
16,12,2012,1236
17,1,2012,1903
17,2,2012,1796
17,3,2012,2126
17,4,2012,2200
17,5,2012,2109
17,6,2012,2053
17,7,2012,2053
17,8,2012,2101
17,9,2012,2007
17,10,2012,2121
17,11,2012,2011
17,12,2012,1915
21,1,2012,9758
21,2,2012,8914
21,3,2012,9629
21,4,2012,9229
21,5,2012,9876
21,6,2012,9366
21,7,2012,9944
21,8,2012,9890
21,9,2012,10043
21,10,2012,10139
21,11,2012,9742
21,12,2012,9509
22,1,2012,4107
22,2,2012,3740
22,3,2012,4083
22,4,2012,4107
22,5,2012,4112
22,6,2012,3787
22,7,2012,4004
22,8,2012,3975
22,9,2012,4097
22,10,2012,4038
22,11,2012,3963
22,12,2012,3949
23,1,2012,10821
23,2,2012,10006
23,3,2012,11147
23,4,2012,10875
23,5,2012,11278
23,6,2012,10384
23,7,2012,10591
23,8,2012,10239
23,9,2012,10742
23,10,2012,10404
23,11,2012,10340
23,12,2012,10041
24,1,2012,3771
24,2,2012,3891
24,3,2012,4207
24,4,2012,4092
24,5,2012,4082
24,6,2012,3946
24,7,2012,4125
24,8,2012,3847
24,9,2012,3658
24,10,2012,3831
24,11,2012,3760
24,12,2012,3783
25,1,2012,4637
25,2,2012,4599
25,3,2012,5201
25,4,2012,4830
25,5,2012,5204
25,6,2012,4689
25,7,2012,4829
25,8,2012,4529
25,9,2012,4675
25,10,2012,4673
25,11,2012,4486
25,12,2012,4418
26,1,2012,11317
26,2,2012,11424
26,3,2012,12885
26,4,2012,11968
26,5,2012,13017
26,6,2012,12032
26,7,2012,11749
26,8,2012,11547
26,9,2012,11327
26,10,2012,11600
26,11,2012,11183
26,12,2012,11333
27,1,2012,4217
27,2,2012,4276
27,3,2012,4775
27,4,2012,4547
27,5,2012,4904
27,6,2012,4449
27,7,2012,4526
27,8,2012,4086
27,9,2012,4355
27,10,2012,4321
27,11,2012,3953
27,12,2012,4101
28,1,2012,2611
28,2,2012,2830
28,3,2012,3177
28,4,2012,3046
28,5,2012,3197
28,6,2012,2888
28,7,2012,2894
28,8,2012,2719
28,9,2012,2604
28,10,2012,2749
28,11,2012,2717
28,12,2012,2676
29,1,2012,16696
29,2,2012,17067
29,3,2012,20084
29,4,2012,18400
29,5,2012,19283
29,6,2012,18269
29,7,2012,17506
29,8,2012,17060
29,9,2012,16593
29,10,2012,16471
29,11,2012,16175
29,12,2012,16395
31,1,2012,21255
31,2,2012,21581
31,3,2012,24427
31,4,2012,22826
31,5,2012,23184
31,6,2012,21390
31,7,2012,21696
31,8,2012,21127
31,9,2012,20961
31,10,2012,21186
31,11,2012,20184
31,12,2012,20727
32,1,2012,4152
32,2,2012,4306
32,3,2012,5019
32,4,2012,4531
32,5,2012,4844
32,6,2012,4426
32,7,2012,4532
32,8,2012,4226
32,9,2012,4110
32,10,2012,4240
32,11,2012,4278
32,12,2012,4171
33,1,2012,18153
33,2,2012,18433
33,3,2012,21297
33,4,2012,19451
33,5,2012,19858
33,6,2012,18739
33,7,2012,18757
33,8,2012,18014
33,9,2012,17788
33,10,2012,18057
33,11,2012,16695
33,12,2012,17617
35,1,2012,50872
35,2,2012,52069
35,3,2012,58703
35,4,2012,53014
35,5,2012,54630
35,6,2012,50647
35,7,2012,51203
35,8,2012,50290
35,9,2012,49775
35,10,2012,50360
35,11,2012,45837
35,12,2012,49208
41,1,2012,12912
41,2,2012,12719
41,3,2012,14422
41,4,2012,12957
41,5,2012,13474
41,6,2012,12830
41,7,2012,12998
41,8,2012,12718
41,9,2012,12267
41,10,2012,12506
41,11,2012,11632
41,12,2012,12510
42,1,2012,7527
42,2,2012,7396
42,3,2012,8247
42,4,2012,7544
42,5,2012,8008
42,6,2012,7684
42,7,2012,7460
42,8,2012,7405
42,9,2012,7072
42,10,2012,7013
42,11,2012,6487
42,12,2012,6929
43,1,2012,11834
43,2,2012,11659
43,3,2012,12546
43,4,2012,11872
43,5,2012,12338
43,6,2012,11667
43,7,2012,11771
43,8,2012,11673
43,9,2012,11184
43,10,2012,11127
43,11,2012,10182
43,12,2012,11088
50,1,2012,3545
50,2,2012,3716
50,3,2012,4022
50,4,2012,3645
50,5,2012,3764
50,6,2012,3448
50,7,2012,3537
50,8,2012,3481
50,9,2012,3295
50,10,2012,3460
50,11,2012,3012
50,12,2012,3327
51,1,2012,4138
51,2,2012,4147
51,3,2012,4605
51,4,2012,4341
51,5,2012,4544
51,6,2012,4101
51,7,2012,4367
51,8,2012,4213
51,9,2012,4286
51,10,2012,4314
51,11,2012,3952
51,12,2012,4248
52,1,2012,7542
52,2,2012,7549
52,3,2012,8505
52,4,2012,7877
52,5,2012,8190
52,6,2012,7552
52,7,2012,7774
52,8,2012,7767
52,9,2012,7464
52,10,2012,8011
52,11,2012,7491
52,12,2012,7552
53,1,2012,3616
53,2,2012,3559
53,3,2012,3871
53,4,2012,3669
53,5,2012,3731
53,6,2012,3570
53,7,2012,3555
53,8,2012,3722
53,9,2012,3574
53,10,2012,3609
53,11,2012,3510
53,12,2012,3511
