locId,month,year,numInfant
11,1,2016,2186
11,2,2016,2156
11,3,2016,2325
11,4,2016,2348
11,5,2016,2332
11,6,2016,2263
11,7,2016,2178
11,8,2016,2115
11,9,2016,2333
11,10,2016,2184
11,11,2016,2042
11,12,2016,2140
12,1,2016,1394
12,2,2016,1369
12,3,2016,1336
12,4,2016,1383
12,5,2016,1338
12,6,2016,1273
12,7,2016,1288
12,8,2016,1297
12,9,2016,1370
12,10,2016,1292
12,11,2016,1197
12,12,2016,1236
13,1,2016,6767
13,2,2016,6245
13,3,2016,6523
13,4,2016,6237
13,5,2016,6308
13,6,2016,6064
13,7,2016,6311
13,8,2016,6572
13,9,2016,6508
13,10,2016,6404
13,11,2016,6319
13,12,2016,6445
14,1,2016,1012
14,2,2016,933
14,3,2016,957
14,4,2016,850
14,5,2016,914
14,6,2016,837
14,7,2016,863
14,8,2016,988
14,9,2016,1015
14,10,2016,1051
14,11,2016,966
14,12,2016,990
15,1,2016,11628
15,2,2016,10910
15,3,2016,11515
15,4,2016,11681
15,5,2016,11708
15,6,2016,11454
15,7,2016,11401
15,8,2016,11725
15,9,2016,11815
15,10,2016,11614
15,11,2016,11003
15,12,2016,11227
16,1,2016,1306
16,2,2016,1222
16,3,2016,1319
16,4,2016,1221
16,5,2016,1217
16,6,2016,1308
16,7,2016,1344
16,8,2016,1322
16,9,2016,1382
16,10,2016,1321
16,11,2016,1291
16,12,2016,1268
17,1,2016,1888
17,2,2016,1913
17,3,2016,2124
17,4,2016,2164
17,5,2016,2189
17,6,2016,2072
17,7,2016,2007
17,8,2016,2001
17,9,2016,1964
17,10,2016,1975
17,11,2016,1809
17,12,2016,1764
21,1,2016,9239
21,2,2016,8564
21,3,2016,9494
21,4,2016,9646
21,5,2016,9950
21,6,2016,9460
21,7,2016,9632
21,8,2016,9557
21,9,2016,9557
21,10,2016,9119
21,11,2016,8158
21,12,2016,8117
22,1,2016,3865
22,2,2016,3789
22,3,2016,4189
22,4,2016,4155
22,5,2016,4311
22,6,2016,4075
22,7,2016,4009
22,8,2016,3833
22,9,2016,3899
22,10,2016,3771
22,11,2016,3541
22,12,2016,3549
23,1,2016,10518
23,2,2016,9946
23,3,2016,11308
23,4,2016,11387
23,5,2016,11404
23,6,2016,11208
23,7,2016,11174
23,8,2016,10494
23,9,2016,9966
23,10,2016,10004
23,11,2016,9153
23,12,2016,9684
24,1,2016,3816
24,2,2016,3708
24,3,2016,4247
24,4,2016,4157
24,5,2016,4352
24,6,2016,3984
24,7,2016,3990
24,8,2016,3783
24,9,2016,3632
24,10,2016,3381
24,11,2016,3120
24,12,2016,3196
25,1,2016,4672
25,2,2016,4628
25,3,2016,5425
25,4,2016,5206
25,5,2016,5357
25,6,2016,4885
25,7,2016,5100
25,8,2016,4661
25,9,2016,4355
25,10,2016,4203
25,11,2016,3706
25,12,2016,3885
26,1,2016,10945
26,2,2016,11027
26,3,2016,12791
