locId,month,year,numInfant
11,1,2000,2458
11,2,2000,2424
11,3,2000,2644
11,4,2000,2605
11,5,2000,2778
11,6,2000,2611
11,7,2000,2696
11,8,2000,2666
11,9,2000,2691
11,10,2000,2800
11,11,2000,2480
11,12,2000,2454
12,1,2000,1247
12,2,2000,1262
12,3,2000,1289
12,4,2000,1277
12,5,2000,1428
12,6,2000,1258
12,7,2000,1224
12,8,2000,1328
12,9,2000,1276
12,10,2000,1282
12,11,2000,1274
12,12,2000,1083
13,1,2000,5671
13,2,2000,5320
13,3,2000,5828
13,4,2000,5452
13,5,2000,5584
13,6,2000,5353
13,7,2000,5595
13,8,2000,5733
13,9,2000,5929
13,10,2000,6096
13,11,2000,5723
13,12,2000,5362
14,1,2000,803
14,2,2000,824
14,3,2000,869
14,4,2000,813
14,5,2000,828
14,6,2000,780
14,7,2000,786
14,8,2000,767
14,9,2000,838
14,10,2000,823
14,11,2000,790
14,12,2000,823
15,1,2000,9347
15,2,2000,9403
15,3,2000,10409
15,4,2000,10520
15,5,2000,11248
15,6,2000,10973
15,7,2000,10823
15,8,2000,11537
15,9,2000,11548
15,10,2000,11256
15,11,2000,9882
15,12,2000,9394
16,1,2000,1236
16,2,2000,1148
16,3,2000,1200
16,4,2000,1157
16,5,2000,1135
16,6,2000,1089
16,7,2000,1077
16,8,2000,1216
16,9,2000,1304
16,10,2000,1325
16,11,2000,1151
16,12,2000,1200
17,1,2000,2116
17,2,2000,2045
17,3,2000,2419
17,4,2000,2416
17,5,2000,2411
17,6,2000,2265
17,7,2000,2275
17,8,2000,2338
17,9,2000,2352
17,10,2000,2188
17,11,2000,1793
17,12,2000,1587
21,1,2000,8229
21,2,2000,7828
21,3,2000,8459
21,4,2000,7651
21,5,2000,8596
21,6,2000,8698
21,7,2000,9083
21,8,2000,9041
21,9,2000,8822
21,10,2000,8645
21,11,2000,8203
21,12,2000,7556
22,1,2000,4780
22,2,2000,4611
22,3,2000,4985
22,4,2000,5126
22,5,2000,5159
22,6,2000,4754
22,7,2000,4925
22,8,2000,4956
22,9,2000,5105
22,10,2000,5065
22,11,2000,4658
22,12,2000,4491
23,1,2000,12100
23,2,2000,11245
23,3,2000,12305
23,4,2000,12792
23,5,2000,13411
23,6,2000,12401
23,7,2000,12513
23,8,2000,12466
23,9,2000,12160
23,10,2000,11500
23,11,2000,10169
23,12,2000,10331
24,1,2000,4797
24,2,2000,4528
24,3,2000,5182
24,4,2000,4991
24,5,2000,5096
24,6,2000,4652
24,7,2000,4955
24,8,2000,4870
24,9,2000,4821
24,10,2000,4741
24,11,2000,4221
24,12,2000,3590
25,1,2000,4760
25,2,2000,4531
25,3,2000,5503
25,4,2000,5326
25,5,2000,5522
25,6,2000,5184
25,7,2000,4865
25,8,2000,4758
25,9,2000,4781
25,10,2000,4657
25,11,2000,4276
25,12,2000,3264
26,1,2000,13279
26,2,2000,13013
26,3,2000,14618
26,4,2000,14612
26,5,2000,15156
26,6,2000,14255
26,7,2000,13849
26,8,2000,13378
26,9,2000,13325
26,10,2000,13272
26,11,2000,12227
26,12,2000,12421
27,1,2000,5455
27,2,2000,4976
27,3,2000,5674
27,4,2000,5663
27,5,2000,6384
27,6,2000,5634
27,7,2000,5833
27,8,2000,5406
27,9,2000,5122
27,10,2000,5393
27,11,2000,5116
27,12,2000,5107
28,1,2000,3045
28,2,2000,3189
28,3,2000,3648
28,4,2000,3643
28,5,2000,4006
28,6,2000,3733
28,7,2000,3641
28,8,2000,3442
28,9,2000,3296
28,10,2000,3079
28,11,2000,2917
28,12,2000,3077
29,1,2000,19438
29,2,2000,19280
29,3,2000,22268
29,4,2000,20737
29,5,2000,22538
29,6,2000,21189
29,7,2000,20547
29,8,2000,20145
29,9,2000,19672
29,10,2000,18933
29,11,2000,17345
29,12,2000,17438
31,1,2000,24681
31,2,2000,25344
31,3,2000,26482
31,4,2000,25824
31,5,2000,27093
31,6,2000,25753
31,7,2000,25791
31,8,2000,25722
31,9,2000,24417
31,10,2000,23934
31,11,2000,22681
31,12,2000,23236
32,1,2000,4762
32,2,2000,4999
32,3,2000,5303
32,4,2000,5053
32,5,2000,5456
32,6,2000,5126
32,7,2000,5190
32,8,2000,4875
32,9,2000,4601
32,10,2000,4452
32,11,2000,4247
32,12,2000,4316
33,1,2000,20225
33,2,2000,22722
33,3,2000,23858
33,4,2000,22641
33,5,2000,23970
33,6,2000,22069
33,7,2000,22605
33,8,2000,22226
33,9,2000,20474
33,10,2000,19662
33,11,2000,18969
33,12,2000,19697
35,1,2000,56917
35,2,2000,59706
35,3,2000,64383
35,4,2000,59683
35,5,2000,61477
35,6,2000,57024
35,7,2000,57963
35,8,2000,57603
35,9,2000,55927
35,10,2000,53462
35,11,2000,51168
35,12,2000,52466
41,1,2000,15125
41,2,2000,15439
41,3,2000,16019
41,4,2000,15005
41,5,2000,15880
41,6,2000,14934
41,7,2000,15321
41,8,2000,15433
41,9,2000,15078
41,10,2000,14196
41,11,2000,13253
41,12,2000,13779
42,1,2000,7789
42,2,2000,8016
42,3,2000,8744
42,4,2000,8032
42,5,2000,8254
42,6,2000,7894
42,7,2000,8350
42,8,2000,8028
42,9,2000,7868
42,10,2000,7439
42,11,2000,7094
42,12,2000,7320
43,1,2000,15437
43,2,2000,14990
43,3,2000,15915
43,4,2000,15114
43,5,2000,15288
43,6,2000,14704
43,7,2000,14902
43,8,2000,14926
43,9,2000,14108
43,10,2000,14112
43,11,2000,13131
43,12,2000,14092
50,1,2000,3424
50,2,2000,3440
50,3,2000,3844
50,4,2000,3572
50,5,2000,3710
50,6,2000,3326
50,7,2000,3357
50,8,2000,3455
50,9,2000,3301
50,10,2000,2984
50,11,2000,2979
50,12,2000,3098
51,1,2000,3981
51,2,2000,4113
51,3,2000,4507
51,4,2000,4235
51,5,2000,4543
51,6,2000,4135
51,7,2000,4184
51,8,2000,4254
51,9,2000,4170
51,10,2000,4041
51,11,2000,3646
51,12,2000,3669
52,1,2000,7963
52,2,2000,7854
52,3,2000,8480
52,4,2000,8140
52,5,2000,8361
52,6,2000,7675
52,7,2000,8049
52,8,2000,7859
52,9,2000,7860
52,10,2000,7827
52,11,2000,7198
52,12,2000,7480
53,1,2000,4074
53,2,2000,3940
53,3,2000,4222
53,4,2000,4064
53,5,2000,4352
53,6,2000,4135
53,7,2000,4067
53,8,2000,3900
53,9,2000,3920
53,10,2000,3858
53,11,2000,3705
53,12,2000,3754
