locId,month,year,numInfant
11,1,2020,2191
11,2,2020,2018
11,3,2020,2167
11,4,2020,2290
11,5,2020,2321
11,6,2020,2089
11,7,2020,2137
11,8,2020,2251
11,9,2020,2152
11,10,2020,2100
11,11,2020,2009
11,12,2020,2073
12,1,2020,1244
12,2,2020,1163
12,3,2020,1279
12,4,2020,1304
12,5,2020,1340
12,6,2020,1218
12,7,2020,1321
12,8,2020,1283
12,9,2020,1291
12,10,2020,1248
12,11,2020,1153
12,12,2020,1298
13,1,2020,6458
13,2,2020,6226
13,3,2020,6576
13,4,2020,6055
13,5,2020,6292
13,6,2020,6018
13,7,2020,6432
13,8,2020,6414
13,9,2020,6471
13,10,2020,6455
13,11,2020,6083
13,12,2020,6155
14,1,2020,1219
14,2,2020,1171
14,3,2020,1262
14,4,2020,1085
14,5,2020,1148
14,6,2020,1050
14,7,2020,1097
14,8,2020,1093
14,9,2020,1120
14,10,2020,1187
14,11,2020,1147
14,12,2020,1181
15,1,2020,11168
15,2,2020,10110
15,3,2020,11081
15,4,2020,11169
15,5,2020,11201
15,6,2020,10722
15,7,2020,11221
15,8,2020,11142
15,9,2020,11450
15,10,2020,11639
15,11,2020,10797
15,12,2020,11238
16,1,2020,1254
16,2,2020,1216
16,3,2020,1212
16,4,2020,1167
16,5,2020,1219
16,6,2020,1194
16,7,2020,1201
16,8,2020,1196
16,9,2020,1275
16,10,2020,1347
16,11,2020,1124
16,12,2020,1228
17,1,2020,1842
17,2,2020,1778
17,3,2020,2029
17,4,2020,2215
17,5,2020,2149
17,6,2020,2089
17,7,2020,2041
17,8,2020,2001
17,9,2020,1906
17,10,2020,1926
17,11,2020,1829
17,12,2020,1924
21,1,2020,8834
21,2,2020,7921
21,3,2020,8967
21,4,2020,8843
21,5,2020,9233
21,6,2020,8913
21,7,2020,9062
21,8,2020,9116
21,9,2020,9324
21,10,2020,8985
21,11,2020,8473
21,12,2020,8408
22,1,2020,3776
22,2,2020,3500
22,3,2020,3870
22,4,2020,3865
22,5,2020,4168
22,6,2020,3719
22,7,2020,3681
22,8,2020,3772
22,9,2020,3772
22,10,2020,3869
22,11,2020,3627
22,12,2020,3610
23,1,2020,10416
23,2,2020,9656
23,3,2020,10902
23,4,2020,10737
23,5,2020,10950
23,6,2020,10368
23,7,2020,10323
23,8,2020,10032
23,9,2020,9998
23,10,2020,9425
23,11,2020,9468
23,12,2020,9629
24,1,2020,3487
24,2,2020,3395
24,3,2020,3903
24,4,2020,3870
24,5,2020,3875
24,6,2020,3777
24,7,2020,3859
24,8,2020,3565
24,9,2020,3645
24,10,2020,3405
24,11,2020,3308
24,12,2020,3442
25,1,2020,4379
25,2,2020,4361
25,3,2020,5052
25,4,2020,5001
25,5,2020,5106
25,6,2020,4899
25,7,2020,4970
25,8,2020,4501
25,9,2020,4765
25,10,2020,4577
25,11,2020,4402
25,12,2020,4366
26,1,2020,10429
26,2,2020,9978
26,3,2020,11537
26,4,2020,11447
26,5,2020,11987
26,6,2020,11160
26,7,2020,11139
26,8,2020,10411
26,9,2020,10759
26,10,2020,10265
26,11,2020,9631
26,12,2020,9738
27,1,2020,3803
27,2,2020,3598
27,3,2020,4308
27,4,2020,4269
27,5,2020,4525
27,6,2020,4065
27,7,2020,4250
27,8,2020,3939
27,9,2020,4003
27,10,2020,4100
27,11,2020,3700
27,12,2020,3781
28,1,2020,2518
28,2,2020,2463
28,3,2020,3060
28,4,2020,2947
28,5,2020,3009
28,6,2020,2753
28,7,2020,2841
28,8,2020,2572
28,9,2020,2565
28,10,2020,2484
28,11,2020,2265
28,12,2020,2307
29,1,2020,15362
29,2,2020,14887
29,3,2020,17476
29,4,2020,17001
29,5,2020,17611
29,6,2020,16370
29,7,2020,16324
29,8,2020,15226
29,9,2020,15405
29,10,2020,15040
29,11,2020,14063
29,12,2020,14195
31,1,2020,20516
31,2,2020,20235
31,3,2020,22956
31,4,2020,22832
31,5,2020,22349
31,6,2020,20506
31,7,2020,20861
31,8,2020,19578
31,9,2020,20068
31,10,2020,19065
31,11,2020,18458
31,12,2020,19774
32,1,2020,4427
32,2,2020,4351
32,3,2020,4970
32,4,2020,4786
32,5,2020,4973
32,6,2020,4617
32,7,2020,4568
32,8,2020,4352
32,9,2020,4418
32,10,2020,4033
32,11,2020,4075
32,12,2020,4197
33,1,2020,17266
33,2,2020,16351
33,3,2020,18379
33,4,2020,17948
33,5,2020,18104
33,6,2020,16637
33,7,2020,16728
33,8,2020,16128
33,9,2020,15983
33,10,2020,14960
33,11,2020,14815
33,12,2020,15825
35,1,2020,47864
35,2,2020,45902
35,3,2020,51035
35,4,2020,49464
35,5,2020,49523
35,6,2020,45933
35,7,2020,46126
35,8,2020,43897
35,9,2020,45152
35,10,2020,42106
35,11,2020,41711
35,12,2020,43597
41,1,2020,12711
41,2,2020,12257
41,3,2020,13279
41,4,2020,13104
41,5,2020,13094
41,6,2020,11999
41,7,2020,12158
41,8,2020,11580
41,9,2020,11938
41,10,2020,11285
41,11,2020,10929
41,12,2020,11957
42,1,2020,8406
42,2,2020,7911
42,3,2020,8743
42,4,2020,8460
42,5,2020,8676
42,6,2020,8279
42,7,2020,8334
42,8,2020,7853
42,9,2020,8116
42,10,2020,7617
42,11,2020,7571
42,12,2020,7950
43,1,2020,11637
43,2,2020,11087
43,3,2020,11795
43,4,2020,11433
43,5,2020,11668
43,6,2020,10873
43,7,2020,10821
43,8,2020,10466
43,9,2020,10633
43,10,2020,10130
43,11,2020,9822
43,12,2020,10377
50,1,2020,3654
50,2,2020,3441
50,3,2020,3869
50,4,2020,3882
50,5,2020,3804
50,6,2020,3480
50,7,2020,3499
50,8,2020,3278
50,9,2020,3422
50,10,2020,3232
50,11,2020,2581
50,12,2020,3166
51,1,2020,4805
51,2,2020,4520
51,3,2020,5204
51,4,2020,5099
51,5,2020,5120
51,6,2020,4635
51,7,2020,4808
51,8,2020,4695
51,9,2020,4773
51,10,2020,4432
51,11,2020,4408
51,12,2020,4538
52,1,2020,7834
52,2,2020,7392
52,3,2020,8553
52,4,2020,8366
52,5,2020,8177
52,6,2020,7660
52,7,2020,7833
52,8,2020,7388
52,9,2020,7658
52,10,2020,7374
52,11,2020,7062
52,12,2020,7471
53,1,2020,3364
53,2,2020,3183
53,3,2020,3727
53,4,2020,3449
53,5,2020,3447
53,6,2020,3247
53,7,2020,3267
53,8,2020,3209
53,9,2020,3324
53,10,2020,3209
53,11,2020,2986
53,12,2020,2949
