locId,month,year,numInfant
11,1,1996,2486
11,2,1996,2494
11,3,1996,2768
11,4,1996,2707
11,5,1996,2799
11,6,1996,2710
11,7,1996,2623
11,8,1996,2790
11,9,1996,2851
11,10,1996,2772
11,11,1996,2674
11,12,1996,2548
11,NA,1996,11
12,1,1996,1236
12,2,1996,1131
12,3,1996,1277
12,4,1996,1310
12,5,1996,1301
12,6,1996,1249
12,7,1996,1120
12,8,1996,1196
12,9,1996,1162
12,10,1996,1110
12,11,1996,1109
12,12,1996,1035
13,1,1996,3894
13,2,1996,3851
13,3,1996,4332
13,4,1996,3918
13,5,1996,4096
13,6,1996,3670
13,7,1996,4170
13,8,1996,4353
13,9,1996,4473
13,10,1996,4584
13,11,1996,3985
13,12,1996,3784
13,NA,1996,2
14,1,1996,557
14,2,1996,558
14,3,1996,655
14,4,1996,615
14,5,1996,569
14,6,1996,569
14,7,1996,586
14,8,1996,590
14,9,1996,656
14,10,1996,776
14,11,1996,625
14,12,1996,620
14,NA,1996,2
15,1,1996,7818
15,2,1996,7127
15,3,1996,8310
15,4,1996,8255
15,5,1996,8495
15,6,1996,7896
15,7,1996,8874
15,8,1996,8919
15,9,1996,9011
15,10,1996,8622
15,11,1996,8054
15,12,1996,7782
15,NA,1996,10
16,1,1996,1100
16,2,1996,1017
16,3,1996,1147
16,4,1996,1151
16,5,1996,1252
16,6,1996,1116
16,7,1996,1150
16,8,1996,1201
16,9,1996,1267
16,10,1996,1258
16,11,1996,1157
16,12,1996,1211
16,NA,1996,6
17,1,1996,1805
17,2,1996,1650
17,3,1996,2131
17,4,1996,2126
17,5,1996,2192
17,6,1996,2017
17,7,1996,1945
17,8,1996,2202
17,9,1996,2187
17,10,1996,2021
17,11,1996,2007
17,12,1996,1783
17,NA,1996,20
21,1,1996,4395
21,2,1996,3629
21,3,1996,4502
21,4,1996,4370
21,5,1996,5196
21,6,1996,5100
21,7,1996,5153
21,8,1996,5569
21,9,1996,5784
21,10,1996,5764
21,11,1996,5956
21,12,1996,5621
21,NA,1996,17
22,1,1996,3175
22,2,1996,2818
22,3,1996,3254
22,4,1996,3076
22,5,1996,3390
22,6,1996,3245
22,7,1996,3194
22,8,1996,3409
22,9,1996,3615
22,10,1996,3516
22,11,1996,3114
22,12,1996,3307
22,NA,1996,29
23,1,1996,9552
23,2,1996,9273
23,3,1996,10154
23,4,1996,10259
23,5,1996,9580
23,6,1996,10232
23,7,1996,9631
23,8,1996,10067
23,9,1996,10207
23,10,1996,9877
23,11,1996,9559
23,12,1996,8827
23,NA,1996,46
24,1,1996,4608
24,2,1996,4496
24,3,1996,5292
24,4,1996,5062
24,5,1996,5284
24,6,1996,4921
24,7,1996,5101
24,8,1996,4956
24,9,1996,4839
24,10,1996,4648
24,11,1996,4239
24,12,1996,4282
24,NA,1996,16
25,1,1996,3878
25,2,1996,3722
25,3,1996,4453
25,4,1996,4073
25,5,1996,4486
25,6,1996,4379
25,7,1996,4585
25,8,1996,4373
25,9,1996,4222
25,10,1996,4135
25,11,1996,3883
25,12,1996,3890
25,NA,1996,36
26,1,1996,12830
26,2,1996,12103
26,3,1996,14400
26,4,1996,13723
26,5,1996,14252
26,6,1996,13427
26,7,1996,13439
26,8,1996,12946
26,9,1996,12721
26,10,1996,12747
26,11,1996,12163
26,12,1996,11654
26,NA,1996,104
27,1,1996,4841
27,2,1996,4541
27,3,1996,5691
27,4,1996,5829
27,5,1996,6126
27,6,1996,5831
27,7,1996,5707
27,8,1996,5701
27,9,1996,5271
27,10,1996,5438
27,11,1996,5300
27,12,1996,4898
27,NA,1996,51
28,1,1996,3232
28,2,1996,3211
28,3,1996,3803
28,4,1996,3937
28,5,1996,3958
28,6,1996,3753
28,7,1996,3531
28,8,1996,3463
28,9,1996,3438
28,10,1996,3410
28,11,1996,3051
28,12,1996,3250
28,NA,1996,18
29,1,1996,16144
29,2,1996,14906
29,3,1996,18488
29,4,1996,18335
29,5,1996,19040
29,6,1996,17957
29,7,1996,16735
29,8,1996,14660
29,9,1996,15177
29,10,1996,16382
29,11,1996,15115
29,12,1996,15104
29,NA,1996,210
31,1,1996,14140
31,2,1996,13587
31,3,1996,15640
31,4,1996,14979
31,5,1996,15264
31,6,1996,14583
31,7,1996,15504
31,8,1996,15106
31,9,1996,15308
31,10,1996,14430
31,11,1996,13374
31,12,1996,13620
31,NA,1996,408
32,1,1996,4516
32,2,1996,4334
32,3,1996,5288
32,4,1996,4840
32,5,1996,5236
32,6,1996,5191
32,7,1996,5149
32,8,1996,4580
32,9,1996,4372
32,10,1996,4160
32,11,1996,3913
32,12,1996,4059
32,NA,1996,4
33,1,1996,23783
33,2,1996,23026
33,3,1996,25378
33,4,1996,23423
33,5,1996,24082
33,6,1996,23058
33,7,1996,22766
33,8,1996,21862
33,9,1996,21733
33,10,1996,19861
33,11,1996,18446
33,12,1996,21073
33,NA,1996,58
35,1,1996,1834
35,2,1996,1751
35,3,1996,2119
35,4,1996,2211
35,5,1996,2727
35,6,1996,3080
35,7,1996,3793
35,8,1996,4380
35,9,1996,5584
35,10,1996,7024
35,11,1996,10239
