variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.8523588999999999,0.8761702499999999,0.8877365,0.8988497499999999,0.9218111,1.0016056038505956,5308.809872718691,8615.341655548855,2000,0,2000,S0
"S0[101,1]",0.84484805,0.870832,0.8837315,0.89585175,0.9212958249999998,1.0016674566129988,5519.701459199676,8334.420089440155,2001,0,2001,S0
"S0[102,1]",0.75930535,0.8020579999999999,0.8293175,0.8575442500000001,0.9034767499999999,1.0007281825839145,7835.398826493227,10211.65104319091,2002,0,2002,S0
"S0[103,1]",0.85905365,0.89090875,0.912811,0.93455525,0.960471,1.0002676441043985,7603.055644780298,10089.561764446926,2003,0,2003,S0
"S0[104,1]",0.83009585,0.86836325,0.883332,0.8968982499999999,0.92131855,1.0003206987522804,7677.6906779356095,9342.184637896387,2004,0,2004,S0
"S0[105,1]",0.5854199,0.6408175,0.6702195,0.69986275,0.757721325,1.0009787199928057,6379.382198719416,9085.160451410115,2005,0,2005,S0
"S0[106,1]",0.777194575,0.8270035,0.8561185,0.8854302500000001,0.9204045,1.0029952509375424,5006.025998830735,9118.241919359461,2006,0,2006,S0
"S0[107,1]",0.6886438,0.736306,0.7651645,0.7948545,0.8350253000000001,1.0025133284446048,5724.779418163885,10348.841889066682,2007,0,2007,S0
"S0[108,1]",0.799530375,0.84980675,0.8837725000000001,0.91273375,0.95182705,1.0005146279802437,9331.864987066441,9184.699943813983,2008,0,2008,S0
"S0[109,1]",0.967179975,0.977543,0.9825805000000001,0.9870212500000001,0.992912,1.0005743990375868,8733.8664719105709,9568.628476572863,2009,0,2009,S0
"S0[110,1]",0.8243628249999999,0.8737217500000001,0.896579,0.9161092500000001,0.94486805,1.00030468484053,7129.816583455433,7338.974348779525,2010,0,2010,S0
"S0[111,1]",0.86103225,0.90184,0.920203,0.9357775,0.95819135,1.0000583089978015,7385.093771260585,7410.678685518603,2011,0,2011,S0
"S0[112,1]",0.741905325,0.8148839999999999,0.8480215,0.87624,0.9194269749999999,1.0011204804472822,5928.786342153949,8374.961632341723,2012,0,2012,S0
"S0[113,1]",0.93659175,0.953583,0.9610125,0.96788825,0.9791810249999999,1.0007138424399495,7340.236929613938,9325.460002278509,2013,0,2013,S0
"S0[114,1]",0.7901342499999999,0.8575425,0.8893225,0.92977,0.9807190499999999,1.0002394958443226,9805.0115590585,10550.678458681612,2014,0,2014,S0
"S0[99,2]",0.7159135,0.75826025,0.7816255,0.8042417499999999,0.8528353750000001,1.001731452550795,5556.730793861003,9101.184697372251,1999,1,2000,S0
"S0[100,2]",0.72041865,0.76297175,0.7843835,0.80483025,0.8490532499999999,1.0016659363253346,5359.010551941333,8450.935555260827,2000,1,2001,S0
"S0[101,2]",0.6587511,0.7068477500000001,0.73262,0.760054,0.8081377000000001,1.0005701619318428,8450.648780423706,9886.078075631289,2001,1,2002,S0
"S0[102,2]",0.6552940500000001,0.7144667499999999,0.7568245,0.80097075,0.8668851,1.0004582108761977,7685.997848014387,10250.353535225859,2002,1,2003,S0
"S0[103,2]",0.739285375,0.7825562500000001,0.8047925,0.8264757500000001,0.86391005,1.0002218531865672,8360.803279153166,10278.197825519474,2003,1,2004,S0
"S0[104,2]",0.4955038,0.557091,0.591113,0.624969,0.6938113499999999,1.0008554640305025,6302.6938263090315,8577.244410663327,2004,1,2005,S0
"S0[105,2]",0.504355675,0.54867175,0.5728375,0.5957405,0.640348225,1.0002519977311752,10855.686023232694,10550.99727709012,2005,1,2006,S0
"S0[106,2]",0.537971525,0.60926225,0.6546775,0.7034315,0.766645025,1.0028307737447826,5303.481700591408,9838.413663456153,2006,1,2007,S0
"S0[107,2]",0.59157965,0.64446875,0.6736415,0.7021335,0.75401935,1.0016317473425564,6511.939157476706,9736.454138115067,2007,1,2008,S0
"S0[108,2]",0.77492225,0.830948,0.8679645,0.900756,0.944789725,1.0005171835096438,9274.091308744028,8982.489926489492,2008,1,2009,S0
"S0[109,2]",0.8079746,0.8570552499999999,0.8801475,0.9004055,0.930642025,1.0002784051420366,6873.5121802392905,7496.667876726065,2009,1,2010,S0
"S0[110,2]",0.711214375,0.78773925,0.824911,0.85701025,0.905296,1.0002101121194713,7230.818272634796,7316.353044698907,2010,1,2011,S0
"S0[111,2]",0.67033185,0.741746,0.7773295,0.80789025,0.8584766749999999,1.00040671202503,6829.340366268728,8869.379912487888,2011,1,2012,S0
"S0[112,2]",0.697744025,0.776707,0.8144355,0.84755775,0.8997829749999999,1.0010753165833504,6064.2146748877585,8552.96798812434,2012,1,2013,S0
"S0[113,2]",0.7508459000000001,0.82180475,0.8560639999999999,0.89441125,0.9455662,1.0003352396282597,9342.535225806696,9752.275102283164,2013,1,2014,S0
"S0[98,3]",0.59298365,0.65106725,0.68318,0.71489325,0.7774271749999999,1.0012455511598102,5875.69512226563,9434.909909125505,1998,2,2000,S0
"S0[99,3]",0.6090741,0.6613132500000001,0.6914205,0.71986000000000006,0.7776363999999999,1.0018838725186214,5217.464063757108,8487.014596019784,1999,2,2001,S0
"S0[100,3]",0.570512525,0.622213,0.64969,0.6791692500000001,0.7358829499999999,1.0009404843492429,8081.843320543065,9425.441812769233,2000,2,2002,S0
"S0[101,3]",0.5677776,0.630985,0.6689365,0.70837075,0.77263555,1.000719566816597,8224.184882157604,10053.441778445394,2001,2,2003,S0
"S0[102,3]",0.56921185,0.62986625,0.6677679999999999,0.70610525,0.769160575,1.0002855339846906,8116.7494676308215,10165.880074196002,2002,2,2004,S0
"S0[103,3]",0.448262275,0.50559475,0.5372,0.5717099999999999,0.64206715,1.0008388827870878,7015.384557440444,10277.467919560704,2003,2,2005,S0
