variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.97070495,0.98432275,0.989681,0.993716,0.998359225,0.9993360534486199,5438.533034074585,5276.419752808418,2000,0,2000,S0
"S0[101,1]",0.939952075,0.9521837500000001,0.9574104999999999,0.9621377499999999,0.96977715,1.0001652164392303,5489.155127262714,5391.408140414511,2001,0,2001,S0
"S0[102,1]",0.9884259000000001,0.99071175,0.9917095,0.992554,0.993839025,1.000658301548308,5546.504433771499,5553.074641408747,2002,0,2002,S0
"S0[103,1]",0.9423638,0.9513965,0.9554015,0.9588695,0.96482935,1.0005520604927771,5403.552974633623,5110.694868911144,2003,0,2003,S0
"S0[104,1]",0.95549085,0.9635144999999999,0.967143,0.97025575,0.9751462,0.9998038728810398,5521.727117857659,5246.481090803954,2004,0,2004,S0
"S0[105,1]",0.964502675,0.970962,0.9740074999999999,0.976439,0.9804702,0.999625430964264,5530.201736398917,5552.332537931449,2005,0,2005,S0
"S0[106,1]",0.9354738,0.9485185,0.95437,0.9598592499999999,0.969000975,0.9999300297732804,5346.726832153224,5435.158623515086,2006,0,2006,S0
"S0[107,1]",0.9355571500000001,0.9485107500000001,0.9543900000000001,0.959802,0.9689125749999999,1.0015978487356676,5447.671256126034,5508.090288125694,2007,0,2007,S0
"S0[108,1]",0.9478779,0.9583900000000001,0.9631879999999999,0.967473,0.975015375,1.0017970817630897,5203.276692119188,5472.031060211843,2008,0,2008,S0
"S0[109,1]",0.878391825,0.898041,0.907798,0.9172067500000001,0.933458025,1.000370956134124,5313.119368899593,5429.180926698186,2009,0,2009,S0
"S0[110,1]",0.8869504500000001,0.909382,0.920268,0.9304265,0.9479725250000001,1.0000935487143816,5228.089607605956,4927.588930234928,2010,0,2010,S0
"S0[111,1]",0.929861725,0.944774,0.9514625,0.9576495,0.9690441500000001,1.0000340381257982,5233.1767178202,4890.988044552248,2011,0,2011,S0
"S0[112,1]",0.9097177750000001,0.9287664999999999,0.9381805,0.94714925,0.9612654500000001,0.9995896639065339,5457.663262066751,5178.713593028577,2012,0,2012,S0
"S0[113,1]",0.916245775,0.93454725,0.94309,0.95088025,0.964165925,0.9995355965738518,5420.767730127917,5388.708794656401,2013,0,2013,S0
"S0[114,1]",0.90933705,0.939863,0.9545859999999999,0.9683145,0.98759014999999994,1.0002219633706326,5643.321774043317,5317.561609017248,2014,0,2014,S0
"S0[99,2]",0.9480588,0.96534025,0.973259,0.97996675,0.98970235,0.9999286221295419,5299.812069799316,5586.0261277527725,1999,1,2000,S0
"S0[100,2]",0.92451635,0.9398747500000001,0.9464349999999999,0.952288,0.96151455,1.0006720388344545,5251.858434222182,5434.653250203167,2000,1,2001,S0
"S0[101,2]",0.9310273499999999,0.94379625,0.9492865,0.95423500000000006,0.962344375,1.0000985321067082,5313.773704795773,5340.395085053942,2001,1,2002,S0
"S0[102,2]",0.9320537,0.9427167499999999,0.9474665,0.951561,0.9583341249999999,1.00048498504971,5407.437595142369,5467.683577721961,2002,1,2003,S0
"S0[103,2]",0.9038409000000001,0.9175785000000001,0.9238165,0.929106,0.937971025,1.000019881522957,5392.370166372415,5351.263436764703,2003,1,2004,S0
"S0[104,2]",0.9219869,0.93559625,0.941968,0.947291,0.9559094,0.9998151846985257,5523.69281253475,5388.887255984831,2004,1,2005,S0
"S0[105,2]",0.90638975,0.9219202500000001,0.929359,0.9359395,0.9467392499999999,0.9995359079844156,5241.876280610708,5352.842552086967,2005,1,2006,S0
"S0[106,2]",0.87571325,0.899754,0.9108585,0.9209894999999999,0.9379962,1.000923245729755,5396.394521923552,5472.8837599378985,2006,1,2007,S0
"S0[107,2]",0.892404675,0.911028,0.919117,0.9266255000000001,0.9391330750000001,0.9999671209767206,5186.56735531974,5629.4388693204555,2007,1,2008,S0
"S0[108,2]",0.8339527250000001,0.860981,0.8739135,0.88694575,0.909224125,1.0008048544287402,5264.677008894311,5313.44358674623,2008,1,2009,S0
"S0[109,2]",0.785187525,0.81994775,0.835634,0.850066,0.876532175,0.9998977148129387,5160.735581967759,4774.655386189201,2009,1,2010,S0
"S0[110,2]",0.8260515999999999,0.8591487499999999,0.8754795,0.89085625,0.91840915,0.9998880678140726,5221.302532585141,4755.918152804171,2010,1,2011,S0
"S0[111,2]",0.85578825,0.880987,0.892776,0.90314,0.9209642250000001,0.9993533856626374,5233.545853761143,4683.040300982096,2011,1,2012,S0
