variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.975746525,0.98096525,0.9843255,0.9878804999999999,0.993571475,1.0004398831929044,5451.165392874541,5473.42929562714,2000,0,2000,S0
"S0[101,1]",0.9440931,0.9549590000000001,0.9627895,0.97086075,0.9844594,1.0001030483355549,5373.670778068316,5360.201643379987,2001,0,2001,S0
"S0[102,1]",0.93440965,0.9456579999999999,0.9510675,0.95665725,0.9693170249999999,1.0001682936323137,5071.619781714165,5276.795630727449,2002,0,2002,S0
"S0[103,1]",0.9635362749999999,0.97061175,0.9737009999999999,0.976894,0.983724825,1.0003037767464336,4991.406908706066,5200.180904277723,2003,0,2003,S0
"S0[104,1]",0.974829575,0.98098875,0.983812,0.9863155,0.9905001750000001,1.000084184382416,4736.96685606357,5352.83199877789,2004,0,2004,S0
"S0[105,1]",0.9392668,0.95283125,0.9595535,0.9655725000000001,0.9761002499999999,0.9998173845147093,4944.393941609936,5350.958883384897,2005,0,2005,S0
"S0[106,1]",0.930697875,0.9424367499999999,0.9477015,0.9522735,0.960623025,1.00039885919993,5374.479575385361,5388.459425454484,2006,0,2006,S0
"S0[107,1]",0.95738145,0.96448375,0.9675705,0.9705095,0.97573215,1.0002481954879776,5297.453334565971,5462.469777130444,2007,0,2007,S0
"S0[108,1]",0.998926,0.9993387499999999,0.9994935,0.999621,0.999789,1.0009408599279164,5180.295927573152,5297.313601494201,2008,0,2008,S0
"S0[109,1]",0.906974775,0.92399075,0.9321355,0.93973675,0.95252215,1.001223681009799,5113.683802338865,5191.410742692651,2009,0,2009,S0
"S0[110,1]",0.9266765,0.9409935,0.9477845,0.953724,0.9631423,1.0002052586811776,5501.59619484808,5426.758399347806,2010,0,2010,S0
"S0[111,1]",0.9750078999999999,0.9801559999999999,0.9824795,0.9844635,0.987730125,1.0003661482575348,5400.6090043987715,5349.322442367172,2011,0,2011,S0
"S0[112,1]",0.9732279,0.9775647500000001,0.9794514999999999,0.98112625,0.98391825,0.9992823138606817,5420.6015959594,5198.682458588667,2012,0,2012,S0
"S0[113,1]",0.8659404,0.8842805,0.892422,0.8999215,0.913284175,1.0001020250930432,5397.358347067953,5149.749426014414,2013,0,2013,S0
"S0[114,1]",0.9290535750000001,0.939533,0.9445855,0.94992725,0.9598531,1.0012574010565445,4960.618475509123,4817.938035550455,2014,0,2014,S0
"S0[99,2]",0.913180875,0.931249,0.941784,0.9530037500000001,0.9710546999999999,1.0009807902592427,5088.278078458403,5406.604241449798,1999,1,2000,S0
"S0[100,2]",0.921902725,0.9368757500000001,0.9477264999999999,0.9590315,0.9778836750000001,1.0002036518367938,5392.428228938559,5262.493520124964,2000,1,2001,S0
