variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.9932559750000001,0.995759,0.99673,0.997505,0.998608075,1.0008810987233219,5284.040173923104,5556.941040535527,2000,0,2000,S0
"S0[101,1]",0.992994925,0.99559,0.996537,0.99736,0.998499025,1.0005470612580805,5199.621910189387,4882.344847913113,2001,0,2001,S0
"S0[102,1]",0.9917659749999999,0.9943774999999999,0.9954270000000001,0.9963715,0.997768,1.0009827890459293,4842.122340324789,5067.90957523402,2002,0,2002,S0
"S0[103,1]",0.996728825,0.997896,0.9983465,0.998704,0.99922105,1.0010698891244982,4944.384284642527,5345.465107967141,2003,0,2003,S0
"S0[104,1]",0.993769475,0.99607275,0.996991,0.997746,0.9988140249999999,1.0000431045323108,5391.587171258461,5229.322980296394,2004,0,2004,S0
"S0[105,1]",0.99257965,0.995246,0.996261,0.9971535,0.99838425,0.9999965834617052,5289.925682693658,5261.757862239824,2005,0,2005,S0
"S0[106,1]",0.9956459750000001,0.99717875,0.9977715,0.998262,0.9989750249999999,1.000499167231778,5465.614308530263,5503.390249935132,2006,0,2006,S0
"S0[107,1]",0.991681825,0.99445675,0.995552,0.99646325,0.9978780500000001,1.000751858679672,5363.950935384381,5544.734619486148,2007,0,2007,S0
"S0[108,1]",0.99237885,0.9952385,0.996383,0.9973575,0.998879075,1.000490267568261,5316.230998912008,4787.185381168657,2008,0,2008,S0
"S0[109,1]",0.993498675,0.9959565,0.997044,0.997916,0.999095075,1.0001384941236708,5397.582175699851,5467.068140094564,2009,0,2009,S0
"S0[110,1]",0.99080795,0.993607,0.994649,0.99552,0.996936,1.0005412183943596,4976.720842832265,4486.4838593273425,2010,0,2010,S0
"S0[111,1]",0.996686925,0.99769775,0.9980825,0.99840725,0.998915025,1.0006176612957072,5146.428697756326,5010.039609505532,2011,0,2011,S0
"S0[112,1]",0.9965478499999999,0.997723,0.998171,0.998556,0.999111,1.0002896202536218,5243.109549502285,5409.371338158986,2012,0,2012,S0
"S0[113,1]",0.991608875,0.994232,0.9953185,0.996225,0.99761345,1.0001723991995666,5287.500994989216,4998.744251147504,2013,0,2013,S0
"S0[114,1]",0.9932816,0.9960277500000001,0.997041,0.997825,0.998922025,0.9996197596074964,5813.965924273162,5167.860775141022,2014,0,2014,S0
"S0[99,2]",0.987287675,0.991533,0.9931965,0.994644,0.9967830249999999,0.9993527255623282,5419.209585422167,4882.040919254877,1999,1,2000,S0
"S0[100,2]",0.98679655,0.991441,0.993233,0.9947475,0.996961175,1.0003981190693085,5211.723924301502,5432.8870078523805,2000,1,2001,S0
