variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[110,2]",0.698252425,0.759709,0.7841724999999999,0.8057380000000001,0.8412528249999999,1.0004184503112679,5063.65124195492,5386.553176850023,2010,1,2011,S0
"S0[111,2]",0.7901019499999999,0.82552725,0.8399840000000001,0.8527035000000001,0.87484335,1.0002420017494886,5119.380003244433,5307.784273027917,2011,1,2012,S0
"S0[112,2]",0.626582725,0.655024,0.670275,0.68936425,0.7504381,1.00029657198254,5393.900580821872,5380.950704194838,2012,1,2013,S0
"S0[113,2]",0.45672405,0.49624274999999995,0.5208685,0.552375,0.6237201250000001,0.9997836924946778,5929.92371452365,5779.753851979456,2013,1,2014,S0
"S0[98,3]",0.8164596749999999,0.8436764999999999,0.8568985,0.8695315,0.8925081749999999,1.000418001877269,5422.976570398961,5350.468268609211,1998,2,2000,S0
"S0[99,3]",0.830216,0.8555429999999999,0.8674029999999999,0.87896525,0.8991153249999999,1.0007936607216557,5255.789848118993,5441.6164385820075,1999,2,2001,S0
"S0[100,3]",0.8708164999999999,0.8871065,0.8947495000000001,0.9017552499999999,0.9150148999999999,1.0004677535374877,5013.181669937513,5332.525689527984,2000,2,2002,S0
"S0[101,3]",0.85251675,0.86957225,0.877958,0.885973,0.899723075,1.0002494454015547,5230.882849803018,5082.188030684595,2001,2,2003,S0
"S0[102,3]",0.895929575,0.9103495,0.917125,0.9237960000000001,0.9354144999999999,1.0001454911631866,5714.326549043193,5465.513851687099,2002,2,2004,S0
"S0[103,3]",0.8819536499999999,0.89943125,0.90703,0.9146197500000001,0.9278086999999999,0.9995877386892953,5522.43383264441,5424.730757735749,2003,2,2005,S0
"S0[104,3]",0.8637108499999999,0.8830512499999998,0.8917364999999999,0.89976675,0.914169525,1.0003652752426424,5513.597249892491,5471.038472932376,2004,2,2006,S0
"S0[105,3]",0.830916775,0.85051625,0.8594955,0.868333,0.8833772999999999,1.00031704813213,4975.247659616051,5146.464908868865,2005,2,2007,S0
"S0[106,3]",0.8718518999999999,0.89096275,0.899899,0.9078784999999999,0.921707425,0.999772695204164,5219.285086608384,5217.8460096227855,2006,2,2008,S0
