variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.998624975,0.999059,0.999232,0.999366,0.99955,1.0001093678075235,5472.2339253258115,5572.964369116509,2000,0,2000,S0
"S0[101,1]",0.911601325,0.9263142500000001,0.9332625,0.9402317500000001,0.95405535,1.00038659404229,5265.189665879806,5349.716359008028,2001,0,2001,S0
"S0[102,1]",0.931461875,0.94310925,0.948602,0.95360725,0.96308535,1.0005774822924474,5265.086482926697,5352.75609018452,2002,0,2002,S0
"S0[103,1]",0.9686774250000001,0.97418525,0.9767555,0.97905925,0.983280225,1.0001946393724852,5371.565547636494,5511.5477454045085,2003,0,2003,S0
"S0[104,1]",0.9367229749999999,0.94695225,0.9517344999999999,0.95610225,0.963615925,1.0002214424390332,5350.366408823846,5510.2940348447055,2004,0,2004,S0
"S0[105,1]",0.9428841499999999,0.9523105000000001,0.9570405,0.96108325000000006,0.9681690249999999,1.000010956311186,5244.4644226574,5201.095476878271,2005,0,2005,S0
"S0[106,1]",0.9620048,0.96842425,0.971525,0.97456575,0.97991635,1.0007742218120865,5432.449066926111,5353.244295301089,2006,0,2006,S0
"S0[107,1]",0.9627036,0.969152,0.9722759999999999,0.9751695,0.9804511749999999,1.0006586128944486,5425.739425139868,5351.760588704035,2007,0,2007,S0
"S0[108,1]",0.9620858,0.96984775,0.9734335000000001,0.9767105,0.982236125,1.000159618994745,5391.137397163425,5303.737774520127,2008,0,2008,S0
"S0[109,1]",0.936004875,0.949016,0.954895,0.96031575,0.969370025,0.9999414585114301,5348.084367184059,5551.252745071615,2009,0,2009,S0
"S0[110,1]",0.904283825,0.921202,0.9295835,0.93704575,0.9494463999999999,1.0001442580781745,5145.942778935862,5119.202441553664,2010,0,2010,S0
"S0[111,1]",0.9811399,0.98459275,0.986261,0.987734,0.990116,0.9997021384011451,5197.014307037323,5121.5790827965575,2011,0,2011,S0
"S0[112,1]",0.9892358499999999,0.99108675,0.991889,0.992604,0.993830075,1.0000195297546066,4556.447662192848,5199.663950909927,2012,0,2012,S0
"S0[113,1]",0.876500375,0.8967404999999999,0.9055660000000001,0.913442,0.926598075,1.0001950548768916,4336.7758827883035,4943.367831501446,2013,0,2013,S0
"S0[114,1]",0.896332825,0.9318385,0.9495035000000001,0.96299275,0.979936975,0.9997229343387761,5189.891477235931,5220.020446922149,2014,0,2014,S0
"S0[99,2]",0.92174335,0.942451,0.9529525000000001,0.96347975,0.982272175,1.0004556393791633,5557.363909472632,5253.145609336151,1999,1,2000,S0
"S0[100,2]",0.910654,0.92550225,0.932528,0.939546,0.953566,1.0004756135042492,5261.80192642752,5352.21256693687,2000,1,2001,S0
"S0[101,2]",0.863527,0.87793075,0.8850645,0.8921755,0.904621075,1.0008376793526157,5238.847425707348,5433.1921028475135,2001,1,2002,S0
"S0[102,2]",0.9026348499999999,0.918752,0.9264874999999999,0.9336002499999999,0.946929025,1.000462133490762,5290.550092925029,5528.405650770205,2002,1,2003,S0
"S0[103,2]",0.91371675,0.924311,0.9293615,0.9340462500000001,0.94250805,1.0002659313010278,5222.861346714206,5512.245656557927,2003,1,2004,S0
"S0[104,2]",0.88374745,0.90191,0.9109039999999999,0.9187195,0.932528675,1.000110727596506,5333.08491678237,5391.424282783678,2004,1,2005,S0
"S0[105,2]",0.9146063999999999,0.92453475,0.9295935,0.93416175,0.9421782999999999,1.0005583781821987,5225.3458517427325,5453.697238237212,2005,1,2006,S0
"S0[106,2]",0.9262818250000001,0.9385685,0.9445475000000001,0.950365,0.96068525,1.0007187816189471,5426.563790005027,5313.1478177520885,2006,1,2007,S0
