variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.959879975,0.969942,0.974306,0.978569,0.9864101,1.0065351130685334,2887.3342901834085,1417.8280089564619,2000,0,2000,S0
"S0[101,1]",0.94440375,0.9575265000000001,0.963528,0.9694652500000001,0.980703125,1.006714074949603,2555.372653009736,1515.677384843608,2001,0,2001,S0
"S0[102,1]",0.9548956749999999,0.964584,0.9688384999999999,0.97266125,0.9796560249999999,1.006906571929039,2843.399614581293,3456.1684354302424,2002,0,2002,S0
"S0[103,1]",0.9418099750000001,0.9538875,0.9585815,0.9630384999999999,0.9718570249999999,1.002894794769804,4062.1199585955096,6468.527820147423,2003,0,2003,S0
"S0[104,1]",0.987071825,0.990186,0.9917,0.993203,0.995982,1.0060454855342493,2777.5126056319596,1894.1476600022272,2004,0,2004,S0
"S0[105,1]",0.9249183750000001,0.939378,0.9475095,0.956304,0.9733383999999999,1.005803674174802,2645.4112696611605,1966.2649247231614,2005,0,2005,S0
"S0[106,1]",0.996045,0.997043,0.997427,0.997737,0.998208,1.0056446596064534,4100.009343120882,4541.4774199976555,2006,0,2006,S0
"S0[107,1]",0.9301457750000001,0.946073,0.952812,0.957885,0.965635075,1.004343243974067,4619.709277120919,6476.658399488968,2007,0,2007,S0
"S0[108,1]",0.90928365,0.9279077499999999,0.9372165,0.9460435,0.961122225,1.0007306506292966,13224.604022479416,15727.068627996106,2008,0,2008,S0
"S0[109,1]",0.907838725,0.9248857500000001,0.9331275,0.9406165,0.9543480999999999,1.0010594390019392,8808.238166175142,15055.858018233299,2009,0,2009,S0
"S0[110,1]",0.9244579,0.9417555000000001,0.947863,0.953129,0.96117705,1.0067687794250768,2596.041998655784,1413.4963652269894,2010,0,2010,S0
"S0[111,1]",0.941953775,0.95397375,0.958521,0.9625362499999999,0.9688791,1.0065806569897011,2917.4550715147057,1398.7252894799824,2011,0,2011,S0
"S0[112,1]",0.990222975,0.99201,0.992836,0.993632,0.995104075,1.0033628243225807,4989.872023624527,3199.2225153635613,2012,0,2012,S0
"S0[113,1]",0.8881289499999999,0.9056545,0.913951,0.92224025,0.9377030249999999,1.0030800584141135,5015.53904200224,2607.8785607083887,2013,0,2013,S0
"S0[114,1]",0.8838248249999999,0.91192075,0.925311,0.937445,0.9592370749999999,1.0039361549457024,5162.309979295177,6571.851643697338,2014,0,2014,S0
"S0[99,2]",0.926325925,0.9458665,0.9546144999999999,0.9623522499999999,0.9738130500000001,1.0057852623263848,4561.933218840145,5985.707698093902,1999,1,2000,S0
"S0[100,2]",0.9070186250000001,0.928761,0.938754,0.94859,0.9672651,1.0067344489783734,2654.0316373434393,1494.087084393886,2000,1,2001,S0
"S0[101,2]",0.907948575,0.92658675,0.933874,0.94037125,0.9512332,1.0101270444262815,1950.705808919707,1027.1167106849675,2001,1,2002,S0
"S0[102,2]",0.9014325750000001,0.920174,0.92852,0.93628625,0.9514990249999999,1.0045594097899677,3417.362252418831,4615.524048972699,2002,1,2003,S0
"S0[103,2]",0.9340679,0.94551525,0.950574,0.9551652500000001,0.96373615,1.0033114158720424,4010.5122828051076,5322.426030533223,2003,1,2004,S0
"S0[104,2]",0.9136106749999999,0.9302665,0.939555,0.9496342499999999,0.969360275,1.0060487621320904,2580.8212299067227,1999.4250315140432,2004,1,2005,S0
"S0[105,2]",0.9224238250000001,0.937041,0.9450115,0.9537410000000001,0.97034,1.0060419962867586,2571.9634671674658,1999.720451317625,2005,1,2006,S0
