variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.9950928,0.99607,0.996617,0.9971605,0.998029025,1.0011243551725848,5430.541102511335,5354.1542790035155,2000,0,2000,S0
"S0[101,1]",0.9210803499999999,0.9360745,0.9447945,0.95371725,0.9680558,1.0006755025431762,5331.1523779318595,5415.108419056185,2001,0,2001,S0
"S0[102,1]",0.927070425,0.94505675,0.9532955000000001,0.9607975,0.9729562500000001,1.0005221750033804,5424.4404625376865,5297.725369370661,2002,0,2002,S0
"S0[103,1]",0.90395585,0.9270547499999999,0.9377905,0.94749175,0.963240575,1.0010730456724055,5476.991869952326,5346.31171920391,2003,0,2003,S0
"S0[104,1]",0.9680578,0.97590125,0.9791289999999999,0.9819255,0.986669075,1.0007061211491073,5037.908747223679,5310.845681041247,2004,0,2004,S0
"S0[105,1]",0.8199936999999999,0.85353525,0.87269,0.890199,0.9173279249999999,1.0006641747012743,5050.033815394638,5197.075150836107,2005,0,2005,S0
"S0[106,1]",0.8340529,0.857209,0.8687995,0.8796505,0.899941025,1.000136663412016,5391.933169496114,5518.728974009738,2006,0,2006,S0
"S0[107,1]",0.8113449,0.8361999999999999,0.8476144999999999,0.8584965,0.87863655,1.0004516393877358,5426.662860551788,5332.4364380348225,2007,0,2007,S0
"S0[108,1]",0.7999386749999999,0.83696625,0.854931,0.8719425000000001,0.8976730500000001,1.0000381716265605,5630.707720125254,5430.332894280168,2008,0,2008,S0
"S0[109,1]",0.976161,0.9813634999999999,0.9839115,0.9860815,0.9894730500000001,0.9998910835323951,5665.350384658101,5333.512643657265,2009,0,2009,S0
"S0[110,1]",0.9271917,0.94224325,0.9478025,0.952397,0.96112005,0.9999253444447663,4950.123491051425,5388.181432471143,2010,0,2010,S0
"S0[111,1]",0.86843055,0.8904685,0.898882,0.90674575,0.9222405,0.9998155331720772,4904.0625739413435,5272.801894584198,2011,0,2011,S0
"S0[112,1]",0.9100564,0.927499,0.9347399999999999,0.942191,0.95796775,1.0010650497220737,5634.432294704335,5603.168709865165,2012,0,2012,S0
"S0[113,1]",0.8947503250000001,0.91380725,0.922645,0.9314582499999999,0.9509055,1.0011376204414093,5463.643444998227,5555.0631710011985,2013,0,2013,S0
"S0[114,1]",0.8304083250000001,0.870888,0.8929965,0.9189885,0.9629441750000001,1.0004518856586166,5501.953250045417,5430.692733725285,2014,0,2014,S0
"S0[99,2]",0.93240385,0.9707895,0.9826870000000001,0.98960775,0.995189125,1.000572997321406,5632.428930267146,5310.816784729648,1999,1,2000,S0
"S0[100,2]",0.9167818750000001,0.932394,0.941569,0.9510160000000001,0.966142175,1.0006859440960643,5335.9312898013995,5362.161801455776,2000,1,2001,S0
"S0[101,2]",0.866834725,0.889833,0.9007499999999999,0.9109319999999999,0.9294934,1.0002663863969476,5261.143386382592,5126.071377934591,2001,1,2002,S0
"S0[102,2]",0.839078175,0.8762064999999999,0.8939095,0.9103135,0.9369856999999999,1.0013038933182048,5515.960518443919,5248.283555961983,2002,1,2003,S0
"S0[103,2]",0.883625725,0.90687425,0.9179455,0.9277365,0.943599175,1.0014962859436367,5619.081708752139,5476.233428925504,2003,1,2004,S0
"S0[104,2]",0.795317225,0.8331075,0.8542099999999999,0.87425575,0.9047904499999999,1.0006614926202326,5031.883018213669,5349.555109616676,2004,1,2005,S0
"S0[105,2]",0.70308745,0.7396879999999999,0.75774,0.7739745,0.8046762,1.0006010668658663,5236.148937362529,4926.000115475391,2005,1,2006,S0
"S0[106,2]",0.6782604999999999,0.71719475,0.7364735,0.7543635,0.7889038999999999,1.000033196513752,5421.642387935382,5518.092505496086,2006,1,2007,S0
"S0[107,2]",0.6663287,0.7046165000000001,0.724035,0.7421777500000001,0.774142275,0.9998728155759101,5541.730745907282,5289.880974176566,2007,1,2008,S0
"S0[108,2]",0.7816438250000001,0.821355,0.8411055000000001,0.85973575,0.8879018249999999,1.0000096298988765,5634.338053639573,5352.123154976959,2008,1,2009,S0
"S0[109,2]",0.910684525,0.9264242500000001,0.932166,0.93735225,0.9460510249999999,0.9996529684177693,4973.827640239106,5060.210792536869,2009,1,2010,S0
"S0[110,2]",0.80469895,0.8392287500000001,0.8519975,0.86337675,0.88608695,0.9997441639574693,4910.390834930064,5325.618871830642,2010,1,2011,S0
"S0[111,2]",0.803046175,0.8281524999999998,0.8402959999999999,0.8513412499999999,0.8711651,1.001006548086269,5103.6536992174915,5638.71474580463,2011,1,2012,S0
"S0[112,2]",0.8152655249999999,0.84768025,0.8625689999999999,0.8775195,0.9104682500000001,1.001125572099202,5548.390513395999,5511.825386278643,2012,1,2013,S0
"S0[113,2]",0.7590868250000001,0.8028645,0.825914,0.8503402500000001,0.889966175,1.000988944145743,5322.954311830751,5106.268121919156,2013,1,2014,S0
"S0[98,3]",0.9050656499999999,0.9420645,0.9594145000000001,0.97216,0.9871240749999999,1.0005535908328818,5670.880767228506,5551.302397039747,1998,2,2000,S0
"S0[99,3]",0.875037175,0.9129467499999999,0.9263600000000001,0.9375435,0.9560424,1.0000755990925683,5462.246580778581,5592.827073986432,1999,2,2001,S0
"S0[100,3]",0.8631968,0.88656675,0.8977090000000001,0.90821075,0.927191125,1.0002433717203487,5261.047413357027,5308.936843885485,2000,2,2002,S0
"S0[101,3]",0.788787525,0.82665875,0.84448,0.8614355,0.8903498,1.0011381301054045,5363.512274451896,5178.043451156051,2001,2,2003,S0
"S0[102,3]",0.8203498499999999,0.85737175,0.8752005,0.8912985,0.9171426500000001,1.001619578227979,5541.155670083742,5449.862839585468,2002,2,2004,S0
"S0[103,3]",0.737306825,0.77903675000000006,0.800019,0.8198070000000001,0.854055075,1.000822931515249,5235.601691997522,5473.823758193198,2003,2,2005,S0
"S0[104,3]",0.68355775,0.7218915,0.7417025,0.7596182499999999,0.7925951499999999,1.0005140561668298,5183.3008129008,5056.037347656655,2004,2,2006,S0
"S0[105,3]",0.574616525,0.619842,0.6420755,0.663163,0.701632275,1.0004504894405672,5311.336332045237,4859.2454789132835,2005,2,2007,S0
"S0[106,3]",0.561891075,0.605296,0.628862,0.6507959999999999,0.692767175,0.9996590389999052,5468.211553728858,5176.995844257284,2006,2,2008,S0
