variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.888002475,0.9213085000000001,0.9367025,0.9493545,0.9704225249999999,1.0013585486410386,5370.951290306749,5313.927492644769,2000,0,2000,S0
"S0[101,1]",0.734790925,0.7992100000000001,0.8359965,0.86654825,0.9203234,1.001400852040408,5488.3335855073265,5373.524240148303,2001,0,2001,S0
"S0[102,1]",0.907528175,0.92978175,0.939346,0.9480965,0.9647381749999999,0.9999093308499017,4980.721578056035,5208.062017329484,2002,0,2002,S0
"S0[103,1]",0.64079935,0.7025067500000001,0.735741,0.7680425,0.8332031,0.9992557919515358,5296.73156194765,5525.544389541355,2003,0,2003,S0
"S0[104,1]",0.701067975,0.7477882499999999,0.772257,0.797307,0.846052,1.0006270613887516,5532.340843873098,5593.038348213256,2004,0,2004,S0
"S0[105,1]",0.6768535750000001,0.73352275,0.7638805,0.792054,0.8424333749999999,0.9997356499754623,5665.060365258499,5445.430231073736,2005,0,2005,S0
"S0[106,1]",0.9491798750000001,0.9681855,0.9732455,0.978443,0.987458325,1.0011147893966483,3550.032002898198,2644.7993552683934,2006,0,2006,S0
"S0[107,1]",0.8299809250000001,0.88345225,0.899972,0.9188745,0.9534497249999999,1.0004742929913681,3658.95193085835,2643.9242979454416,2007,0,2007,S0
"S0[108,1]",0.84799795,0.8815725000000001,0.8996245,0.91891625,0.95014015,0.9997316385326118,5190.59060039344,5013.818775012355,2008,0,2008,S0
"S0[109,1]",0.9514737,0.9649325,0.9708239999999999,0.9764445,0.98534425,0.9998693402907606,5117.565942171649,5336.485166859207,2009,0,2009,S0
"S0[110,1]",0.8094098,0.858344,0.8805225,0.9014845,0.9344271749999999,1.0006156874492615,4522.5090738310855,4482.0105546562145,2010,0,2010,S0
"S0[111,1]",0.753433475,0.818878,0.8448045,0.86956575,0.9126386999999999,1.0004701742483002,4365.0844403931715,4439.519627856873,2011,0,2011,S0
"S0[112,1]",0.911821225,0.94127025,0.9525870000000001,0.96196275,0.97781515,0.9997758142118224,5324.661052957567,5308.977436311685,2012,0,2012,S0
"S0[113,1]",0.75104425,0.81848975,0.8494225,0.8758937499999999,0.926747675,0.9997450677640429,5157.127819142389,5330.518614963635,2013,0,2013,S0
"S0[114,1]",0.7548342499999999,0.83261925,0.869418,0.9072372500000001,0.95895445,0.9992114441875227,5567.485274411216,5510.690568177671,2014,0,2014,S0
"S0[99,2]",0.6474998999999999,0.730082,0.775015,0.8165582499999999,0.894121775,0.9989677279192515,5427.891050341373,5351.701665270927,1999,1,2000,S0
"S0[100,2]",0.65808595,0.7359575,0.7824515000000001,0.82169925,0.8926838749999999,1.0014644874815106,5449.275167909193,5255.700963158768,2000,1,2001,S0
"S0[101,2]",0.68623665,0.7493212499999999,0.783063,0.81291425,0.866936775,1.0010109133851943,5494.739288506106,5285.880798347613,2001,1,2002,S0
"S0[102,2]",0.585324875,0.6542485,0.6901385,0.7266760000000001,0.802057,0.9993512512350347,5248.69426028871,5463.007077086663,2002,1,2003,S0
"S0[103,2]",0.480245675,0.53745275,0.5682005,0.59846675,0.65922335,0.9997991077694421,5613.258723697586,5462.673533400854,2003,1,2004,S0
"S0[104,2]",0.48161824999999997,0.55119175,0.5887709999999999,0.6280795,0.7035274499999999,1.0002281763407466,5666.677034928788,5472.56868895225,2004,1,2005,S0
"S0[105,2]",0.656411625,0.7125045,0.7429665000000001,0.7709217500000001,0.820781425,0.9999092718600519,5455.262823234295,4853.288378046603,2005,1,2006,S0
"S0[106,2]",0.78682575,0.8556115000000001,0.8757155000000001,0.8986975,0.9411271,1.000593447468486,3608.489654718,2703.8268933274394,2006,1,2007,S0
"S0[107,2]",0.7191052,0.7872515,0.8125495,0.8353802499999999,0.8802438499999999,0.9999490375657297,4073.967310138049,3066.827799366299,2007,1,2008,S0
"S0[108,2]",0.8090708999999999,0.85066125,0.872563,0.896145,0.9353467249999999,0.9998116568547022,5152.155635010819,5087.542647426138,2008,1,2009,S0
"S0[109,2]",0.779339825,0.83196075,0.8543244999999999,0.875701,0.90926645,1.0010043194065341,4425.683975550977,4595.2347404852935,2009,1,2010,S0
"S0[110,2]",0.610808975,0.7038555000000001,0.74396,0.7823315,0.8518791999999998,1.0005997434210028,4432.53335477882,4510.485513008733,2010,1,2011,S0
"S0[111,2]",0.709699225,0.7746339999999999,0.802618,0.829418,0.8756371749999999,1.0005201887486064,4447.770875313921,4699.528864029706,2011,1,2012,S0
"S0[112,2]",0.6876167249999999,0.77048,0.8085875,0.8417405,0.90547795,0.9997519917929141,5195.644756347303,5246.942672891604,2012,1,2013,S0
"S0[113,2]",0.61055385,0.6937795,0.7354275,0.77675925,0.850913425,0.9996116465992883,5129.9606276752065,5334.179767365128,2013,1,2014,S0
"S0[98,3]",0.5038269750000001,0.5997477499999999,0.6520824999999999,0.70760775,0.8073917249999999,1.0005828215266976,5064.212120306667,5024.996421173932,1998,2,2000,S0
"S0[99,3]",0.5092815,0.5948657500000001,0.6439745,0.6931295000000001,0.7835101250000001,0.999634982054158,5411.878649477465,5642.5853163588035,1999,2,2001,S0
"S0[100,3]",0.6141647250000001,0.6913100000000001,0.732945,0.7707695,0.840251375,1.0011840706421817,5457.728588656599,5231.345162615316,2000,2,2002,S0
"S0[101,3]",0.46814110000000003,0.537668,0.5743290000000001,0.61230425,0.6844440749999998,1.0005842062004922,5463.7871444792945,5640.156926876455,2001,2,2003,S0
"S0[102,3]",0.440110775,0.5010382499999999,0.533417,0.5659725,0.6305545499999998,0.9995653981232626,5558.551083626302,5504.48649355069,2002,2,2004,S0
"S0[103,3]",0.341412575,0.39899275,0.43271550000000003,0.467584,0.5340096999999999,1.000382512873588,5866.5495412196415,5480.222115222479,2003,2,2005,S0
