variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.974383225,0.9824245,0.986412,0.9898182499999999,0.99429315,1.0002890295676214,5427.200777647711,5594.090617818942,2000,0,2000,S0
"S0[101,1]",0.96966765,0.97854175,0.983256,0.9873432499999999,0.99280805,1.0006691194236144,5420.507568253817,5281.509211941148,2001,0,2001,S0
"S0[102,1]",0.9664581749999999,0.974235,0.977732,0.98086025,0.9862827249999999,0.9996257008639564,5211.029873836272,5261.971415005151,2002,0,2002,S0
"S0[103,1]",0.95818185,0.967488,0.971674,0.975584,0.98229715,1.0000180784427073,5244.393238841576,5224.293237423253,2003,0,2003,S0
"S0[104,1]",0.9909147500000001,0.9933117499999999,0.994307,0.9951805,0.996562175,0.9997145636191979,5400.383529369593,5514.405042459517,2004,0,2004,S0
"S0[105,1]",0.9336329,0.9474484999999999,0.9542965,0.960405,0.970831025,1.0004373613618314,5347.350989662001,5384.611193413805,2005,0,2005,S0
"S0[106,1]",0.94111815,0.9505645,0.955202,0.95936575,0.966786725,1.001867260252863,5515.003389267143,5185.916688745797,2006,0,2006,S0
"S0[107,1]",0.91113685,0.9248494999999999,0.9311674999999999,0.937076,0.9474760999999999,1.0014397144926763,5506.569253274752,5592.22102706303,2007,0,2007,S0
"S0[108,1]",0.97681625,0.981237,0.983328,0.985195,0.988583175,1.0001431866943449,5689.778850979574,5337.888785983539,2008,0,2008,S0
"S0[109,1]",0.9124272250000001,0.92644775,0.933007,0.9395335,0.9517617999999999,0.9998655144119778,5671.712513148134,5454.853202409111,2009,0,2009,S0
"S0[110,1]",0.924314525,0.9370265,0.943056,0.94886575,0.9591241,1.001683335337954,5535.40935408364,5472.892247900622,2010,0,2010,S0
"S0[111,1]",0.9235717,0.9363225000000001,0.9422655,0.947981,0.958144425,1.0020535465509133,5586.807513905322,5586.640369007373,2011,0,2011,S0
"S0[112,1]",0.918906725,0.9332752499999999,0.940374,0.9476592500000001,0.96010585,1.000012716535742,5498.800864069498,5554.984947716697,2012,0,2012,S0
"S0[113,1]",0.97123995,0.9765377500000001,0.9790895,0.98168775,0.98625735,0.9998131251947232,5499.3247403459,5353.962497020608,2013,0,2013,S0
"S0[114,1]",0.9229609,0.9428427500000001,0.9531335,0.96238625,0.9770175999999999,1.0002142700283037,5458.122261216368,5592.122015012071,2014,0,2014,S0
"S0[99,2]",0.95580975,0.96993625000000006,0.9758045,0.9811635000000001,0.98888835,0.9997065071692414,5595.389529054157,5557.831711055027,1999,1,2000,S0
"S0[100,2]",0.945468025,0.9614189999999999,0.9698424999999999,0.9771792499999999,0.9869473000000001,1.0005092939743658,5414.51438647952,5468.8421405444915,2000,1,2001,S0
"S0[101,2]",0.9450069,0.95583575,0.961016,0.9655962499999999,0.9733291500000001,1.0006339342744703,5411.489860505277,5375.269317748871,2001,1,2002,S0
"S0[102,2]",0.926239875,0.9427645,0.9500025000000001,0.9569265,0.9685423,0.9996823488863933,5230.118203936028,5349.630297318852,2002,1,2003,S0
"S0[103,2]",0.952176625,0.9617387500000001,0.966139,0.9700707500000001,0.976631525,0.999493381138485,5256.078113746014,5307.522270693168,2003,1,2004,S0
"S0[104,2]",0.9255110999999999,0.9412797500000001,0.948813,0.95563275,0.967423275,1.0003483603596883,5348.333367513358,5465.840071293091,2004,1,2005,S0
"S0[105,2]",0.885121125,0.90332875,0.911433,0.9187540000000001,0.93105055,0.999561349544374,5466.840443164088,5394.429426899312,2005,1,2006,S0
"S0[106,2]",0.857707025,0.8791357499999999,0.889402,0.8987685000000001,0.9156033,1.0016447238009412,5439.633885044524,5725.914011887503,2006,1,2007,S0
"S0[107,2]",0.89274545,0.9084097500000001,0.9156850000000001,0.9221189999999999,0.93314505,1.0012666092491371,5579.32392574034,5575.856727541233,2007,1,2008,S0
"S0[108,2]",0.892385575,0.9091785,0.9173785,0.9254095,0.940527025,0.999840630039931,5682.399321251612,5460.743500868501,2008,1,2009,S0
"S0[109,2]",0.850256125,0.87075525,0.8803650000000001,0.8887200000000001,0.9045413,1.0001378904397122,5805.776968269528,5481.890408939387,2009,1,2010,S0
