variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.9842033499999999,0.99129875,0.993464,0.99502925,0.997511575,1.000756556715987,4773.277546354377,4965.8121809046515,2000,0,2000,S0
"S0[101,1]",0.910719,0.93199875,0.9418960000000001,0.9533045,0.976232675,1.0026085185821805,3788.6565345555323,5193.680246726355,2001,0,2001,S0
"S0[102,1]",0.870186575,0.9078849999999999,0.925738,0.94048925,0.9631481749999999,1.0029883145523197,3215.1232105099393,4954.6149575484005,2002,0,2002,S0
"S0[103,1]",0.932502725,0.953982,0.9643095,0.97141,0.981855025,1.0030727393693206,3689.825820214884,5256.4252359281845,2003,0,2003,S0
"S0[104,1]",0.969712,0.97833825,0.9818899999999999,0.985081,0.9905653,1.0010987976508614,3101.4238760020426,3936.3431201743874,2004,0,2004,S0
"S0[105,1]",0.89165385,0.92042025,0.932112,0.943048,0.96410695,1.0012227577919166,3027.845966328926,3830.369126400894,2005,0,2005,S0
"S0[106,1]",0.881631625,0.900791,0.9105335,0.9203505,0.941884625,1.0025492141433865,2362.251716318576,2011.3351468895737,2006,0,2006,S0
"S0[107,1]",0.844899125,0.8705287500000001,0.883382,0.896431,0.9242635499999999,1.0024965466998128,2394.6085052075773,2028.370106270923,2007,0,2007,S0
"S0[108,1]",0.996374,0.99832675,0.998927,0.999358,0.9997950250000001,1.002359266223249,4589.491689392861,5354.003188546535,2008,0,2008,S0
"S0[109,1]",0.829457,0.8644715,0.8818635,0.8991410000000001,0.9350583499999999,1.0034754891630222,2089.858505764962,1692.4250806359034,2009,0,2009,S0
"S0[110,1]",0.86720705,0.89104175,0.9036875,0.91672,0.943155575,1.0014286173205786,3187.505370632273,3284.859654471708,2010,0,2010,S0
"S0[111,1]",0.9816044749999999,0.985181,0.986944,0.9887382499999999,0.9926550749999999,1.0015935247225256,2893.6760883661555,2533.120333300539,2011,0,2011,S0
"S0[112,1]",0.7942257500000001,0.8283895,0.8463164999999999,0.8646032499999999,0.8982412749999998,1.0032540953689641,2302.2412127711614,2361.05525977807,2012,0,2012,S0
"S0[113,1]",0.798996325,0.8328632499999999,0.851294,0.869112,0.9027284,1.0030336252605998,2317.4128331490588,2179.0180917833195,2013,0,2013,S0
"S0[114,1]",0.7740443,0.827591,0.8541925,0.8835375000000001,0.9395707,1.0012397658165122,4302.474671123838,4023.7330147627467,2014,0,2014,S0
"S0[99,2]",0.890122,0.92446075,0.9430175000000001,0.9639205,0.986822425,1.0007768704591555,3918.558922324811,5344.4881522447895,1999,1,2000,S0
"S0[100,2]",0.89974285,0.9239677500000001,0.9350095,0.9475782500000001,0.9737232,1.002293235020374,3875.9201549893764,5193.293141995199,2000,1,2001,S0
"S0[101,2]",0.810084325,0.85203275,0.8709355,0.889769,0.92284095,1.005030910496157,2470.231327131878,2915.6604124112873,2001,1,2002,S0
"S0[102,2]",0.811488725,0.86659975,0.8926000000000001,0.91345425,0.94537425,1.0030925349103186,3343.6513744331733,4881.687325320239,2002,1,2003,S0
"S0[103,2]",0.91345615,0.93511625,0.9452365,0.9541085,0.9676766499999999,1.0035038925949684,3021.109610751395,4093.317649659151,2003,1,2004,S0
"S0[104,2]",0.865004875,0.900651,0.9149455,0.92876575,0.9548057,1.0011935077968261,3005.9267356792766,3778.857561632735,2004,1,2005,S0
"S0[105,2]",0.7978449249999999,0.8311677500000001,0.8479034999999999,0.864713,0.901522325,1.0033852603993358,2266.5529995846828,2092.7027117920265,2005,1,2006,S0
"S0[106,2]",0.745095825,0.7841589999999999,0.8042485,0.82469475,0.8707197749999999,1.0023072730299623,2367.960684433797,1998.975780237772,2006,1,2007,S0
"S0[107,2]",0.8434574750000001,0.8693297499999999,0.8822455,0.89535075,0.9236030249999998,1.002507156967302,2384.3782350642146,2006.55244215249,2007,1,2008,S0
"S0[108,2]",0.8281178499999999,0.8632577499999999,0.8806275,0.89812825,0.934316675,1.0034837564206567,2089.204078377717,1701.2740057909973,2008,1,2009,S0
"S0[109,2]",0.7351376,0.77402825,0.7953185,0.818566,0.87597395,1.0038643767245705,2159.398996663815,1764.7850923988847,2009,1,2010,S0
"S0[110,2]",0.851792775,0.87788625,0.8917665,0.9062735000000001,0.936412075,1.0014486910322953,3116.7857340204596,3003.788530692294,2010,1,2011,S0
