variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.939908975,0.96819025,0.977314,0.9839975,0.9913341250000001,1.0008086017011903,4845.883036049501,4936.320712585561,2000,0,2000,S0
"S0[101,1]",0.9351510749999999,0.96635575,0.9762605,0.98314625,0.99076905,1.0009954087768183,5031.698592063604,4903.214531282848,2001,0,2001,S0
"S0[102,1]",0.892364175,0.9199887499999999,0.931608,0.9420167500000001,0.9600725,1.0008681508333779,3995.1017607521776,4935.75512334263,2002,0,2002,S0
"S0[103,1]",0.8752030249999999,0.909225,0.9232175,0.93522275,0.955754375,1.0014802956408753,4028.0056346425295,4930.409761467816,2003,0,2003,S0
"S0[104,1]",0.9103195000000001,0.9319545,0.9421379999999999,0.9528867499999999,0.96960614999999994,1.0024881928327232,3824.8936707063312,4880.972617387859,2004,0,2004,S0
"S0[105,1]",0.829320375,0.87193875,0.890711,0.90926675,0.9397791,1.0027612937436163,3751.324137377146,3349.7623798963155,2005,0,2005,S0
"S0[106,1]",0.79377985,0.828,0.8429180000000001,0.857676,0.886082575,1.0010651237462156,4143.378114211942,4713.562222777748,2006,0,2006,S0
"S0[107,1]",0.807899325,0.8421627500000001,0.858351,0.8735377499999999,0.90048835,1.0002583281352933,4093.44123857333,4452.279772063982,2007,0,2007,S0
"S0[108,1]",0.8336338,0.865129,0.879692,0.89207075,0.912725425,0.9997163958356012,5119.318735944166,5343.1376887973065,2008,0,2008,S0
"S0[109,1]",0.9910867750000001,0.993475,0.994398,0.99518225,0.9963951750000001,0.9997926406357945,5110.224155111749,5174.311270007106,2009,0,2009,S0
"S0[110,1]",0.9606294249999999,0.97031525,0.9744835000000001,0.9781187499999999,0.9846381750000001,1.0010328390027154,5062.1387098131245,5321.901970410102,2010,0,2010,S0
"S0[111,1]",0.84027705,0.87317625,0.8876999999999999,0.9009435000000001,0.927350025,1.0006560886643059,5185.27590546701,5183.915515365168,2011,0,2011,S0
"S0[112,1]",0.8232104,0.8611867500000001,0.8796470000000001,0.8963840000000001,0.929240675,1.0015885864089449,4001.522654939082,1618.581767541547,2012,0,2012,S0
"S0[113,1]",0.9767129000000001,0.98315625,0.9859,0.988096,0.991693025,1.0011699137860723,4496.239642273149,1946.8763425724067,2013,0,2013,S0
"S0[114,1]",0.7737162750000001,0.829406,0.8536015,0.880032,0.934745575,1.0014241179408212,5154.187366414087,5105.452632022166,2014,0,2014,S0
"S0[99,2]",0.907842675,0.94649275,0.9602195,0.9706642499999999,0.98348605,1.0015279065390454,4684.803679142508,2072.436349868742,1999,1,2000,S0
"S0[100,2]",0.8791529499999999,0.93555175,0.9539070000000001,0.96723375,0.981866,1.000925150673587,4927.207632896304,4995.424231954992,2000,1,2001,S0
"S0[101,2]",0.854100425,0.89155625,0.9076930000000001,0.92036525,0.9431643,1.0016486592262348,4288.03012506285,4690.352196321831,2001,1,2002,S0
