variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.97959765,0.990698,0.9940555,0.9962832500000001,0.9986970249999999,0.9996074134808224,5357.950371132099,5732.58037825863,2000,0,2000,S0
"S0[101,1]",0.964270575,0.97816,0.984792,0.98981875,0.9952000249999999,1.0012068557930525,5380.714010269889,5336.766886792798,2001,0,2001,S0
"S0[102,1]",0.948143,0.962526,0.9701175,0.97566975,0.98338605,1.0013480092225355,5487.995157538018,5485.540608628983,2002,0,2002,S0
"S0[103,1]",0.972024325,0.979788,0.98373,0.98682725,0.9909844999999999,1.0010009704028784,5596.686947379306,5470.039223175908,2003,0,2003,S0
"S0[104,1]",0.9679326500000001,0.975159,0.978542,0.982008,0.9876847249999999,0.9998069501016227,5497.039402545559,5511.523529927184,2004,0,2004,S0
"S0[105,1]",0.91129495,0.9281805,0.936788,0.9453050000000001,0.9612674,1.0005896525549463,5526.251854759543,5724.587285430652,2005,0,2005,S0
"S0[106,1]",0.95942365,0.96633525,0.969923,0.9733482499999999,0.979609325,0.9990310947474768,5519.244052965692,5383.329901303956,2006,0,2006,S0
"S0[107,1]",0.9034659,0.91838925,0.925808,0.93329925,0.948138225,1.0001906950944321,5422.729979217145,5197.9138320331895,2007,0,2007,S0
"S0[108,1]",0.9072129750000001,0.92336575,0.931851,0.9404855000000001,0.9572034,1.0003467609708956,5404.985802019756,5734.1753489911825,2008,0,2008,S0
"S0[109,1]",0.9797049250000001,0.9839845,0.986024,0.98801475,0.9916723000000001,1.0008207121477062,5386.528116202223,5601.413714397749,2009,0,2009,S0
"S0[110,1]",0.938197,0.9509452500000001,0.957376,0.964059,0.976577,1.000462745966144,5432.878134018735,5639.203820531638,2010,0,2010,S0
"S0[111,1]",0.9143865,0.93201825,0.9404619999999999,0.94944125,0.9663233,1.0003416345651064,5454.560529386461,5473.580820618678,2011,0,2011,S0
"S0[112,1]",0.9517638750000001,0.9637557499999999,0.9695545,0.97447525,0.9835173999999999,1.0011570358090212,5324.772224232338,5509.241620659756,2012,0,2012,S0
"S0[113,1]",0.9298388000000001,0.9467685,0.954934,0.96209925,0.9752392249999999,1.0012280798649502,5213.375615547762,5311.503924672948,2013,0,2013,S0
"S0[114,1]",0.9314690000000001,0.9543550000000001,0.9653594999999999,0.974889,0.9888320500000001,0.9998772539377716,5469.207722490415,5551.518610110244,2014,0,2014,S0
"S0[99,2]",0.958709925,0.9761035,0.9833594999999999,0.9884465,0.994891,1.0011351723653197,5450.831166555396,5349.386638319305,1999,1,2000,S0
"S0[100,2]",0.949145875,0.9693660000000001,0.978235,0.9852055,0.9931380499999999,0.9999899131644129,5310.283361323542,5233.468281258753,2000,1,2001,S0
"S0[101,2]",0.928194225,0.9450569999999999,0.9533245,0.9609525000000001,0.9719207,1.0002260323579164,5513.913414016442,5188.569922712103,2001,1,2002,S0
"S0[102,2]",0.9221463,0.9430274999999999,0.9543455,0.962721,0.974203,1.0012957915395808,5520.295006078447,5429.321010858436,2002,1,2003,S0
"S0[103,2]",0.946509975,0.95718275,0.9622305,0.966793,0.974466475,1.0009588003239533,5485.964377146968,5633.379967788812,2003,1,2004,S0
"S0[104,2]",0.88263185,0.90519225,0.9166845,0.9278647499999999,0.949153975,1.0002229070785367,5588.721297059422,5724.8364568485595,2004,1,2005,S0
"S0[105,2]",0.87981885,0.89898625,0.9088725,0.918048,0.9356505999999999,1.0000565018662555,5299.666110045275,5553.042315935021,2005,1,2006,S0
"S0[106,2]",0.867524925,0.88779075,0.8978585,0.9083612499999999,0.928257025,1.0002015151944457,5452.396184491442,5309.56944858027,2006,1,2007,S0
"S0[107,2]",0.8267360500000001,0.8510442500000001,0.862941,0.8749685,0.89795265,1.000301861350945,5430.6802762569805,5472.766182943205,2007,1,2008,S0
"S0[108,2]",0.889747,0.9085792500000001,0.9186785,0.92913925,0.9489555,1.000431864324847,5390.194868622634,5603.779396552996,2008,1,2009,S0
"S0[109,2]",0.922583525,0.9368940000000001,0.9439815,0.9512202499999999,0.9648198,1.0010639196459334,5425.279430319096,5439.425618100337,2009,1,2010,S0
"S0[110,2]",0.8580901,0.8861595,0.9004155,0.91530975,0.9435305249999999,1.000399755596551,5445.078799533036,5558.216186520838,2010,1,2011,S0
"S0[111,2]",0.8804818999999999,0.9008747500000001,0.9113074999999999,0.9217102500000001,0.9411913000000001,1.000461075126086,5331.907722703967,5389.124185933017,2011,1,2012,S0
"S0[112,2]",0.885606775,0.91256725,0.9258565000000001,0.93758175,0.9591212,1.0009558971004875,5253.934403145173,5390.603716484064,2012,1,2013,S0
"S0[113,2]",0.8812056500000001,0.90719975,0.9208149999999999,0.9332855,0.9536984000000001,1.0006838097406638,5286.833234503887,5132.369800348532,2013,1,2014,S0
"S0[98,3]",0.9406547999999999,0.96231525,0.971553,0.979013,0.9888132500000001,1.0004138090047052,5297.072172067954,5470.292687263668,1998,2,2000,S0
"S0[99,3]",0.93311495,0.9563415,0.967116,0.9756520000000001,0.9868623750000001,1.0008732282799113,5401.361189114488,5354.622638071488,1999,2,2001,S0
"S0[100,3]",0.916862675,0.9370930000000001,0.9467019999999999,0.955608,0.9685031749999999,0.9997785249741109,5469.943767937451,5231.692427467966,2000,2,2002,S0
"S0[101,3]",0.9039337000000001,0.92637875,0.9375290000000001,0.9475402500000001,0.961908125,1.0003548310223425,5577.723992465367,5394.058048826438,2001,2,2003,S0
"S0[102,3]",0.899096525,0.92245925,0.9331535,0.9424732499999999,0.9556996249999999,1.0012593037166868,5483.645939032828,5221.523838116636,2002,2,2004,S0
"S0[103,3]",0.8662074750000001,0.88932075,0.9010885,0.9126277500000001,0.933798525,1.0002088127406212,5580.820589685188,5442.446456292656,2003,2,2005,S0
"S0[104,3]",0.852943275,0.8768082500000001,0.8893485,0.9010925,0.92361155,0.9999940995449195,5384.077541119183,5639.136646002425,2004,2,2006,S0
"S0[105,3]",0.799654425,0.8274225,0.8416520000000001,0.8550467500000001,0.8813542000000001,0.9998855057293269,5479.392399071846,5349.70164188594,2005,2,2007,S0
"S0[106,3]",0.7952077,0.82313325,0.8371025,0.85107475,0.8774111250000001,1.0000352817682843,5443.764526373456,5312.508994634578,2006,2,2008,S0
"S0[107,3]",0.811321625,0.8377080000000001,0.851032,0.864097,0.8896597749999999,1.0003963187621538,5419.066615182266,5506.463995430733,2007,2,2009,S0
"S0[108,3]",0.84226495,0.8673784999999999,0.879599,0.89250875,0.9171943499999998,1.0011665908467537,5396.828171790558,5391.509185367992,2008,2,2010,S0
"S0[109,3]",0.843828775,0.8733424999999999,0.887872,0.902877,0.93148865,1.0007322496078068,5438.560775838774,5594.816576415326,2009,2,2011,S0
"S0[110,3]",0.8275589250000001,0.85703225,0.8723179999999999,0.88850275,0.9175092499999998,1.000555890033903,5378.884792819854,5407.322742421278,2010,2,2012,S0
"S0[111,3]",0.8237207249999999,0.85499575,0.869758,0.88448525,0.91200335,1.000257248074137,5333.868515328399,5614.461142249217,2011,2,2013,S0
"S0[112,3]",0.8429258749999999,0.8752207500000001,0.891902,0.9078599999999999,0.935051325,1.001719129073809,5254.098303365308,4853.460337596356,2012,2,2014,S0
"S0[97,4]",0.921358725,0.9467972499999999,0.9577115,0.9672512500000001,0.980947425,1.0001393501058629,5468.936711055209,5594.5914085709555,1997,3,2000,S0
"S0[98,4]",0.9168365,0.9435294999999999,0.9555835,0.965492,0.979927825,1.000534539511455,5282.6995932483,5368.9632467671345,1998,3,2001,S0
"S0[99,4]",0.900501575,0.92535375,0.9358905,0.9457115,0.9611280249999999,1.000048797899058,5570.273024964262,5270.5498346763525,1999,3,2002,S0
"S0[100,4]",0.894464025,0.91900425,0.930709,0.941782,0.9578635249999999,0.9998533200495275,5565.316605185253,5367.794676268357,2000,3,2003,S0
"S0[101,4]",0.8825288750000001,0.906176,0.917157,0.92743425,0.942675325,1.00072934141548,5457.4495374166645,5256.806351920172,2001,3,2004,S0
"S0[102,4]",0.8301528750000001,0.85898225,0.873237,0.88742025,0.912008125,1.00054667894506,5524.126720130558,5461.213880606898,2002,3,2005,S0
"S0[103,4]",0.8363056999999999,0.8613577499999999,0.8742665000000001,0.8859915,0.90992315,1.000072874501313,5383.929821497025,5462.646565815596,2003,3,2006,S0
"S0[104,4]",0.77564305,0.8079514999999999,0.823577,0.838774,0.8680102749999999,1.0002289763023844,5387.927815199849,5349.274252769883,2004,3,2007,S0
"S0[105,4]",0.7335267999999999,0.76747575,0.7842309999999999,0.80112925,0.8341243249999999,0.999985485981296,5565.199514150925,5429.2848548340935,2005,3,2008,S0
"S0[106,4]",0.78033895,0.81043275,0.8252470000000001,0.8402865,0.868714075,1.000155003470663,5433.51194274164,5391.4656493520315,2006,3,2009,S0
"S0[107,4]",0.76833865,0.79940575,0.8147765,0.830255,0.8612208,1.000764083877821,5438.9570728571925,5395.356558454619,2007,3,2010,S0
"S0[108,4]",0.7742473999999999,0.8097070000000001,0.8275835,0.8462635000000001,0.8818974249999999,1.001870830288665,5407.076679593226,5298.943669450867,2008,3,2011,S0
"S0[109,4]",0.8143240999999999,0.8445225000000001,0.860214,0.876437,0.90664355,1.0005866189230037,5382.587478563909,5488.118978378007,2009,3,2012,S0
"S0[110,4]",0.778248,0.814649,0.8325665,0.851366,0.8865753000000001,1.0004881689489158,5272.186902578981,5326.902701101412,2010,3,2013,S0
"S0[111,4]",0.784592975,0.8204339999999999,0.8381099999999999,0.8570070000000001,0.889559,1.000038427997051,5261.154498425649,5557.546146308844,2011,3,2014,S0
"S0[96,5]",0.9033456499999999,0.93214925,0.944923,0.95552025,0.97245735,1.0001013079089565,5584.583315289824,5368.012661470127,1996,4,2000,S0
"S0[97,5]",0.900024925,0.92857075,0.9419485,0.9535415,0.9713911999999999,0.9997928892525259,5416.144162698095,5484.862283420279,1997,4,2001,S0
"S0[98,5]",0.887344225,0.9127907500000001,0.9250039999999999,0.936043,0.953157575,1.0000512145057079,5468.497613756146,5268.548174873688,1998,4,2002,S0
"S0[99,5]",0.8808194,0.907952,0.920083,0.93161925,0.9494665499999999,0.9998013103350317,5638.257844553538,5124.476362269358,1999,4,2003,S0
"S0[100,5]",0.8739663000000001,0.89885225,0.9106055,0.92173375,0.938581725,1.000107345651515,5470.695311980432,5221.345614031795,2000,4,2004,S0
"S0[101,5]",0.8153954250000001,0.8439535,0.858827,0.8731164999999999,0.897739225,1.000800389961445,5451.904957876573,5348.885808354124,2001,4,2005,S0
"S0[102,5]",0.802053975,0.83198225,0.8470675000000001,0.86125625,0.8882138749999999,1.0004502551754393,5514.80958649555,5558.826969212012,2002,4,2006,S0
"S0[103,5]",0.7609793250000001,0.7935637499999999,0.8095565,0.824933,0.8557463999999999,1.0006303995662469,5356.135574868575,5471.0285088919145,2003,4,2007,S0
"S0[104,5]",0.71282685,0.7493595,0.767428,0.78559875,0.8210322,1.000123654511359,5575.841978346264,5388.947288857113,2004,4,2008,S0
"S0[105,5]",0.720507575,0.75559025,0.773047,0.7909457500000001,0.825652225,1.0000731492747266,5552.493971864723,5418.673049515546,2005,4,2009,S0
"S0[106,5]",0.7388096749999999,0.77323475,0.790285,0.80710225,0.8408616499999999,1.0003152051555133,5453.622417479634,5388.009840318234,2006,4,2010,S0
"S0[107,5]",0.7061246,0.74628775,0.7663885,0.7863867499999999,0.8259377,1.0018240135346548,5445.496979851191,5323.5325246100165,2007,4,2011,S0
"S0[108,5]",0.7475036500000001,0.7830140000000001,0.8019894999999999,0.82076875,0.859194175,1.0019645019530237,5359.157344937527,5420.624319115538,2008,4,2012,S0
"S0[109,5]",0.766147875,0.80266825,0.821009,0.83992725,0.8762101,1.000488643301162,5273.507796382084,5364.643517744324,2009,4,2013,S0
"S0[110,5]",0.7414668750000001,0.78213325,0.8024175,0.8240065,0.863911925,1.0001516179556729,5211.833219441551,5553.300144304984,2010,4,2014,S0
"S0[95,6]",0.8851799499999999,0.91723725,0.9312305000000001,0.943788,0.962595075,0.999976667632353,5441.654973303787,5388.1119352003625,1995,5,2000,S0
"S0[96,6]",0.8820427750000001,0.9148430000000001,0.929006,0.9420775,0.96213395,0.9998745028399475,5532.777743847559,5200.210465218488,1996,5,2001,S0
"S0[97,6]",0.868828925,0.8987505,0.9120425000000001,0.92403125,0.9438510999999999,1.0001404145858366,5457.1266218636765,5191.502003252123,1997,5,2002,S0
"S0[98,6]",0.8683101999999999,0.895713,0.908898,0.92178075,0.941662725,0.999717946798352,5565.255494944071,5192.853893125188,1998,5,2003,S0
"S0[99,6]",0.860428475,0.888061,0.900025,0.9119195,0.9302324499999999,1.0000182641905413,5557.979896419398,5227.557267750041,1999,5,2004,S0
"S0[100,6]",0.807087925,0.837963,0.852858,0.86713025,0.8927393,1.0009284827585416,5438.263710355876,5076.702380802084,2000,5,2005,S0
"S0[101,6]",0.787414375,0.81780025,0.832761,0.8478344999999999,0.8743248749999999,1.0004259343840372,5391.034655063725,5472.005562129689,2001,5,2006,S0
"S0[102,6]",0.7310253999999999,0.76679925,0.7840155,0.80143025,0.8354028,1.0004517247889706,5371.000703082522,5391.5903540359595,2002,5,2007,S0
"S0[103,6]",0.698625975,0.7357705,0.7544569999999999,0.77264025,0.8096221000000001,1.0000290596034076,5567.159552288598,5389.616556478967,2003,5,2008,S0
"S0[104,6]",0.700251325,0.73789425,0.756463,0.7758287500000001,0.8124274749999999,0.9999939198328937,5572.186368694246,5389.157177855357,2004,5,2009,S0
"S0[105,6]",0.6810489750000001,0.7206075000000001,0.74065,0.7595747500000001,0.7993701249999999,1.0004528835141009,5516.5283382745365,5463.305721514226,2005,5,2010,S0
"S0[106,6]",0.67948,0.7220545,0.7436005,0.7646192500000001,0.8063364000000001,1.001459488042951,5458.130936277296,5342.581340458,2006,5,2011,S0
"S0[107,6]",0.6807500750000001,0.7219007499999999,0.742363,0.7632507500000001,0.804783475,1.0017475036555832,5396.417653728008,5383.525632798721,2007,5,2012,S0
"S0[108,6]",0.703109875,0.7438257500000001,0.7650779999999999,0.78629125,0.828987575,1.0005636833851084,5309.677135482269,5258.910733214322,2008,5,2013,S0
"S0[109,6]",0.7295667499999999,0.77062525,0.791462,0.8128835000000001,0.853535825,1.0001728431097958,5217.647381642638,5529.300584579104,2009,5,2014,S0
"S0[94,7]",0.881296675,0.91308425,0.927645,0.94007975,0.9589337749999999,0.9999785480444487,5395.873889616453,5555.572132928354,1994,6,2000,S0
"S0[95,7]",0.864437925,0.9001397500000001,0.915996,0.9299627500000001,0.9519626749999999,0.9998096210489522,5435.281681991685,5312.214821837441,1995,6,2001,S0
"S0[96,7]",0.852703375,0.8851439999999999,0.89956,0.91291725,0.93454675,1.000340227528878,5611.718111434819,5640.633648685886,1996,6,2002,S0
"S0[97,7]",0.8513343000000001,0.882246,0.8963635000000001,0.909618,0.9319035,1.0000913424042779,5507.1175643211245,5203.041652084347,1997,6,2003,S0
"S0[98,7]",0.847301775,0.8761055,0.8894225,0.90225,0.922571975,0.9998765161119957,5504.6025157986705,5192.75835848705,1998,6,2004,S0
"S0[99,7]",0.7955318750000001,0.8277075,0.8431225,0.85775875,0.88356365,1.001242325303093,5485.864847985814,5297.317752690923,1999,6,2005,S0
"S0[100,7]",0.779747575,0.81157425,0.8268545,0.8421905000000001,0.8695221499999999,1.0005809823741365,5427.803250681204,5144.115990362906,2000,6,2006,S0
"S0[101,7]",0.7176136750000001,0.753644,0.7708984999999999,0.7881795,0.82310125,1.0010824727272725,5385.441166901377,5556.031298422416,2001,6,2007,S0
"S0[102,7]",0.671497925,0.7111155,0.730653,0.74988675,0.7908559749999998,1.0004164429289528,5511.413584781487,5430.543383468551,2002,6,2008,S0
"S0[103,7]",0.6862468250000001,0.72436125,0.7436915,0.7627735,0.8009992249999999,1.0001057946680796,5568.950458783133,5471.090797369168,2003,6,2009,S0
"S0[104,7]",0.6623312249999999,0.70369925,0.7245900000000001,0.7449432500000001,0.7868293,1.0001469614025615,5523.3222722070905,5471.199807346045,2004,6,2010,S0
