variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.9383001249999999,0.9565715000000001,0.966018,0.97504925,0.990376075,1.0003303710424858,5070.207729608786,5352.482561244247,2000,0,2000,S0
"S0[101,1]",0.933843575,0.9543147500000001,0.963775,0.9732745,0.9882518499999999,0.9998930058257203,5144.861407138641,5195.193663522377,2001,0,2001,S0
"S0[102,1]",0.9361933499999999,0.9535239999999999,0.9610920000000001,0.9671125,0.9779993499999999,1.000409242741711,5497.199264243629,5513.73002387459,2002,0,2002,S0
"S0[103,1]",0.95733615,0.9683694999999999,0.9735644999999999,0.97780925,0.98515835,1.0002418836752887,5459.815456085523,5511.293732173383,2003,0,2003,S0
"S0[104,1]",0.928151475,0.94550825,0.956684,0.96433525,0.9749551500000001,0.9997632267233239,5405.164846152687,5572.519950024847,2004,0,2004,S0
"S0[105,1]",0.9633592750000001,0.972571,0.978441,0.98248775,0.9880121000000001,1.0004478993574037,5492.262197684103,5558.201424489301,2005,0,2005,S0
"S0[106,1]",0.9498302249999999,0.95943975,0.963978,0.9682915000000001,0.976101025,1.0003545322005378,5038.489402761773,5467.547244445419,2006,0,2006,S0
"S0[107,1]",0.886540375,0.9077120000000001,0.9172345,0.9264545,0.94342815,1.0005269171807858,5513.568376584201,5424.946222772734,2007,0,2007,S0
"S0[108,1]",0.9113787499999999,0.9464165,0.9556895000000001,0.9618152499999999,0.9712285,1.0002506598830712,5277.058369175673,5220.9952899303125,2008,0,2008,S0
"S0[109,1]",0.973217,0.98554475,0.9888224999999999,0.9907245,0.9933902,0.9996637399948793,5210.628672747622,5367.897840824973,2009,0,2009,S0
"S0[110,1]",0.9524652250000001,0.9625985,0.966339,0.9697375,0.9759755,1.000833700154557,4551.429058976902,5109.075895164119,2010,0,2010,S0
"S0[111,1]",0.993093975,0.994804,0.995426,0.995968,0.996931,1.0009371130219182,4967.203875084146,4786.426718605704,2011,0,2011,S0
"S0[112,1]",0.91722515,0.94583175,0.957182,0.964544,0.97613045,1.0015256865688693,5266.506871522477,5309.956742544773,2012,0,2012,S0
"S0[113,1]",0.967783975,0.978891,0.9827735,0.9857945,0.9906390500000001,1.0014206363766662,5297.504283318916,5303.268070372509,2013,0,2013,S0
"S0[114,1]",0.9209697,0.952284,0.9639925,0.9745705,0.9891649250000001,1.0009987630687005,5411.1551746702635,5273.155695287784,2014,0,2014,S0
"S0[99,2]",0.8898195000000001,0.9194060000000001,0.933353,0.94709775,0.968507675,1.0004968547426836,4760.762319295477,5622.901663875122,1999,1,2000,S0
"S0[100,2]",0.8801007500000001,0.9135577500000001,0.9304699999999999,0.947176,0.9778961999999999,1.0005804154584403,5079.940892033504,5306.362328185903,2000,1,2001,S0
"S0[101,2]",0.8913089750000001,0.91416075,0.9255585,0.9358265,0.9533651499999999,1.0000070060537432,4892.041099124302,5126.701348147187,2001,1,2002,S0
"S0[102,2]",0.896782875,0.923316,0.935598,0.9454925000000001,0.963478425,1.0003579315667055,5474.045389972723,5430.637855531333,2002,1,2003,S0
"S0[103,2]",0.8987854000000001,0.9193235,0.9298375,0.938828,0.9526952,1.0005336082428513,5195.032993143876,5431.530077385849,2003,1,2004,S0
"S0[104,2]",0.89421985,0.9194407499999999,0.9360014999999999,0.9474885000000001,0.96301127499999994,0.9998614491121589,5422.837533021087,5599.778210988849,2004,1,2005,S0
"S0[105,2]",0.92260395,0.936033,0.9423155,0.9481612500000001,0.95796785,1.0006885927434643,5449.396100297944,5294.072325603782,2005,1,2006,S0
"S0[106,2]",0.8431886749999999,0.87103925,0.8839345,0.896748,0.92020685,1.0003079838703646,5335.218305915654,5293.1260880492755,2006,1,2007,S0
"S0[107,2]",0.8251405749999999,0.8603585,0.874714,0.88737275,0.908560625,0.9999404158574301,5485.156329136707,5028.86401749871,2007,1,2008,S0
"S0[108,2]",0.887685675,0.93306725,0.945047,0.952813,0.96465965,1.0003247923906018,5258.019309442823,5305.267970218831,2008,1,2009,S0
"S0[109,2]",0.9330391,0.9491909999999999,0.9548635000000001,0.9593545,0.966965,0.9997483584106127,5493.571416944112,5468.566240898977,2009,1,2010,S0
"S0[110,2]",0.94596395,0.95766875,0.9619329999999999,0.96575225,0.9728720499999999,1.000649458810969,4566.254761511353,5325.13084698192,2010,1,2011,S0
"S0[111,2]",0.9124005500000001,0.94144975,0.9525635,0.960169,0.9719669,1.0017762117148317,5324.19253881366,5388.354512066732,2011,1,2012,S0
