variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,cohort,age,year,S
"S0[100,1]",0.9693856000000001,0.9756969999999999,0.9794645,0.98272525,0.986869,1.0020076214678473,5010.350755594215,4940.021875363097,2000,0,2000,S0
"S0[101,1]",0.9693939500000001,0.9748384999999999,0.977908,0.980705,0.985133,1.0004677013799224,5072.03331720539,5429.889717771275,2001,0,2001,S0
"S0[102,1]",0.97635745,0.9803307499999999,0.9820955,0.983732,0.9865643249999999,1.0015875000746024,5522.061187659166,5597.994150382505,2002,0,2002,S0
"S0[103,1]",0.978186925,0.98173125,0.9832814999999999,0.9847250000000001,0.987452075,1.001463684274071,5576.003162649789,5511.485947762178,2003,0,2003,S0
"S0[104,1]",0.9601316499999999,0.967011,0.9701525,0.97309175,0.97847675,1.0005857795521573,4768.528935606062,5457.316802060459,2004,0,2004,S0
"S0[105,1]",0.96017395,0.9667650000000001,0.969835,0.9731162499999999,0.978782,1.0014907021138326,4363.169362059296,4807.052583430672,2005,0,2005,S0
"S0[106,1]",0.9657288999999999,0.9709977500000001,0.973811,0.976564,0.98156405,1.0015125893328858,5488.393450463408,5200.175519711967,2006,0,2006,S0
"S0[107,1]",0.94178875,0.949612,0.9537555,0.9580595000000001,0.9660453,1.0018238663924446,5223.982446067068,5435.373067240716,2007,0,2007,S0
"S0[108,1]",0.950074575,0.95794925,0.962147,0.9659205,0.9731124,1.0028599079152376,3638.5964135402937,4053.0832822123552,2008,0,2008,S0
"S0[109,1]",0.967383325,0.9728285000000001,0.9755825,0.97822175,0.98299425,1.0021669542158387,4310.212353052093,5362.292995485363,2009,0,2009,S0
"S0[110,1]",0.9549466,0.96406375,0.967883,0.9711967499999999,0.97726655,1.0050067957758284,2009.9194095425773,783.6884139072903,2010,0,2010,S0
"S0[111,1]",0.95799795,0.966051,0.969571,0.9727595,0.978297025,1.0045704746406048,2242.2539653299823,769.0605973343224,2011,0,2011,S0
"S0[112,1]",0.9554294,0.9660987500000001,0.9696670000000001,0.9731395,0.9830370250000001,1.0041328595900767,3007.4069062403687,548.5792528988705,2012,0,2012,S0
"S0[113,1]",0.982263925,0.9863569999999999,0.987888,0.989349,0.99341935,1.0039999488403397,3040.722446317543,553.3035440091554,2013,0,2013,S0
"S0[114,1]",0.944462325,0.95906425,0.9676825,0.9767477499999999,0.99022515,1.001525476600879,5593.052920270741,5530.087152794307,2014,0,2014,S0
"S0[99,2]",0.9531517,0.9620799999999999,0.966505,0.97065925,0.97798595,1.001255473456249,5652.406223729513,5351.156165521324,1999,1,2000,S0
"S0[100,2]",0.9401109500000001,0.9514414999999999,0.957719,0.96358075,0.971592075,1.0001028503574212,5141.4918482860185,5351.726520527607,2000,1,2001,S0
"S0[101,2]",0.9508134250000001,0.95700075,0.96014,0.9632115,0.9687525499999999,1.001833815182983,4080.3313548981264,4888.201770509483,2001,1,2002,S0
"S0[102,2]",0.955235975,0.9624387500000001,0.9656855,0.9685819999999999,0.97411715,1.001557383658111,5560.516441211138,5428.215606069521,2002,1,2003,S0
"S0[103,2]",0.9426589000000001,0.9502039999999999,0.953799,0.9571892499999999,0.96316245,1.0011803873863605,4350.612786114452,5303.034016002926,2003,1,2004,S0
"S0[104,2]",0.92212145,0.93498775,0.94083,0.946838,0.9574015249999999,1.0010209850950849,4506.464607408784,5221.914905420109,2004,1,2005,S0
"S0[105,2]",0.9323304,0.9405595,0.9444455,0.948298,0.95575305,1.0009227630567232,5499.749592160716,5196.713440065424,2005,1,2006,S0
"S0[106,2]",0.910083575,0.9221575,0.928844,0.9356260000000001,0.94790535,1.0017762719358503,5332.157711322408,5037.398279700812,2006,1,2007,S0
"S0[107,2]",0.900720175,0.91198425,0.9176555,0.9230615,0.9326480500000001,1.0014060832020288,5299.06723962806,5267.129652344342,2007,1,2008,S0
"S0[108,2]",0.91927625,0.93208075,0.938585,0.94469,0.956217125,1.0026545939667557,3926.2531647257883,5577.945605336192,2008,1,2009,S0
"S0[109,2]",0.928485725,0.9393905,0.944085,0.948483,0.95643205,1.0058373126315707,1902.8356277141036,727.2075203329968,2009,1,2010,S0
"S0[110,2]",0.9150810749999999,0.93141025,0.938509,0.94468725,0.95605555,1.0047886306681377,2120.3767082120094,768.8531720070358,2010,1,2011,S0
"S0[111,2]",0.92326735,0.9351745,0.9400305,0.9448857500000001,0.95438775,1.0001410376918494,5040.965159297379,5063.173992247435,2011,1,2012,S0
"S0[112,2]",0.938847875,0.953009,0.9578994999999999,0.9626572499999999,0.9764982999999999,1.0041079953045862,2996.2538199714686,578.1966288886598,2012,1,2013,S0
"S0[113,2]",0.9318928,0.9474892500000001,0.9562035,0.9649795,0.978352225,1.0018312625274466,5631.380661919158,5642.556001885001,2013,1,2014,S0
"S0[98,3]",0.9418268,0.95167,0.956645,0.96158275,0.9699768999999999,1.0009896346488374,5554.115281727593,5227.35693889325,1998,2,2000,S0
"S0[99,3]",0.927844225,0.9389885,0.945019,0.95044425,0.9605790499999999,1.0013167171539366,5548.051705039654,5338.455045061374,1999,2,2001,S0
"S0[100,3]",0.923084925,0.93430725,0.94041,0.94598725,0.954878275,1.0004781461126588,5076.296151484263,5397.929519260037,2000,2,2002,S0
"S0[101,3]",0.932089,0.9399447500000001,0.943875,0.94789975,0.955239025,1.0021354997036847,4364.867729283229,5410.122402398915,2001,2,2003,S0
"S0[102,3]",0.9225885,0.9321189999999999,0.936759,0.941037,0.9481573000000001,1.001724060920755,4177.574795779588,5160.817165280449,2002,2,2004,S0
"S0[103,3]",0.90600405,0.9189287500000001,0.925081,0.9310704999999999,0.941887325,1.0014046086860746,4312.776688995503,5387.6866763163225,2003,2,2005,S0
"S0[104,3]",0.896577575,0.9099565000000001,0.9162545,0.9223105,0.933758125,1.0007792368781907,5355.930883867669,5556.224146489492,2004,2,2006,S0
"S0[105,3]",0.8807919,0.8940075000000001,0.90094,0.907652,0.92111105,1.0010557067096846,5583.931577531143,5429.259783266514,2005,2,2007,S0
"S0[106,3]",0.87187125,0.8861545,0.8937035,0.9006190000000001,0.913750225,1.0012556197699827,5473.624572598034,5419.025299500485,2006,2,2008,S0
"S0[107,3]",0.87322695,0.88811025,0.895266,0.90224325,0.9150335749999999,1.0018304525071258,5056.3632460411745,5007.47009237539,2007,2,2009,S0
"S0[108,3]",0.88369325,0.900764,0.9080625,0.9154614999999999,0.927963425,1.0054551927432056,2151.4112230117707,560.353635415155,2008,2,2010,S0
"S0[109,3]",0.89047175,0.90791175,0.9153800000000001,0.92222125,0.9349222250000001,1.0053720396271395,1993.1581192366841,718.7544143889436,2009,2,2011,S0
"S0[110,3]",0.8856135,0.90195075,0.909621,0.9170265,0.9303729,1.001484630757012,4344.469798772239,1952.5349341990468,2010,2,2012,S0
"S0[111,3]",0.907309825,0.92253425,0.928811,0.93446825,0.9465691,1.0003876679647228,5017.961955785966,4959.867187179657,2011,2,2013,S0
"S0[112,3]",0.8975847499999999,0.91740775,0.9273845000000001,0.93732025,0.95341305,1.002865959557416,4882.18093495139,5434.266245203053,2012,2,2014,S0
"S0[97,4]",0.931242825,0.9429272499999999,0.9485250000000001,0.95375025,0.9629993500000001,1.0033132498470496,4519.615675531377,896.3081980058626,1997,3,2000,S0
"S0[98,4]",0.9179767500000001,0.9294847500000001,0.9352750000000001,0.9410462500000001,0.9517986,1.0012257687379245,5419.5633510837515,5424.819271187823,1998,3,2001,S0
"S0[99,4]",0.910275875,0.92200175,0.927998,0.93353275,0.9435781,1.0017091787432348,5422.662671578209,5440.879844157869,1999,3,2002,S0
"S0[100,4]",0.906053225,0.918203,0.9242619999999999,0.9301875,0.94055495,1.0009350482564061,5162.484832020998,5388.75376500043,2000,3,2003,S0
"S0[101,4]",0.90054395,0.9108867500000001,0.9158375000000001,0.9203425,0.9288751,1.0026285470832428,3578.4983935854702,2255.5977015242743,2001,3,2004,S0
"S0[102,4]",0.8872100249999999,0.9016355,0.9084905000000001,0.91496175,0.926724075,1.0018280502600057,4064.5007181316173,4690.166912747869,2002,3,2005,S0
"S0[103,4]",0.880641825,0.89432925,0.9008505,0.9070324999999999,0.91845215,1.0011824963646014,5177.645594648477,5367.600422963823,2003,3,2006,S0
"S0[104,4]",0.84931375,0.86573075,0.873882,0.8818102499999999,0.89731375,1.0012893221675396,5571.77329900355,5391.679790453066,2004,3,2007,S0
"S0[105,4]",0.8430302749999999,0.858745,0.866601,0.874284,0.8889421000000001,1.0013435799404715,5418.040341110259,5308.308325557719,2005,3,2008,S0
"S0[106,4]",0.84624605,0.86327,0.871784,0.8801587500000001,0.89489065,1.0010372035975483,5338.580445818929,5423.67913663051,2006,3,2009,S0
"S0[107,4]",0.840373675,0.857649,0.866208,0.8743110000000001,0.8891867,1.004490253088674,3589.960400446864,1074.3347147169366,2007,3,2010,S0
"S0[108,4]",0.849994,0.87107,0.880287,0.8893467500000001,0.9048380250000001,1.0063175386407541,1888.5489795991862,734.1606669695457,2008,3,2011,S0
"S0[109,4]",0.8611128499999999,0.8792135,0.8874835000000001,0.8952089999999999,0.9094614750000001,1.0022560207798503,4049.64788217412,827.5037882397766,2009,3,2012,S0
"S0[110,4]",0.8720303749999999,0.8902464999999999,0.8986700000000001,0.906618,0.921461725,1.0005592692228984,4795.075822710773,5381.258922667814,2010,3,2013,S0
"S0[111,4]",0.86761805,0.88834625,0.898672,0.90919775,0.9269176499999999,1.0016759164467706,5423.710146266347,5272.543888949399,2011,3,2014,S0
"S0[96,5]",0.9176871499999999,0.9308587500000001,0.9368384999999999,0.943042,0.9531895,1.0024657448911989,4470.363777866082,4505.2327097939515,1996,4,2000,S0
"S0[97,5]",0.9076844,0.921063,0.9274355,0.9332795,0.9442237499999999,1.0048567326056896,3620.145711434251,683.1826002754822,1997,4,2001,S0
"S0[98,5]",0.9006989750000001,0.912433,0.918473,0.9244100000000001,0.93503565,1.001393451407301,5338.297037975878,5470.357568495466,1998,4,2002,S0
"S0[99,5]",0.893621925,0.9058459999999999,0.9121815,0.9184795,0.929473675,1.001899744446213,5417.087459470867,5490.866736445486,1999,4,2003,S0
