locId,ageMother,numInfant
11,11,1
11,12,7
11,13,27
11,14,163
11,15,354
11,16,634
11,17,911
11,18,1109
11,19,1352
11,20,1467
11,21,1435
11,22,1446
11,23,1482
11,24,1517
11,25,1570
11,26,1503
11,27,1390
11,28,1312
11,29,1225
11,30,1164
11,31,1088
11,32,1061
11,33,897
11,34,770
11,35,744
11,36,622
11,37,520
11,38,382
11,39,307
11,40,226
11,41,128
11,42,113
11,43,44
11,44,35
11,45,8
11,46,5
11,47,5
11,51,1
11,52,1
11,53,2
12,12,4
12,13,47
12,14,192
12,15,400
12,16,620
12,17,779
12,18,895
12,19,964
12,20,918
12,21,979
12,22,830
12,23,825
12,24,751
12,25,721
12,26,747
12,27,694
12,28,669
12,29,649
12,30,580
12,31,569
12,32,498
12,33,468
12,34,477
12,35,400
12,36,336
12,37,324
12,38,245
12,39,239
12,40,163
12,41,101
12,42,78
12,43,45
12,44,30
12,45,18
12,46,11
12,47,2
12,48,3
12,49,2
12,50,3
12,51,1
12,53,2
12,NA,1
13,11,4
13,12,38
13,13,272
13,14,934
13,15,1962
13,16,2907
13,17,3655
13,18,4186
13,19,4601
13,20,4540
13,21,4593
13,22,4410
13,23,4218
13,24,4037
13,25,3811
13,26,3617
13,27,3235
13,28,3000
13,29,2914
13,30,2812
13,31,2550
13,32,2335
13,33,2128
13,34,2043
13,35,1868
13,36,1613
13,37,1346
13,38,1178
13,39,920
13,40,660
13,41,452
13,42,300
13,43,222
13,44,113
13,45,62
13,46,35
13,47,14
13,48,16
13,49,4
13,50,1
13,51,1
13,52,2
13,53,1
13,55,1
13,56,1
13,58,1
13,59,1
13,NA,8
14,11,2
14,12,13
14,13,42
14,14,136
14,15,325
14,16,419
14,17,635
14,18,735
14,19,903
14,20,826
14,21,970
14,22,874
14,23,795
14,24,794
14,25,712
14,26,699
14,27,648
14,28,601
14,29,544
14,30,509
14,31,492
14,32,427
14,33,410
14,34,384
14,35,364
14,36,311
14,37,251
14,38,224
14,39,164
14,40,144
14,41,91
14,42,67
14,43,45
14,44,15
14,45,9
14,46,7
14,47,5
14,49,2
14,50,1
14,51,1
14,52,2
14,NA,22
15,8,1
15,9,1
15,10,4
15,11,18
15,12,62
15,13,379
15,14,1353
15,15,2893
15,16,4695
15,17,6221
15,18,7375
15,19,8320
15,20,8415
15,21,8508
15,22,8504
15,23,8154
15,24,7421
15,25,7363
15,26,6868
15,27,6323
15,28,5788
15,29,5455
15,30,5145
15,31,4690
15,32,4145
15,33,3730
15,34,3246
15,35,2916
15,36,2557
15,37,2213
15,38,1632
15,39,1257
15,40,968
15,41,698
15,42,428
15,43,239
15,44,153
15,45,84
15,46,40
15,47,27
15,48,11
15,49,12
15,50,7
15,51,8
15,52,6
15,53,1
15,54,2
15,59,1
15,99,1
15,NA,3
16,11,2
16,12,5
16,13,29
16,14,137
16,15,313
16,16,517
16,17,644
16,18,784
16,19,828
16,20,910
16,21,859
16,22,847
16,23,863
16,24,766
16,25,749
16,26,739
16,27,692
16,28,598
16,29,623
16,30,609
16,31,585
16,32,481
16,33,497
16,34,425
16,35,367
16,36,327
16,37,292
16,38,239
16,39,204
16,40,159
16,41,113
16,42,60
16,43,54
16,44,18
16,45,13
16,46,2
16,47,1
16,49,1
16,50,1
16,55,2
16,NA,1
17,11,3
17,12,14
17,13,60
17,14,164
17,15,401
17,16,670
17,17,946
17,18,1101
17,19,1235
17,20,1284
17,21,1366
17,22,1414
17,23,1286
17,24,1295
17,25,1252
17,26,1237
17,27,1177
17,28,1112
17,29,1075
17,30,1050
17,31,1018
17,32,907
17,33,782
17,34,731
17,35,634
17,36,546
17,37,495
17,38,336
17,39,294
17,40,231
17,41,146
17,42,84
17,43,55
17,44,20
17,45,11
17,46,6
17,47,7
17,48,2
17,53,1
17,55,1
21,11,13
21,12,59
21,13,279
21,14,1054
21,15,2446
21,16,3995
21,17,5068
21,18,6020
21,19,6810
21,20,6784
21,21,6881
21,22,6667
21,23,6396
21,24,6002
21,25,5735
21,26,5364
21,27,5230
21,28,4808
21,29,4597
21,30,4271
21,31,4159
21,32,3600
21,33,3270
21,34,2891
21,35,2540
21,36,2156
21,37,1741
21,38,1383
21,39,1062
21,40,740
21,41,505
21,42,355
21,43,190
21,44,115
21,45,55
21,46,27
21,47,25
21,48,8
21,49,7
21,50,1
21,51,1
21,52,2
21,53,3
21,57,1
21,63,1
22,11,2
22,12,11
22,13,96
22,14,308
