locId,ageMother,numInfant
11,11,2
11,12,7
11,13,44
11,14,171
11,15,393
11,16,705
11,17,1004
11,18,1221
11,19,1368
11,20,1531
11,21,1610
11,22,1545
11,23,1565
11,24,1604
11,25,1627
11,26,1455
11,27,1393
11,28,1405
11,29,1307
11,30,1269
11,31,1152
11,32,1068
11,33,852
11,34,768
11,35,710
11,36,618
11,37,485
11,38,414
11,39,285
11,40,184
11,41,139
11,42,90
11,43,45
11,44,28
11,45,15
11,46,5
11,47,6
11,48,1
12,11,1
12,12,7
12,13,57
12,14,232
12,15,437
12,16,686
12,17,825
12,18,953
12,19,931
12,20,962
12,21,931
12,22,874
12,23,783
12,24,750
12,25,759
12,26,749
12,27,658
12,28,706
12,29,626
12,30,619
12,31,526
12,32,502
12,33,497
12,34,458
12,35,403
12,36,378
12,37,327
12,38,252
12,39,221
12,40,149
12,41,104
12,42,74
12,43,46
12,44,19
12,45,16
12,46,15
12,47,2
12,48,1
12,49,1
12,52,1
12,56,1
12,NA,4
13,11,7
13,12,49
13,13,292
13,14,911
13,15,2025
13,16,3177
13,17,3785
13,18,4430
13,19,4514
13,20,4757
13,21,4491
13,22,4409
13,23,4288
13,24,4096
13,25,3621
13,26,3531
13,27,3014
13,28,2964
13,29,2833
13,30,2816
13,31,2735
13,32,2414
13,33,2264
13,34,2036
13,35,1870
13,36,1540
13,37,1282
13,38,1122
13,39,910
13,40,653
13,41,471
13,42,317
13,43,190
13,44,122
13,45,67
13,46,26
13,47,18
13,48,11
13,49,4
13,51,1
13,52,2
13,53,5
13,54,6
13,60,1
13,NA,10
14,11,5
14,12,17
14,13,53
14,14,154
14,15,320
14,16,422
14,17,594
14,18,706
14,19,776
14,20,761
14,21,770
14,22,774
14,23,749
14,24,701
14,25,682
14,26,636
14,27,558
14,28,558
14,29,532
14,30,465
14,31,461
14,32,428
14,33,418
14,34,343
14,35,317
14,36,268
14,37,215
14,38,185
14,39,139
14,40,106
14,41,84
14,42,43
14,43,32
14,44,19
14,45,10
14,46,5
14,47,1
14,48,1
14,49,1
14,50,2
14,51,1
14,54,1
14,55,2
14,NA,29
15,10,1
15,11,12
15,12,83
15,13,371
15,14,1420
15,15,3225
15,16,5153
15,17,6572
15,18,8017
15,19,8471
15,20,9057
15,21,8876
15,22,8848
15,23,8070
15,24,7884
15,25,7343
15,26,6951
15,27,6221
15,28,5902
15,29,5608
15,30,5122
15,31,4736
15,32,4244
15,33,3660
15,34,3288
15,35,2957
15,36,2486
15,37,1889
15,38,1627
15,39,1147
15,40,918
15,41,667
15,42,392
15,43,249
15,44,165
15,45,79
15,46,43
15,47,29
15,48,8
15,49,3
15,50,6
15,51,3
15,52,4
15,53,1
15,54,1
15,56,1
15,57,1
15,58,1
15,60,1
15,62,1
15,63,3
15,64,1
15,NA,1
16,12,6
16,13,45
16,14,144
16,15,339
16,16,603
16,17,704
16,18,851
16,19,949
16,20,923
16,21,887
16,22,881
16,23,871
16,24,825
16,25,768
16,26,728
16,27,675
16,28,630
16,29,622
16,30,597
16,31,555
16,32,539
16,33,463
16,34,421
16,35,404
16,36,343
16,37,268
16,38,236
16,39,204
16,40,111
16,41,94
16,42,73
16,43,42
16,44,27
16,45,22
16,46,7
16,47,5
16,51,1
16,NA,1
17,11,1
17,12,19
17,13,65
17,14,207
17,15,450
17,16,771
17,17,979
17,18,1208
17,19,1283
