locId,ageMother,numInfant
11,10,1
11,11,1
11,12,6
11,13,57
11,14,175
11,15,481
11,16,884
11,17,1216
11,18,1437
11,19,1656
11,20,1635
11,21,1627
11,22,1546
11,23,1588
11,24,1559
11,25,1513
11,26,1467
11,27,1366
11,28,1266
11,29,1165
11,30,1167
11,31,1018
11,32,854
11,33,754
11,34,632
11,35,484
11,36,387
11,37,331
11,38,249
11,39,204
11,40,131
11,41,93
11,42,58
11,43,34
11,44,30
11,45,14
11,46,5
11,47,2
11,49,1
11,51,1
11,54,1
11,55,1
12,10,1
12,12,10
12,13,65
12,14,198
12,15,557
12,16,808
12,17,967
12,18,983
12,19,1061
12,20,1050
12,21,938
12,22,869
12,23,896
12,24,859
12,25,798
12,26,788
12,27,705
12,28,728
12,29,643
12,30,640
12,31,600
12,32,522
12,33,465
12,34,405
12,35,352
12,36,263
12,37,227
12,38,190
12,39,130
12,40,122
12,41,76
12,42,71
12,43,35
12,44,22
12,45,14
12,46,3
12,47,4
12,48,2
12,49,2
12,51,1
12,52,1
12,53,2
12,57,1
12,59,1
13,10,1
13,11,8
13,12,47
13,13,320
13,14,1172
13,15,2254
13,16,3468
13,17,4340
13,18,4833
13,19,5226
13,20,5050
13,21,4726
13,22,4217
13,23,4036
13,24,3989
13,25,3943
13,26,3575
13,27,3305
13,28,3254
13,29,2987
13,30,2897
13,31,2525
13,32,2378
13,33,2029
13,34,1709
13,35,1447
13,36,1223
13,37,1064
13,38,866
13,39,659
13,40,521
13,41,363
13,42,255
13,43,147
13,44,85
13,45,43
13,46,19
13,47,17
13,48,10
13,49,8
13,50,5
13,51,6
13,52,5
13,53,2
13,54,3
13,55,1
13,NA,3
14,11,4
14,12,10
14,13,59
14,14,152
14,15,286
14,16,445
14,17,512
14,18,600
14,19,684
14,20,670
14,21,642
14,22,611
14,23,593
14,24,560
14,25,527
14,26,516
14,27,499
14,28,453
14,29,399
14,30,407
14,31,354
14,32,329
14,33,243
14,34,251
14,35,220
14,36,182
14,37,172
14,38,124
14,39,95
14,40,61
14,41,57
14,42,32
14,43,35
14,44,7
14,45,3
14,46,5
14,47,3
14,48,4
14,50,1
14,51,1
14,52,1
14,53,1
14,NA,4
15,10,2
15,11,10
15,12,76
15,13,522
15,14,1732
15,15,3863
15,16,6070
15,17,7691
15,18,8629
15,19,9565
15,20,9503
15,21,9448
15,22,8524
15,23,8097
15,24,7600
15,25,7243
15,26,6743
15,27,6215
15,28,5620
15,29,5016
15,30,4672
15,31,4223
15,32,3502
15,33,3000
15,34,2477
15,35,2068
15,36,1798
15,37,1425
15,38,1163
15,39,869
15,40,702
15,41,443
15,42,346
15,43,247
15,44,142
15,45,81
15,46,37
