state,Year,Age,severe,numcase
28,2000,2,Mild,32
28,2000,3,Mild,24
28,2000,4,Mild,32
28,2000,5,Mild,40
28,2000,6,Mild,37
28,2000,7,Mild,33
28,2000,8,Mild,54
28,2000,9,Mild,73
28,2000,10,Mild,69
28,2000,11,Mild,81
28,2000,12,Mild,98
28,2000,13,Mild,97
28,2000,14,Mild,105
28,2000,15,Mild,129
28,2000,16,Mild,148
28,2000,17,Mild,135
28,2000,18,Mild,166
28,2000,19,Mild,153
28,2000,20,Mild,157
28,2000,21,Mild,144
28,2000,22,Mild,194
28,2000,23,Mild,179
28,2000,24,Mild,168
28,2000,25,Mild,179
28,2000,26,Mild,160
28,2000,27,Mild,144
28,2000,27,Severe,1
28,2000,28,Mild,150
28,2000,29,Mild,156
28,2000,30,Mild,154
28,2000,31,Mild,152
28,2000,32,Mild,158
28,2000,33,Mild,161
28,2000,34,Mild,150
28,2000,35,Mild,132
28,2000,36,Mild,146
28,2000,37,Mild,106
28,2000,38,Mild,111
28,2000,39,Mild,125
28,2000,40,Mild,95
28,2000,41,Mild,109
28,2000,42,Mild,105
28,2000,43,Mild,101
28,2000,44,Mild,101
28,2000,45,Mild,94
28,2000,46,Mild,79
28,2000,47,Mild,73
28,2000,48,Mild,67
28,2000,49,Mild,71
28,2000,50,Mild,69
28,2000,51,Mild,65
28,2000,52,Mild,65
28,2000,53,Mild,49
28,2000,54,Mild,40
28,2000,55,Mild,51
28,2000,56,Mild,45
28,2000,57,Mild,41
28,2000,58,Mild,47
28,2000,59,Mild,44
28,2000,60,Mild,39
28,2000,61,Mild,27
28,2000,62,Mild,24
28,2000,63,Mild,30
28,2000,64,Mild,42
28,2000,65,Mild,20
28,2000,66,Mild,24
28,2000,67,Mild,23
28,2000,68,Mild,19
28,2000,69,Mild,30
28,2000,70,Mild,10
28,2000,71,Mild,15
28,2000,72,Mild,13
28,2000,73,Mild,6
28,2000,74,Mild,13
28,2000,75,Mild,8
28,2000,76,Mild,13
28,2000,77,Mild,6
28,2000,78,Mild,2
28,2000,79,Mild,6
28,2000,80,Mild,8
28,2000,81,Mild,3
28,2000,82,Mild,1
28,2000,83,Mild,2
28,2000,84,Mild,5
28,2000,85,Mild,2
28,2000,86,Mild,1
28,2000,87,Mild,2
28,2000,88,Mild,2
28,2000,90,Mild,2
28,2000,92,Mild,1
28,2000,98,Mild,1
28,2000,99,Mild,1
