state,Year,Age,severe,numcase
53,2000,6,Mild,1
53,2000,7,Mild,1
53,2000,8,Mild,1
53,2000,9,Mild,1
53,2000,10,Mild,1
53,2000,11,Mild,2
53,2000,12,Mild,3
53,2000,13,Mild,5
53,2000,14,Mild,1
53,2000,15,Mild,2
53,2000,16,Mild,2
53,2000,17,Mild,1
53,2000,18,Mild,2
53,2000,19,Mild,3
53,2000,20,Mild,4
53,2000,20,Severe,1
53,2000,21,Mild,4
53,2000,22,Mild,4
53,2000,23,Mild,4
53,2000,24,Mild,5
53,2000,25,Mild,5
53,2000,26,Mild,6
53,2000,27,Mild,3
53,2000,28,Mild,4
53,2000,29,Mild,2
53,2000,30,Mild,4
53,2000,31,Mild,4
53,2000,32,Mild,3
53,2000,33,Mild,3
53,2000,34,Mild,6
53,2000,36,Mild,5
53,2000,37,Mild,4
53,2000,38,Mild,6
53,2000,39,Mild,6
53,2000,40,Mild,3
53,2000,41,Mild,4
53,2000,42,Mild,6
53,2000,43,Mild,9
53,2000,44,Mild,4
53,2000,45,Mild,3
53,2000,46,Mild,1
53,2000,47,Mild,9
53,2000,48,Mild,3
53,2000,49,Mild,1
53,2000,50,Mild,3
53,2000,51,Mild,6
53,2000,52,Mild,9
53,2000,53,Mild,1
53,2000,54,Mild,3
53,2000,55,Mild,3
53,2000,56,Mild,3
53,2000,57,Mild,1
53,2000,58,Mild,1
53,2000,59,Mild,2
53,2000,60,Mild,3
53,2000,61,Mild,1
53,2000,62,Mild,1
53,2000,63,Mild,2
53,2000,64,Mild,2
53,2000,66,Mild,2
53,2000,67,Mild,1
53,2000,68,Mild,2
53,2000,69,Mild,1
53,2000,80,Mild,1
53,2000,88,Mild,1
53,2001,2,Mild,11
53,2001,3,Mild,9
53,2001,4,Mild,11
53,2001,5,Mild,9
53,2001,6,Mild,11
53,2001,7,Mild,5
53,2001,8,Mild,7
53,2001,9,Mild,12
53,2001,10,Mild,12
53,2001,11,Mild,15
53,2001,12,Mild,19
53,2001,13,Mild,19
53,2001,14,Mild,17
53,2001,15,Mild,19
53,2001,16,Mild,21
53,2001,17,Mild,31
53,2001,18,Mild,35
53,2001,19,Mild,40
53,2001,20,Mild,32
53,2001,21,Mild,40
53,2001,22,Mild,44
53,2001,23,Mild,58
53,2001,24,Mild,41
53,2001,25,Mild,55
53,2001,26,Mild,41
53,2001,27,Mild,47
53,2001,28,Mild,42
53,2001,29,Mild,58
53,2001,30,Mild,50
53,2001,31,Mild,30
53,2001,32,Mild,44
53,2001,33,Mild,41
53,2001,34,Mild,36
53,2001,35,Mild,29
53,2001,36,Mild,30
53,2001,37,Mild,33
53,2001,38,Mild,25
53,2001,39,Mild,22
53,2001,40,Mild,31
53,2001,41,Mild,29
53,2001,42,Mild,32
53,2001,43,Mild,30
53,2001,44,Mild,15
53,2001,45,Mild,19
53,2001,46,Mild,22
53,2001,47,Mild,29
53,2001,48,Mild,15
53,2001,49,Mild,15
53,2001,50,Mild,19
53,2001,51,Mild,11
53,2001,52,Mild,12
53,2001,53,Mild,17
53,2001,54,Mild,10
53,2001,55,Mild,13
53,2001,56,Mild,20
53,2001,57,Mild,10
53,2001,58,Mild,13
53,2001,59,Mild,11
53,2001,60,Mild,3
53,2001,61,Mild,12
53,2001,62,Mild,6
53,2001,63,Mild,1
53,2001,64,Mild,6
53,2001,65,Mild,8
53,2001,66,Mild,7
53,2001,67,Mild,1
53,2001,68,Mild,1
53,2001,69,Mild,2
53,2001,70,Mild,2
53,2001,72,Mild,3
53,2001,73,Mild,2
53,2001,74,Mild,2
53,2001,75,Mild,3
53,2001,76,Mild,1
53,2001,77,Mild,2
53,2001,78,Mild,1
53,2001,79,Mild,1
53,2001,84,Mild,1
53,2001,87,Mild,1
53,2002,2,Mild,8
53,2002,3,Mild,10
53,2002,4,Mild,16
53,2002,5,Mild,10
53,2002,6,Mild,9
53,2002,7,Mild,14
53,2002,8,Mild,13
53,2002,9,Mild,9
53,2002,10,Mild,13
53,2002,11,Mild,19
53,2002,12,Mild,21
53,2002,13,Mild,35
53,2002,14,Mild,34
53,2002,15,Mild,40
53,2002,16,Mild,48
53,2002,16,Severe,1
53,2002,17,Mild,44
53,2002,17,Severe,1
53,2002,18,Mild,48
53,2002,19,Mild,68
53,2002,20,Mild,60
53,2002,21,Mild,60
53,2002,22,Mild,57
53,2002,23,Mild,68
53,2002,24,Mild,47
53,2002,25,Mild,45
53,2002,26,Mild,62
53,2002,27,Mild,59
53,2002,28,Mild,53
53,2002,29,Mild,56
53,2002,30,Mild,44
53,2002,31,Mild,57
53,2002,32,Mild,47
