state,Year,Age,severe,numcase
15,2000,2,Mild,45
15,2000,2,Severe,1
15,2000,3,Mild,48
15,2000,4,Mild,58
15,2000,5,Mild,64
15,2000,6,Mild,71
15,2000,7,Mild,73
15,2000,8,Mild,77
15,2000,9,Mild,94
15,2000,10,Mild,114
15,2000,11,Mild,123
15,2000,12,Mild,116
15,2000,13,Mild,120
15,2000,14,Mild,140
15,2000,15,Mild,157
15,2000,16,Mild,157
15,2000,17,Mild,176
15,2000,18,Mild,198
15,2000,19,Mild,188
15,2000,20,Mild,229
15,2000,21,Mild,210
15,2000,22,Mild,201
15,2000,23,Mild,197
15,2000,24,Mild,199
15,2000,25,Mild,209
15,2000,26,Mild,194
15,2000,27,Mild,202
15,2000,28,Mild,209
15,2000,28,Severe,1
15,2000,29,Mild,225
15,2000,30,Mild,172
15,2000,31,Mild,192
15,2000,32,Mild,208
15,2000,33,Mild,179
15,2000,34,Mild,201
15,2000,35,Mild,179
15,2000,36,Mild,167
15,2000,37,Mild,188
15,2000,38,Mild,168
15,2000,39,Mild,154
15,2000,40,Mild,162
15,2000,41,Mild,144
15,2000,42,Mild,150
15,2000,43,Mild,131
15,2000,43,Severe,1
15,2000,44,Mild,124
15,2000,45,Mild,104
15,2000,46,Mild,115
15,2000,47,Mild,115
15,2000,48,Mild,98
15,2000,49,Mild,87
15,2000,50,Mild,88
15,2000,51,Mild,85
15,2000,51,Severe,1
15,2000,52,Mild,79
15,2000,53,Mild,80
15,2000,54,Mild,82
15,2000,55,Mild,68
15,2000,56,Mild,74
15,2000,57,Mild,68
15,2000,58,Mild,56
15,2000,59,Mild,54
15,2000,60,Mild,60
15,2000,61,Mild,41
15,2000,62,Mild,35
15,2000,63,Mild,43
15,2000,64,Mild,31
15,2000,65,Mild,31
15,2000,66,Mild,33
15,2000,67,Mild,30
15,2000,68,Mild,30
15,2000,69,Mild,15
15,2000,70,Mild,24
15,2000,71,Mild,15
15,2000,72,Mild,14
15,2000,73,Mild,9
15,2000,74,Mild,11
15,2000,75,Mild,20
15,2000,76,Mild,14
15,2000,77,Mild,6
15,2000,78,Mild,8
15,2000,79,Mild,6
15,2000,80,Mild,5
15,2000,81,Mild,4
15,2000,82,Mild,5
15,2000,83,Mild,4
15,2000,84,Mild,2
15,2000,85,Mild,1
15,2000,86,Mild,2
15,2000,87,Mild,1
15,2000,88,Mild,3
15,2000,90,Mild,1
15,2000,91,Mild,1
15,2000,92,Mild,1
15,2000,94,Mild,2
15,2000,97,Mild,2
15,2000,99,Mild,1
15,2000,114,Mild,1
15,2001,1,Mild,2
15,2001,2,Mild,106
15,2001,3,Mild,124
15,2001,4,Mild,139
15,2001,5,Mild,164
15,2001,5,Severe,1
15,2001,6,Mild,169
15,2001,7,Mild,161
15,2001,8,Mild,188
15,2001,9,Mild,228
15,2001,10,Mild,196
15,2001,11,Mild,254
15,2001,12,Mild,297
15,2001,13,Mild,308
15,2001,14,Mild,306
15,2001,15,Mild,354
15,2001,15,Severe,2
15,2001,16,Mild,422
15,2001,17,Mild,372
15,2001,18,Mild,407
15,2001,18,Severe,1
15,2001,19,Mild,446
15,2001,19,Severe,3
15,2001,20,Mild,428
15,2001,21,Mild,434
15,2001,22,Mild,411
15,2001,22,Severe,2
15,2001,23,Mild,401
15,2001,23,Severe,1
15,2001,24,Mild,386
15,2001,25,Mild,374
15,2001,26,Mild,373
15,2001,27,Mild,386
15,2001,28,Mild,385
15,2001,28,Severe,3
15,2001,29,Mild,331
15,2001,29,Severe,1
15,2001,30,Mild,322
15,2001,31,Mild,283
15,2001,32,Mild,336
15,2001,33,Mild,287
15,2001,34,Mild,302
15,2001,34,Severe,1
15,2001,35,Mild,278
15,2001,36,Mild,296
15,2001,36,Severe,1
15,2001,37,Mild,264
15,2001,38,Mild,260
15,2001,39,Mild,214
15,2001,40,Mild,267
15,2001,41,Mild,221
15,2001,42,Mild,212
15,2001,42,Severe,1
15,2001,43,Mild,206
15,2001,44,Mild,209
15,2001,44,Severe,1
15,2001,45,Mild,214
15,2001,46,Mild,184
15,2001,47,Mild,177
15,2001,48,Mild,167
15,2001,48,Severe,1
15,2001,49,Mild,161
15,2001,50,Mild,157
15,2001,51,Mild,155
15,2001,52,Mild,133
15,2001,52,Severe,1
15,2001,53,Mild,130
15,2001,54,Mild,116
15,2001,55,Mild,95
15,2001,56,Mild,93
15,2001,57,Mild,105
15,2001,58,Mild,98
15,2001,59,Mild,84
15,2001,60,Mild,76
15,2001,61,Mild,91
15,2001,62,Mild,56
15,2001,63,Mild,75
15,2001,64,Mild,82
15,2001,65,Mild,58
15,2001,66,Mild,61
15,2001,67,Mild,46
15,2001,68,Mild,56
15,2001,69,Mild,45
15,2001,70,Mild,57
15,2001,71,Mild,43
15,2001,72,Mild,37
15,2001,73,Mild,38
15,2001,74,Mild,30
15,2001,75,Mild,27
15,2001,76,Mild,24
15,2001,77,Mild,30
15,2001,78,Mild,19
15,2001,79,Mild,11
15,2001,80,Mild,13
15,2001,81,Mild,8
15,2001,82,Mild,6
15,2001,83,Mild,6
15,2001,84,Mild,9
15,2001,85,Mild,8
15,2001,86,Mild,3
15,2001,87,Mild,1
15,2001,88,Mild,5
15,2001,90,Mild,3
15,2001,91,Mild,2
15,2001,92,Mild,1
15,2001,94,Mild,1
15,2001,97,Mild,1
15,2002,2,Mild,66
15,2002,3,Mild,61
15,2002,4,Mild,80
15,2002,5,Mild,95
15,2002,5,Severe,2
15,2002,6,Mild,95
15,2002,6,Severe,1
15,2002,7,Mild,113
15,2002,8,Mild,113
15,2002,8,Severe,1
15,2002,9,Mild,151
15,2002,9,Severe,1
15,2002,10,Mild,156
15,2002,11,Mild,145
15,2002,11,Severe,3
15,2002,12,Mild,167
15,2002,12,Severe,1
15,2002,13,Mild,189
15,2002,14,Mild,190
15,2002,15,Mild,219
15,2002,15,Severe,1
15,2002,16,Mild,220
15,2002,17,Mild,226
15,2002,17,Severe,4
15,2002,18,Mild,247
15,2002,19,Mild,293
15,2002,19,Severe,4
15,2002,20,Mild,270
15,2002,20,Severe,1
15,2002,21,Mild,283
15,2002,21,Severe,2
15,2002,22,Mild,266
15,2002,23,Mild,244
15,2002,23,Severe,1
15,2002,24,Mild,296
15,2002,24,Severe,4
15,2002,25,Mild,257
15,2002,25,Severe,1
15,2002,26,Mild,254
15,2002,26,Severe,1
15,2002,27,Mild,262
15,2002,27,Severe,4
15,2002,28,Mild,248
15,2002,28,Severe,2
15,2002,29,Mild,215
15,2002,29,Severe,2
15,2002,30,Mild,230
15,2002,31,Mild,210
15,2002,32,Mild,210
15,2002,32,Severe,2
15,2002,33,Mild,208
15,2002,33,Severe,1
15,2002,34,Mild,217
15,2002,35,Mild,209
15,2002,35,Severe,1
15,2002,36,Mild,205
15,2002,37,Mild,192
15,2002,37,Severe,2
15,2002,38,Mild,188
15,2002,39,Mild,185
15,2002,40,Mild,160
15,2002,41,Mild,152
15,2002,41,Severe,2
15,2002,42,Mild,164
15,2002,43,Mild,151
15,2002,44,Mild,151
15,2002,45,Mild,136
15,2002,46,Mild,139
15,2002,46,Severe,1
15,2002,47,Mild,125
15,2002,47,Severe,1
15,2002,48,Mild,120
15,2002,48,Severe,1
15,2002,49,Mild,117
15,2002,49,Severe,2
15,2002,50,Mild,101
15,2002,50,Severe,1
15,2002,51,Mild,103
15,2002,52,Mild,108
15,2002,53,Mild,89
15,2002,53,Severe,1
15,2002,54,Mild,91
15,2002,54,Severe,2
15,2002,55,Mild,64
15,2002,55,Severe,1
15,2002,56,Mild,82
15,2002,57,Mild,66
15,2002,57,Severe,1
15,2002,58,Mild,76
15,2002,58,Severe,1
15,2002,59,Mild,64
15,2002,60,Mild,45
15,2002,60,Severe,1
15,2002,61,Mild,60
15,2002,62,Mild,64
15,2002,63,Mild,41
15,2002,64,Mild,48
15,2002,65,Mild,45
15,2002,65,Severe,1
15,2002,66,Mild,46
15,2002,67,Mild,39
15,2002,67,Severe,2
15,2002,68,Mild,28
15,2002,69,Mild,29
15,2002,69,Severe,1
15,2002,70,Mild,21
15,2002,71,Mild,25
15,2002,72,Mild,26
15,2002,73,Mild,19
15,2002,74,Mild,23
15,2002,75,Mild,16
15,2002,76,Mild,11
15,2002,77,Mild,15
15,2002,78,Mild,13
15,2002,79,Mild,9
15,2002,80,Mild,6
15,2002,81,Mild,4
15,2002,82,Mild,7
15,2002,83,Mild,6
15,2002,84,Mild,9
15,2002,85,Mild,5
15,2002,86,Mild,4
15,2002,87,Mild,5
15,2002,88,Mild,3
15,2002,89,Mild,6
15,2002,90,Mild,4
15,2002,92,Mild,1
15,2002,93,Mild,1
15,2003,2,Mild,52
15,2003,3,Mild,60
15,2003,3,Severe,1
15,2003,4,Mild,83
15,2003,4,Severe,2
15,2003,5,Mild,87
15,2003,5,Severe,1
15,2003,6,Mild,92
15,2003,7,Mild,96
15,2003,7,Severe,1
15,2003,8,Mild,102
15,2003,8,Severe,1
15,2003,9,Mild,103
15,2003,9,Severe,1
15,2003,10,Mild,129
15,2003,10,Severe,1
15,2003,11,Mild,146
15,2003,12,Mild,163
15,2003,12,Severe,1
15,2003,13,Mild,154
15,2003,13,Severe,3
15,2003,14,Mild,161
15,2003,14,Severe,7
15,2003,15,Mild,182
15,2003,15,Severe,2
15,2003,16,Mild,176
15,2003,16,Severe,4
15,2003,17,Mild,199
15,2003,17,Severe,3
15,2003,18,Mild,214
15,2003,18,Severe,1
15,2003,19,Mild,220
15,2003,19,Severe,4
15,2003,20,Mild,229
15,2003,20,Severe,5
15,2003,21,Mild,214
15,2003,21,Severe,1
15,2003,22,Mild,233
15,2003,22,Severe,1
15,2003,23,Mild,199
15,2003,23,Severe,1
15,2003,24,Mild,188
15,2003,24,Severe,5
15,2003,25,Mild,194
15,2003,25,Severe,2
15,2003,26,Mild,195
15,2003,26,Severe,6
15,2003,27,Mild,177
15,2003,27,Severe,4
15,2003,28,Mild,186
15,2003,28,Severe,3
15,2003,29,Mild,191
15,2003,29,Severe,5
15,2003,30,Mild,160
15,2003,30,Severe,6
15,2003,31,Mild,139
15,2003,31,Severe,6
15,2003,32,Mild,177
15,2003,32,Severe,2
15,2003,33,Mild,177
15,2003,34,Mild,160
15,2003,34,Severe,1
15,2003,35,Mild,157
15,2003,35,Severe,1
15,2003,36,Mild,142
15,2003,36,Severe,1
15,2003,37,Mild,120
15,2003,37,Severe,2
15,2003,38,Mild,156
15,2003,38,Severe,4
15,2003,39,Mild,140
15,2003,39,Severe,5
15,2003,40,Mild,160
15,2003,40,Severe,3
15,2003,41,Mild,110
15,2003,41,Severe,1
15,2003,42,Mild,142
15,2003,42,Severe,3
15,2003,43,Mild,112
15,2003,43,Severe,6
15,2003,44,Mild,115
15,2003,44,Severe,3
15,2003,45,Mild,113
15,2003,45,Severe,3
15,2003,46,Mild,109
15,2003,46,Severe,1
15,2003,47,Mild,116
15,2003,47,Severe,3
15,2003,48,Mild,97
15,2003,48,Severe,2
15,2003,49,Mild,98
15,2003,49,Severe,3
15,2003,50,Mild,95
15,2003,50,Severe,2
15,2003,51,Mild,83
15,2003,51,Severe,3
15,2003,52,Mild,80
15,2003,52,Severe,3
15,2003,53,Mild,86
15,2003,53,Severe,1
15,2003,54,Mild,76
15,2003,54,Severe,2
15,2003,55,Mild,74
15,2003,55,Severe,4
15,2003,56,Mild,59
15,2003,57,Mild,57
15,2003,57,Severe,4
15,2003,58,Mild,68
15,2003,58,Severe,1
15,2003,59,Mild,57
15,2003,59,Severe,1
15,2003,60,Mild,62
15,2003,61,Mild,34
15,2003,62,Mild,43
15,2003,62,Severe,1
15,2003,63,Mild,43
15,2003,63,Severe,1
15,2003,64,Mild,38
15,2003,65,Mild,42
15,2003,66,Mild,37
15,2003,66,Severe,2
15,2003,67,Mild,25
15,2003,67,Severe,1
15,2003,68,Mild,28
15,2003,69,Mild,26
15,2003,70,Mild,32
