variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.023552857500000003,0.028458400000000002,0.040130804999999985,1.0518760365846347,142.35028562570253,178.12484032267486,lambda
binned_phi_a[1],0.62496995,0.7247345000000001,0.7971847499999999,1.0016746649751367,8740.743690768719,11557.609799957936,binned_phi_a
binned_phi_a[2],0.8408782,0.957957,0.998212125,1.000704804716361,13425.752626033225,19309.22304246207,binned_phi_a
binned_phi_a[3],0.697557125,0.7841009999999999,0.8416675,1.0009381949029013,11844.837376093543,10834.515473768124,binned_phi_a
binned_phi_a[4],0.707854925,0.786449,0.852396825,1.001406633000591,13271.847155972391,9881.841275842255,binned_phi_a
binned_phi_a[5],0.766766925,0.8494055,0.9224595499999999,1.0018300307091046,12475.90068477184,11124.58909718274,binned_phi_a
binned_phi_a[6],0.830050775,0.911629,0.9768098,1.0007564324675582,16089.210894246036,19815.887089554395,binned_phi_a
binned_phi_a[7],0.8848761,0.971393,0.998848,1.0063855363020682,2433.5263625655784,330.36415947609987,binned_phi_a
binned_phi_a[8],0.8237277749999999,0.931163,0.99511235,1.002646997088148,10484.328028259013,20093.581809836523,binned_phi_a
p_clinical_rel[1],0.0120079825,0.0211275,0.03418587999999997,1.0332585215013461,241.28595072164313,362.94108836912187,p_clinical_rel
p_clinical_rel[2],0.49159752500000004,0.6501185,0.7934328749999997,1.0100010789548979,1769.8778242507208,1572.3257739211874,p_clinical_rel
p_clinical_rel[3],1.3516412500000004e-91,9.19756e-12,0.5674287499999998,1.1197645979849897,66.34486806956167,114.92203368430239,p_clinical_rel
p_clinical_rel[4],0.0151233275,0.324733,0.8640796249999998,1.008145785458559,1992.5645661406822,13328.359649358283,p_clinical_rel
binned_phi_t[1],0.036736902499999995,0.0613886,0.10196614999999999,1.0213881554141637,398.6692914750246,324.73895274861013,binned_phi_t
binned_phi_t[2],0.09971119,0.160344,0.24047205,1.0248564213748101,342.8319134080792,386.2337647597929,binned_phi_t
binned_phi_t[3],0.050921447499999994,0.084385,0.12995617499999998,1.031413148162694,263.0702581091805,218.01368474019296,binned_phi_t
binned_phi_t[4],0.13916185,0.234594,0.33490367499999996,1.0386320552596315,204.97095970836838,207.13926315609157,binned_phi_t
binned_phi_t[5],0.252401925,0.3699025,0.5309836749999998,1.0032689004983983,5990.889980499336,19578.59338072372,binned_phi_t
binned_phi_t[6],0.381711925,0.5370305,0.717320275,1.0010086378805259,11662.796538243423,4906.594977135481,binned_phi_t
binned_phi_t[7],0.263801275,0.395956,0.5774451749999999,1.0105229675157468,1602.0626044660733,1735.0769035549658,binned_phi_t
binned_phi_t[8],0.05267261,0.1048955,0.2619438499999999,1.0144219823519844,740.3481924492925,722.2718591586812,binned_phi_t
psi_inv,0.0113056975,0.014015099999999999,0.0171454075,1.0061930148022176,3886.460299453356,16475.25564632591,psi_inv
p_clinical[1],0.007395547000000001,0.013623099999999999,0.0220775425,1.0148661697367574,693.0955300738179,4529.01650436252,p_clinical
p_clinical[2],0.49159752500000004,0.6501185,0.7934328749999997,1.0100010789548979,1769.8778242507208,1572.3257739211874,p_clinical
p_clinical[3],9.301674250000014e-92,5.9222750000000004e-12,0.33342097499999984,1.1190818528558382,66.545315538539,114.92203368430239,p_clinical
p_clinical[4],2.4090547500000007e-92,1.352035e-12,0.20694097499999992,1.115544727121977,68.51921417199101,116.9336070592495,p_clinical
