variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.0918405725,0.1401355,0.204893425,1.0050853798185098,1722.7714291823643,1386.9583953075644,lambda
binned_phi_a[1],0.31700895,0.431784,0.6016735499999998,1.0017646501463482,2725.2490086316784,1533.904055309055,binned_phi_a
binned_phi_a[2],0.3358564,0.43545100000000003,0.5851164,1.0019652345156818,2758.662352830309,2694.4671248384034,binned_phi_a
binned_phi_a[3],0.429855375,0.5233384999999999,0.625168,1.0010569201833388,3705.4830986661227,3549.3546476877477,binned_phi_a
binned_phi_a[4],0.631798725,0.7578075,0.870457075,1.0006460875412961,4768.107183831472,5050.657905545687,binned_phi_a
binned_phi_a[5],0.719856275,0.8484155,0.9587194499999999,1.0004160047408888,4932.39591630324,5236.705435282193,binned_phi_a
binned_phi_a[6],0.7824071250000001,0.9048285,0.987363075,1.0002347417787163,5092.538220410624,5235.362675664207,binned_phi_a
binned_phi_a[7],0.859104725,0.9687764999999999,0.998762025,0.9997961962598709,5027.377276421168,5176.872538989474,binned_phi_a
binned_phi_a[8],0.78684895,0.9159055,0.9942139249999999,0.999733576325238,5613.909441663612,5604.308516746172,binned_phi_a
p_clinical_rel[1],0.08001200250000001,0.109668,0.144397125,1.0020470102567662,3390.1069855758537,2726.177514243998,p_clinical_rel
p_clinical_rel[2],0.16542444999999997,0.282992,0.4678,1.0010727760801792,5134.477658352869,5274.199464306399,p_clinical_rel
p_clinical_rel[3],0.379246975,0.620541,0.8221728999999999,1.0013565630201469,2780.14148793779,1943.6806752046887,p_clinical_rel
p_clinical_rel[4],0.449926325,0.8011295,0.9688050500000001,1.0019136968832714,3303.1862298966453,3032.39839494817,p_clinical_rel
binned_phi_t[1],0.125545,0.21718500000000002,0.3847207749999998,1.0019913050278237,4921.131603009807,5266.761808599169,binned_phi_t
binned_phi_t[2],0.062596865,0.13766899999999999,0.3196876249999998,1.0000011262266335,4606.865230791023,5010.584474700692,binned_phi_t
binned_phi_t[3],0.006063774,0.0130171,0.027322812499999995,1.0015740284277477,3092.122981008776,4428.407913022329,binned_phi_t
binned_phi_t[4],0.01815602,0.0330964,0.061838297499999986,1.0002136199305933,4746.534270993261,5230.918649941744,binned_phi_t
binned_phi_t[5],0.07927796250000001,0.1636715,0.28962562499999994,1.0023982354847276,3874.369226563228,2976.488961291116,binned_phi_t
binned_phi_t[6],0.14121495,0.27549650000000003,0.47369877499999996,1.002394190802258,4020.16086696849,3505.738572938156,binned_phi_t
binned_phi_t[7],0.050182335,0.129051,0.2987812999999998,1.0022961839537399,2714.3013098204465,4614.454573284606,binned_phi_t
binned_phi_t[8],0.014741845,0.03902775,0.17192975,0.999803142058491,4386.847112002222,4984.929423357636,binned_phi_t
psi_inv,0.0106091075,0.016331449999999997,0.0225545175,1.0014930091020078,2470.807475485154,3043.244982746418,psi_inv
p_clinical[1],0.01702488,0.030953849999999998,0.05321640749999997,1.0009419532061008,5436.835613054508,5387.671956884611,p_clinical
p_clinical[2],0.16542444999999997,0.282992,0.4678,1.0010727760801792,5134.477658352869,5274.199464306399,p_clinical
p_clinical[3],0.08597566,0.1708085,0.3211750999999999,1.0018994331826407,2710.4661347101965,1953.8730445378874,p_clinical
p_clinical[4],0.0541683475,0.132202,0.27019922499999993,1.0020083842564083,2689.321221187054,1796.5607638361955,p_clinical
