variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.022531112500000002,0.02887965,0.0374224075,0.9998830632804665,5234.758440188133,5339.637747472392,lambda
binned_phi_a[1],0.46021755000000003,0.617084,0.8115275249999999,0.9998188235824181,5112.420961044929,5314.307794436472,binned_phi_a
binned_phi_a[2],0.5095794749999999,0.660292,0.8336522249999999,0.9996727557178426,5053.797044113355,5161.651788021939,binned_phi_a
binned_phi_a[3],0.515656625,0.634924,0.7664607,0.9996892208718543,4921.219644654986,5100.308360630554,binned_phi_a
binned_phi_a[4],0.5584119,0.6672495,0.7765271249999999,0.9997829174750401,5002.848600275464,5087.348388698456,binned_phi_a
binned_phi_a[5],0.699558175,0.8147725,0.9193870499999999,1.000033749167866,5083.785755883643,5476.592459087026,binned_phi_a
binned_phi_a[6],0.803970325,0.9187075,0.9939111749999999,1.0003280091413445,4872.062476213129,5128.285957095732,binned_phi_a
binned_phi_a[7],0.8546744000000001,0.9544600000000001,0.997394125,0.9999455636301142,5271.197021730336,5421.759345657905,binned_phi_a
binned_phi_a[8],0.931482875,0.9859024999999999,0.9995270500000001,1.0001391445298025,5788.367097355237,5590.127857163255,binned_phi_a
p_clinical_rel[1],7.943266249999999e-4,0.00503558,0.01387852,1.000313110094679,5747.68779644023,5338.911407608665,p_clinical_rel
p_clinical_rel[2],0.688063875,0.803759,0.89575505,1.001334406143188,5751.159696588525,5427.349287136499,p_clinical_rel
p_clinical_rel[3],0.53737995,0.725535,0.8601461749999999,1.0008032831834306,5674.483593277188,5366.2449121317095,p_clinical_rel
p_clinical_rel[4],0.27227707500000004,0.7897025,0.9718166,1.0014682996795115,5312.506930150463,5170.57146320953,p_clinical_rel
binned_phi_t[1],0.44177815,0.615437,0.7905357000000001,1.0005019609845298,5670.535868207891,5347.119626320767,binned_phi_t
binned_phi_t[2],0.5576255750000001,0.7051925,0.844314075,1.0004174180600518,5480.010668462653,5596.030012912895,binned_phi_t
binned_phi_t[3],0.42226164999999993,0.5654969999999999,0.7262433750000001,0.9997849207267047,5822.126090751685,5631.948244367969,binned_phi_t
binned_phi_t[4],0.1676065,0.23843599999999998,0.3427179499999998,0.9993959317382383,5542.65648027012,5475.000111790628,binned_phi_t
binned_phi_t[5],0.043961415,0.0587033,0.08304024,1.0008333303427552,5562.233515123681,5578.418358084801,binned_phi_t
binned_phi_t[6],0.0989618825,0.142229,0.22555434999999996,1.0001174416641867,5340.33752548845,5194.671856470245,binned_phi_t
binned_phi_t[7],0.0450096,0.064964,0.10417179999999995,0.9998962190710234,5550.242207850023,5401.696742762754,binned_phi_t
binned_phi_t[8],0.0287673775,0.06082435,0.22890012499999995,1.0003044533403538,5742.598162902414,5391.13340296739,binned_phi_t
psi_inv,0.00996576975,0.016819800000000003,0.024960134999999998,1.0008918635405366,5431.641632085067,5219.648123680369,psi_inv
p_clinical[1],6.293323e-4,0.0040319299999999995,0.011122839999999997,1.0004111420081976,5722.86922072979,5365.677091862164,p_clinical
p_clinical[2],0.688063875,0.803759,0.89575505,1.001334406143188,5751.159696588525,5427.349287136499,p_clinical
p_clinical[3],0.42847055,0.5784285,0.7096966499999999,1.00033572367812,5635.073067338341,5389.709765964868,p_clinical
p_clinical[4],0.14122007499999997,0.4450415,0.6287731750000001,1.0000934995225945,5520.350093876491,5431.5598423178,p_clinical
