variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.01321394,0.01574325,0.018861654999999998,1.0038658741258544,3861.211472528322,693.870467798779,lambda
binned_phi_a[1],0.775847925,0.889574,0.971417325,1.0014677346379126,4597.323651746834,5406.724073217711,binned_phi_a
binned_phi_a[2],0.851228125,0.960627,0.9982554499999999,1.0005023126474197,4952.496958755442,5112.850713590788,binned_phi_a
binned_phi_a[3],0.8331980250000001,0.9313024999999999,0.9859225,1.0011246619161118,4629.240558116797,5157.914777369887,binned_phi_a
binned_phi_a[4],0.812045075,0.9049875000000001,0.965191575,1.0039703055592355,2809.8269434073145,784.5726553886989,binned_phi_a
binned_phi_a[5],0.8463175249999999,0.9437180000000001,0.9941161,1.00128443086441,4776.318381996054,5430.05711361429,binned_phi_a
binned_phi_a[6],0.839280875,0.9534085,0.99747675,1.0015695952755634,3860.8032377874288,5316.330000364693,binned_phi_a
binned_phi_a[7],0.7380216749999999,0.8601274999999999,0.9540690499999999,1.0033016675243525,4533.455317295841,873.1829015492931,binned_phi_a
binned_phi_a[8],0.626323975,0.7591595,0.8929485249999999,1.0022167770493609,4806.46712751714,5461.235912543296,binned_phi_a
p_clinical_rel[1],0.018889135,0.02771885,0.037999152499999994,1.0041013854956515,5458.584001999014,5514.230339156815,p_clinical_rel
p_clinical_rel[2],0.29337827499999997,0.4304225,0.615216775,1.0009145675137554,5229.966982575551,5680.747266528869,p_clinical_rel
p_clinical_rel[3],2.233620249999999e-62,1.370005e-12,0.06335374749999986,1.0056343835446575,2038.0385794823458,794.7145858682337,p_clinical_rel
p_clinical_rel[4],0.012023434999999999,0.2865665,0.8388810999999999,1.0003426454333897,5525.1147481607695,5120.708367635067,p_clinical_rel
binned_phi_t[1],0.1979621,0.31984650000000003,0.5128892999999998,1.001023059020693,5210.433460148824,5026.0263158600665,binned_phi_t
binned_phi_t[2],0.175112525,0.27354,0.4196228749999999,1.001710615514785,5493.108676499409,5686.688335905576,binned_phi_t
binned_phi_t[3],0.06857165,0.1078065,0.17898844999999994,1.000308885182229,5281.742362917151,5386.6954516266715,binned_phi_t
binned_phi_t[4],0.06338533,0.0977744,0.15570972499999997,1.0009815090296916,5276.781051725422,5515.850819768766,binned_phi_t
binned_phi_t[5],0.0737803175,0.114958,0.18540607499999995,1.0015996891093677,5426.996611745036,5302.782262801272,binned_phi_t
binned_phi_t[6],0.13671325,0.220076,0.352282375,1.0032490573869397,3587.5395120628273,1565.2523359172994,binned_phi_t
binned_phi_t[7],0.123552825,0.200791,0.38328882499999983,1.0029604027898396,2680.6335456232614,594.2322222923028,binned_phi_t
binned_phi_t[8],0.022598280000000002,0.04658215,0.1635412749999999,1.0030509797672746,5611.641766544625,5635.794612618292,binned_phi_t
psi_inv,0.00300003175,0.0053808499999999995,0.008250232749999996,1.001082976835234,5229.685003759822,5455.154090137843,psi_inv
p_clinical[1],0.006919817,0.01184675,0.019364370000000002,1.001613939142748,5326.339437299367,5471.095148037088,p_clinical
p_clinical[2],0.29337827499999997,0.4304225,0.615216775,1.0009145675137554,5229.966982575551,5680.747266528869,p_clinical
p_clinical[3],1.1349767499999999e-62,6.12858e-13,0.02647207999999999,1.0051615682664565,2266.326202935369,791.5234952086128,p_clinical
p_clinical[4],3.0085182499999986e-63,1.40736e-13,0.00823957174999999,1.0054897273515369,2028.4602537945061,796.348316065417,p_clinical
