variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.039817475000000005,0.04912945,0.06416792499999999,1.0006786301572235,4528.100272201457,4356.099434791476,lambda
binned_phi_a[1],0.59328135,0.6779405000000001,0.740725225,1.0001650743505648,5218.351885937297,5107.407157388924,binned_phi_a
binned_phi_a[2],0.84051585,0.950638,0.99733025,1.0001203059218418,5092.459956496498,5353.318013375705,binned_phi_a
binned_phi_a[3],0.77226635,0.866598,0.9234627999999999,1.0000228818852437,5099.498024566667,5104.040550838693,binned_phi_a
binned_phi_a[4],0.80307925,0.8918075000000001,0.9537514499999998,0.999838722652357,4996.993084241344,5035.1353105560065,binned_phi_a
binned_phi_a[5],0.8318180499999999,0.917044,0.975040475,1.0008285944075668,5007.6963948787,5091.1612896437055,binned_phi_a
binned_phi_a[6],0.8611094749999999,0.9472309999999999,0.995087225,1.0010980560903875,5284.238683967998,5265.540754289099,binned_phi_a
binned_phi_a[7],0.8600331999999999,0.9473115000000001,0.993745325,1.0006816888938899,5252.539472146888,5228.08174123752,binned_phi_a
binned_phi_a[8],0.872896175,0.9669369999999999,0.99860515,0.999855820543372,5245.847933493277,5164.380770832275,binned_phi_a
p_clinical_rel[1],0.017504005,0.0265419,0.0367689975,1.0000242116426437,4733.17631053923,5208.536436874015,p_clinical_rel
p_clinical_rel[2],0.436734525,0.589044,0.7561919249999999,1.0005294983535715,5285.081204380731,4872.912689916421,p_clinical_rel
p_clinical_rel[3],0.241461275,0.534317,0.7495739749999997,0.999877824039844,4463.606994530685,2968.1863478760247,p_clinical_rel
p_clinical_rel[4],0.00276442525,0.07758229999999999,0.408003725,0.9999006479864839,4891.080271655641,4854.1221303509965,p_clinical_rel
binned_phi_t[1],0.0410194525,0.07111015000000001,0.18015479999999975,1.0003412081281924,5198.148881180527,5199.951776056098,binned_phi_t
binned_phi_t[2],0.05437643,0.08675295,0.1508048,1.0004376509637287,5106.931753076616,5514.555987945746,binned_phi_t
binned_phi_t[3],0.0871968375,0.155055,0.28332209999999963,0.9999088438733108,5002.7388152238,5353.618545442267,binned_phi_t
binned_phi_t[4],0.07746305499999999,0.1128315,0.16684217499999998,0.9998122965135603,5178.15826333405,5273.673120685799,binned_phi_t
binned_phi_t[5],0.1041112,0.15992050000000002,0.2462763249999999,1.0006285629576661,5352.965782025292,5310.921887465961,binned_phi_t
binned_phi_t[6],0.28434774999999995,0.4331205,0.6341023749999999,1.0004984016589744,5408.657203511244,4941.19234811924,binned_phi_t
binned_phi_t[7],0.186797875,0.263345,0.36562457499999995,0.9995889425760438,5404.662009991387,5351.795308030939,binned_phi_t
binned_phi_t[8],0.320377075,0.460808,0.6481219,1.000448684189772,5267.000514305323,5127.208897432552,binned_phi_t
psi_inv,0.00263563875,0.0037791300000000003,0.005127342499999998,1.0007721134698715,5181.387914803961,5261.557097844185,psi_inv
p_clinical[1],0.009790405,0.01556875,0.022935964999999996,1.000262619741526,5366.316620218491,5311.352166699266,p_clinical
p_clinical[2],0.436734525,0.589044,0.7561919249999999,1.0005294983535715,5285.081204380731,4872.912689916421,p_clinical
p_clinical[3],0.15050052500000002,0.3070855,0.457318425,0.9999563574243682,4229.046154227509,2945.972226730192,p_clinical
p_clinical[4],6.613336250000001e-4,0.0227237,0.12010392499999994,1.0002815356941455,4456.448911942418,3604.75596153703,p_clinical
