variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.013032095,0.016236050000000002,0.020990504999999996,1.0343009130737735,256.56188384772213,95.22071615472025,lambda
binned_phi_a[1],0.48343795,0.5973984999999999,0.7196993749999999,1.0057452739787895,3757.5139545593956,11811.779525361793,binned_phi_a
binned_phi_a[2],0.6355364500000001,0.7559115,0.8636931750000001,1.0042809417991188,5937.010028601479,10608.555548915527,binned_phi_a
binned_phi_a[3],0.778371225,0.9118725000000001,0.9924474,1.0216710708049874,4494.283964131312,9334.449667199786,binned_phi_a
binned_phi_a[4],0.80432985,0.9248354999999999,0.9940958249999998,1.0061677122050814,2428.39472676984,3866.8469024987126,binned_phi_a
binned_phi_a[5],0.8175908749999999,0.9199174999999999,0.990642075,1.00593471713062,1613.4122327668438,906.5286380724034,binned_phi_a
binned_phi_a[6],0.8612703,0.9571514999999999,0.997534175,1.0154088176828233,712.5037987569534,817.8945188771926,binned_phi_a
binned_phi_a[7],0.8427685750000001,0.9445520000000001,0.9963692999999999,1.0077203888761468,1380.7708696687223,640.0584709442229,binned_phi_a
binned_phi_a[8],0.8919661999999999,0.9754290000000001,0.9990011000000001,1.008581484300963,1556.3981578235419,1441.991140242643,binned_phi_a
p_clinical_rel[1],0.0209771825,0.0410057,0.06937913749999994,1.0046013922828705,2277.769575291038,2497.676392750164,p_clinical_rel
p_clinical_rel[2],0.599330075,0.7543205,0.866849375,1.040874878094192,177.1137390795018,85.11100899942271,p_clinical_rel
p_clinical_rel[3],8.486537250000001e-44,3.42948e-5,0.5679257749999997,1.040745224421275,188.98664806906476,103.31040454306334,p_clinical_rel
p_clinical_rel[4],0.0143821975,0.29914700000000005,0.84495835,1.0064092088663756,2836.5359355954447,16724.887273765416,p_clinical_rel
binned_phi_t[1],0.046629464999999995,0.09129535,0.22690267499999967,1.0251589522883733,315.86322439771754,685.8113705250568,binned_phi_t
binned_phi_t[2],0.0761059875,0.14921299999999998,0.3077203499999999,1.03987365845341,180.26327782403624,73.27643588346311,binned_phi_t
binned_phi_t[3],0.14694469999999998,0.24276799999999998,0.4032646749999996,1.045795042303415,154.72826807329565,40.71629528433145,binned_phi_t
binned_phi_t[4],0.058974185,0.08284605,0.12465209999999999,1.0085183694277184,2056.8075359053178,2238.1099566193952,binned_phi_t
binned_phi_t[5],0.283432975,0.389099,0.54037485,1.0042975080419323,3271.7290326291595,6546.955614640137,binned_phi_t
binned_phi_t[6],0.488177975,0.6403835,0.7967887499999999,1.0266540959148942,299.9182783015762,516.5940216181391,binned_phi_t
binned_phi_t[7],0.254883175,0.3749435,0.564711325,1.0118543201284584,759.5822717388636,2266.686961804739,binned_phi_t
binned_phi_t[8],0.36951059999999997,0.508556,0.6870146249999997,1.004493815250414,2916.1025518252573,1339.2307206582602,binned_phi_t
psi_inv,0.0260042875,0.03401625,0.043135757499999997,1.007523785916828,5669.716444124876,4621.8148806410345,psi_inv
p_clinical[1],0.0156626575,0.0305328,0.052442615,1.0033103691074465,3346.0800192106835,3191.0340243614014,p_clinical
p_clinical[2],0.599330075,0.7543205,0.866849375,1.040874878094192,177.1137390795018,85.11100899942271,p_clinical
p_clinical[3],6.481699500000002e-44,2.574775e-5,0.37854582499999995,1.030541943493488,288.43136821439543,359.73823265828867,p_clinical
p_clinical[4],1.1901602500000004e-44,6.123270000000001e-6,0.18593699999999966,1.015176265185265,1038.647926325088,879.7973583217623,p_clinical
