variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.0247446875,0.0306927,0.039532359999999996,1.0012432786347452,5061.49010322557,5266.406543628261,lambda
binned_phi_a[1],0.5040241499999999,0.67026,0.8327348249999998,0.9999445683872227,5137.912791900293,5159.978837297946,binned_phi_a
binned_phi_a[2],0.587913725,0.7471155,0.9008641,1.000187169126799,5292.412910780976,5350.803964394987,binned_phi_a
binned_phi_a[3],0.635295975,0.7759240000000001,0.8953535499999999,1.0011998393186046,5257.054425177802,5389.829177606612,binned_phi_a
binned_phi_a[4],0.719453875,0.84986950000000006,0.9448847749999999,1.0006390018909348,5130.393713487632,4899.07401809607,binned_phi_a
binned_phi_a[5],0.81744525,0.946885,0.997732275,1.0004496513399475,5326.707124276188,5370.998743365799,binned_phi_a
binned_phi_a[6],0.762429975,0.872862,0.9589075499999999,0.9998000580683453,5084.981711233848,5315.1278429979075,binned_phi_a
binned_phi_a[7],0.7369518,0.838497,0.94273605,1.001453536736893,5320.477698631681,5177.550909010176,binned_phi_a
binned_phi_a[8],0.9230381750000001,0.9844175,0.9994431749999999,1.0011358202721317,5192.1337148928205,5351.274900209665,binned_phi_a
p_clinical_rel[1],0.00366816525,0.013982399999999999,0.028943015,1.0006788836885503,5721.768830325779,5432.504517622642,p_clinical_rel
p_clinical_rel[2],0.6416486000000001,0.769267,0.87563665,1.0008226172134902,5390.854810231561,5140.985404159649,p_clinical_rel
p_clinical_rel[3],0.390703025,0.63314,0.808309625,1.00164490801101,5664.618172175434,5598.619322679174,p_clinical_rel
p_clinical_rel[4],0.11020009999999998,0.694177,0.954366175,1.0001700648539007,5518.944366546948,5472.372408314858,p_clinical_rel
binned_phi_t[1],0.61494865,0.7547919999999999,0.876693175,1.0010080191848891,5069.435607177915,5434.789958230747,binned_phi_t
binned_phi_t[2],0.202700425,0.2942275,0.42353994999999983,1.0000636793972795,5643.729593451657,5332.0562675452065,binned_phi_t
binned_phi_t[3],0.18992367500000001,0.28250200000000003,0.43869827499999986,1.001239617392073,4972.956889200178,4985.366598049516,binned_phi_t
binned_phi_t[4],0.08250148249999999,0.117578,0.17547449999999992,1.0013536672741337,5338.645361956137,5379.459618844862,binned_phi_t
binned_phi_t[5],0.14935815,0.193655,0.2553245,0.9995246642226415,5653.290146830814,5643.609600033468,binned_phi_t
binned_phi_t[6],0.2408845,0.3337905,0.49658259999999993,1.0007329300113756,5541.440186536167,5330.581408713705,binned_phi_t
binned_phi_t[7],0.09890809750000001,0.155195,0.29066032499999994,0.9994803076678535,5928.111760811197,5595.593725331887,binned_phi_t
binned_phi_t[8],0.0294118875,0.06176455,0.22902869999999986,1.000217323568732,5515.513664411536,5471.444807020702,binned_phi_t
psi_inv,0.01188295,0.01779445,0.024684554999999993,0.9999874305334704,5985.665536356075,5246.304013817775,psi_inv
p_clinical[1],0.002793174,0.010669850000000002,0.0225838475,1.0003910370813953,5778.366615962437,5473.733990064823,p_clinical
p_clinical[2],0.6416486000000001,0.769267,0.87563665,1.0008226172134902,5390.854810231561,5140.985404159649,p_clinical
p_clinical[3],0.2993017,0.48105050000000005,0.6334165749999999,1.001480700159203,5652.822760539013,5423.674726341498,p_clinical
p_clinical[4],0.0438473675,0.324144,0.5283104999999999,1.0002727972829848,5488.1306600854405,5229.486548372822,p_clinical
