variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.0374487075,0.04490865,0.0552415225,0.9993673861506398,5397.328333000399,5428.897383772682,lambda
binned_phi_a[1],0.5427982250000001,0.673082,0.8152764499999999,1.001683060387772,5492.47462408903,5387.249874775055,binned_phi_a
binned_phi_a[2],0.5670176499999999,0.6838249999999999,0.799414525,1.0019481293526584,5422.649486305792,5394.695051417712,binned_phi_a
binned_phi_a[3],0.6103973500000001,0.7176065,0.8118001749999999,1.0012341415129757,5341.81058107202,5377.808743606936,binned_phi_a
binned_phi_a[4],0.7417174000000001,0.860733,0.9499208249999999,1.0006218478271711,5218.430941377975,5320.496130387129,binned_phi_a
binned_phi_a[5],0.796284725,0.9112225,0.98470845,0.9998861811209194,5211.8841560155615,5214.384840076843,binned_phi_a
binned_phi_a[6],0.8471889,0.9541845,0.9976271250000001,1.0006769929314165,5214.667474562361,5019.63953607696,binned_phi_a
binned_phi_a[7],0.85959225,0.9641820000000001,0.998394725,1.0003157870308532,5189.792501195744,5212.730444279618,binned_phi_a
binned_phi_a[8],0.760312725,0.881107,0.9781062499999998,0.9996610778805834,4989.947102953816,5460.961011073079,binned_phi_a
p_clinical_rel[1],0.117366575,0.142658,0.1723112,1.0000349088595462,5413.120010780289,5585.1714184729335,p_clinical_rel
p_clinical_rel[2],0.20077307500000002,0.3251715,0.5062762,0.9996800420695301,5346.464464897109,5385.8486503276745,p_clinical_rel
p_clinical_rel[3],0.524080225,0.7170305,0.859767775,0.9998706178951051,5158.147680367384,5128.625991031419,p_clinical_rel
p_clinical_rel[4],0.14528877499999998,0.646571,0.9359704999999998,0.9997435823205332,5251.096141379719,5232.924194247961,p_clinical_rel
binned_phi_t[1],0.0175429,0.052175849999999996,0.18537657499999988,1.0001744852104792,5130.105422019876,5465.536335418858,binned_phi_t
binned_phi_t[2],0.0264173525,0.04572475,0.08410844249999998,1.0014287319413664,5220.860583307897,5308.6546822815835,binned_phi_t
binned_phi_t[3],0.008165472,0.014494549999999998,0.025929867499999995,0.9998225517748877,5309.666690609599,5258.430611051381,binned_phi_t
binned_phi_t[4],0.011708425,0.01962845,0.033616462499999986,0.9996385354112087,5538.169574804727,5427.959769679044,binned_phi_t
binned_phi_t[5],0.1903972,0.306871,0.48819319999999994,0.999414568064625,5418.573062315019,5225.8029075639215,binned_phi_t
binned_phi_t[6],0.202002175,0.32545100000000005,0.5163024499999999,0.9993822275963241,5465.079709212781,5370.817520668299,binned_phi_t
binned_phi_t[7],0.10539100000000001,0.198576,0.38830144999999994,1.0005012015889958,5342.645549227481,5352.822016731423,binned_phi_t
binned_phi_t[8],0.0252238425,0.060871999999999996,0.24026719999999988,0.9998344020873551,5179.395509375006,5000.268525543594,binned_phi_t
psi_inv,0.00695034675,0.00905995,0.011512815,1.000288070084086,5535.826388292819,5332.678705897542,psi_inv
p_clinical[1],0.028943165,0.0463026,0.07291046,0.9999980382628825,5358.77944831655,5268.729082581126,p_clinical
p_clinical[2],0.20077307500000002,0.3251715,0.5062762,0.9996800420695301,5346.464464897109,5385.8486503276745,p_clinical
p_clinical[3],0.13731172499999997,0.228695,0.3722293999999999,1.000013360409265,5411.843682593021,5381.8913740008275,p_clinical
p_clinical[4],0.02915256,0.1439715,0.278957075,1.000644358337809,5126.54744202822,5265.376762115175,p_clinical
