variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.031178167499999996,0.03924205,0.05168810749999999,1.0154944635607719,989.4342755137889,403.8843884753746,lambda
binned_phi_a[1],0.496516175,0.5958509999999999,0.6767135999999999,1.0025228945603757,4568.40014230713,8780.779108586154,binned_phi_a
binned_phi_a[2],0.765787925,0.90262,0.9923949249999998,1.0042565374785906,3574.42149172503,3027.1101947031993,binned_phi_a
binned_phi_a[3],0.6983688250000001,0.810825,0.8911090500000001,1.0043967487092125,3394.54906460735,1882.816478449925,binned_phi_a
binned_phi_a[4],0.7110764749999999,0.8130415,0.8891671750000001,1.0030796940164821,3690.9424519859526,3508.613726325721,binned_phi_a
binned_phi_a[5],0.7743759499999999,0.8758,0.9543480999999999,1.0028930200678132,3758.425244731631,3879.777322900533,binned_phi_a
binned_phi_a[6],0.803465775,0.900807,0.975781375,1.002486558018853,4294.884899870351,6193.164538903755,binned_phi_a
binned_phi_a[7],0.8375233000000001,0.9290915,0.9906393,1.0030429754375931,5038.183621337656,8892.791850483727,binned_phi_a
binned_phi_a[8],0.88378785,0.974274,0.9989840249999999,1.0013352944677945,7063.777943116791,11681.31677869007,binned_phi_a
p_clinical_rel[1],0.0121078575,0.02187935,0.03402062999999995,1.0095855603097406,2943.2538820379523,1124.705044924553,p_clinical_rel
p_clinical_rel[2],0.34228452499999995,0.4949055,0.670281375,1.0059191329365789,4472.981774549039,4877.35011209035,p_clinical_rel
p_clinical_rel[3],1.0925787750000033e-80,2.181335e-13,0.3749656749999989,1.0215507474945404,913.8685473410648,251.49159470370705,p_clinical_rel
p_clinical_rel[4],0.011520200000000003,0.290453,0.8393688999999998,1.00383361221083,4644.5320473898955,1978.9335227561119,p_clinical_rel
binned_phi_t[1],0.018908175,0.0330894,0.06912026249999995,1.0040019059802237,2994.6141293817423,2030.913737230978,binned_phi_t
binned_phi_t[2],0.10552469999999999,0.164744,0.260794675,1.003668030177812,3264.3238540872057,2025.8787635318652,binned_phi_t
binned_phi_t[3],0.009555889000000001,0.016135499999999997,0.03582298999999988,1.0052192893426088,2405.824566442599,2065.280776827085,binned_phi_t
binned_phi_t[4],0.251275725,0.39858099999999996,0.5802094999999999,1.004347328920139,4033.799988832789,1999.608561259029,binned_phi_t
binned_phi_t[5],0.00707441975,0.011258,0.018546629999999998,1.0024084091027796,5591.069079986666,6699.483909406856,binned_phi_t
binned_phi_t[6],0.23177965,0.34824849999999996,0.5059851749999998,1.0032649670475802,4860.238981701179,5353.780727141939,binned_phi_t
binned_phi_t[7],0.19983330000000002,0.302772,0.45659922499999994,1.003301628763877,4740.858414174943,2677.7104393987784,binned_phi_t
binned_phi_t[8],0.0875413575,0.15421449999999998,0.2989740749999999,1.001724125068425,6952.356141660716,13563.908589001046,binned_phi_t
psi_inv,0.0040776585,0.005476845,0.007270388499999998,1.0038669526836432,5187.133087815404,12646.24799985711,psi_inv
p_clinical[1],0.0053338757500000005,0.01077665,0.01806901,1.0025498269214286,5612.35263048087,9719.419258200951,p_clinical
p_clinical[2],0.34228452499999995,0.4949055,0.670281375,1.0059191329365789,4472.981774549039,4877.35011209035,p_clinical
p_clinical[3],5.761382250000008e-81,1.0684950000000001e-13,0.1548532999999999,1.0213355510956645,953.7321479238233,272.11203465342084,p_clinical
p_clinical[4],7.711685000000003e-82,2.53894e-14,0.05664368999999973,1.0183176801092382,1280.5429533954646,488.1570870058319,p_clinical
