variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.02684326,0.035460000000000005,0.06941234749999994,1.0070608516224362,2370.110040687657,1521.5895425082795,lambda
binned_phi_a[1],0.6959565249999999,0.9616695,0.998547,1.0048558208214016,2466.219354034432,1533.2633948984385,binned_phi_a
binned_phi_a[2],0.4874687,0.610729,0.6821582,1.0039565999468099,3041.064094893956,1775.7728962563615,binned_phi_a
binned_phi_a[3],0.42436505,0.5014585,0.5892681000000001,1.0032755872506247,4524.751536504786,1737.2218608634814,binned_phi_a
binned_phi_a[4],0.4751328,0.587701,0.741643175,1.0049886774879173,3310.6488460639625,3180.9464252896228,binned_phi_a
binned_phi_a[5],0.5442992249999999,0.6964855000000001,0.8802978249999996,1.0050188221175005,3089.962610737514,1552.3404425416559,binned_phi_a
binned_phi_a[6],0.613501125,0.8117655,0.98097525,1.0048385458645077,3168.1793767848862,2432.792216797826,binned_phi_a
binned_phi_a[7],0.612195275,0.839568,0.9835913000000001,1.0025464011421474,5119.759508092108,10108.856730474852,binned_phi_a
binned_phi_a[8],0.6322978,0.888368,0.99457105,1.0034008982501912,5253.9179970630885,15613.249805241938,binned_phi_a
p_clinical_rel[1],0.023505885,0.04263655,0.06996338999999997,1.0054685013264426,2469.723273169573,1980.0612593646158,p_clinical_rel
p_clinical_rel[2],0.09241664000000001,0.24162699999999998,0.4519195499999998,1.003430355616163,2867.411252443201,3535.787424805714,p_clinical_rel
p_clinical_rel[3],6.043728750000009e-42,3.15295e-7,0.36291302499999983,1.0095784793767641,1458.0407458244567,339.4609020535587,p_clinical_rel
p_clinical_rel[4],0.013471495,0.31327550000000004,0.8454367749999997,1.002052317154382,9182.279088754456,13038.207855437347,p_clinical_rel
binned_phi_t[1],0.09949426250000001,0.24529499999999999,0.4949439999999998,1.0025261188289663,5108.652752122568,5196.739452225635,binned_phi_t
binned_phi_t[2],0.10677727499999999,0.2434345,0.44617872499999983,1.0038325196352145,3753.538946697824,2837.279829513544,binned_phi_t
binned_phi_t[3],0.021504597499999997,0.0420533,0.07622393749999996,1.0041109913325073,3509.4902081987248,2568.763137299148,binned_phi_t
binned_phi_t[4],0.0541662225,0.1261135,0.292734075,1.0029566827534295,6056.481620811271,4230.25081479932,binned_phi_t
binned_phi_t[5],0.0095347945,0.0189362,0.0412469525,1.0025079100174719,3960.2931798223817,5079.870601620685,binned_phi_t
binned_phi_t[6],0.0947693875,0.1931205,0.37275412499999994,1.001190626033217,7851.013257609949,13682.735222559942,binned_phi_t
binned_phi_t[7],0.01448967,0.03023775,0.06722163749999993,1.0025913653996037,4160.3924139481815,2679.7133856174223,binned_phi_t
binned_phi_t[8],0.01101642,0.027226649999999998,0.13726284999999958,1.0020338073583013,5468.775039160018,2788.380825587082,binned_phi_t
psi_inv,0.017876114999999998,0.025842900000000002,0.035077245,1.0029247061480522,5159.989688062627,7610.179008993098,psi_inv
p_clinical[1],0.0037371547500000004,0.01002385,0.02135041749999999,1.002695570364886,4121.485154369751,2283.3806023807897,p_clinical
p_clinical[2],0.09241664000000001,0.24162699999999998,0.4519195499999998,1.003430355616163,2867.411252443201,3535.787424805714,p_clinical
p_clinical[3],1.5503915000000008e-42,7.4362e-8,0.09086794749999984,1.007822720738557,1651.5318964675794,386.69444168432227,p_clinical
p_clinical[4],3.502473000000005e-43,1.463865e-8,0.04388270249999995,1.008130191437424,1688.6302031464377,677.5380104683746,p_clinical
