variable,2.5%,50%,97.5%,rhat,ess_bulk,ess_tail,param
"lambda[1,1]",0.026338289999999997,0.0335346,0.04228476999999999,1.003223413481897,3413.922091448146,2854.086573774519,lambda
binned_phi_a[1],0.631662775,0.7862785000000001,0.9337529749999999,0.9997330641417064,5166.172233964461,5431.533625683052,binned_phi_a
binned_phi_a[2],0.716444275,0.8599135,0.9622147999999999,0.9996952676876789,5241.647659185614,5393.418654803099,binned_phi_a
binned_phi_a[3],0.8098437249999999,0.9439409999999999,0.9971959,1.0000606431590273,5679.614262853426,5554.192438661053,binned_phi_a
binned_phi_a[4],0.8290877,0.9387415,0.9941432,1.0004601111315485,5636.43790193323,5653.266031016255,binned_phi_a
binned_phi_a[5],0.832935775,0.9448624999999999,0.9967304499999999,0.9996268229457825,5314.820935846271,5507.820757743191,binned_phi_a
binned_phi_a[6],0.7967736000000001,0.9269355,0.994150975,1.0011856693220442,5285.396142590065,5462.512386063521,binned_phi_a
binned_phi_a[7],0.70778925,0.857965,0.980284575,1.0007341366094997,5547.131572759371,5628.810757807982,binned_phi_a
binned_phi_a[8],0.6412874750000002,0.8393575,0.98661525,1.0004782785453692,5204.289046440815,5254.892858270992,binned_phi_a
p_clinical_rel[1],0.0723892025,0.1079245,0.14722602499999998,1.002026456940716,3774.350333117011,4434.1004626478525,p_clinical_rel
p_clinical_rel[2],0.20017412499999998,0.3287295,0.5169358249999999,1.0009835074791662,5353.48835191406,5471.583545333418,p_clinical_rel
p_clinical_rel[3],1.1979097499999993e-7,0.443457,0.694237475,1.003701011090558,2333.2753568276194,1054.3442624565207,p_clinical_rel
p_clinical_rel[4],0.0312326275,0.503045,0.925501,0.9996404110378667,4978.682513052606,5387.763154137867,p_clinical_rel
binned_phi_t[1],0.0080149755,0.01691985,0.05711763999999997,1.000691297122905,4994.435296774466,5256.779196407952,binned_phi_t
binned_phi_t[2],0.073467485,0.14068999999999998,0.27023642499999995,1.0005571322027669,5340.0051548265765,5265.9326347377755,binned_phi_t
binned_phi_t[3],0.040088735,0.08138229999999999,0.16992652499999988,1.0007293056791922,5374.292301387474,5533.348464933718,binned_phi_t
binned_phi_t[4],0.04942279,0.08364655,0.14248095,1.0015325017800012,5254.93128856779,5214.438354594315,binned_phi_t
binned_phi_t[5],0.046468670000000004,0.1131875,0.2099302,1.0001250943773266,5060.307319785338,5178.869975591178,binned_phi_t
binned_phi_t[6],0.2402022,0.390727,0.6050035249999998,1.0004026351171595,5527.124068161958,5475.236644694043,binned_phi_t
binned_phi_t[7],0.0722270525,0.147848,0.290463875,1.000262974663685,5259.760288264689,5226.447359235538,binned_phi_t
binned_phi_t[8],0.03581773,0.08695305,0.27858117499999985,1.001095896614892,5434.154621788015,5446.408031148482,binned_phi_t
psi_inv,0.0046653575,0.009989535,0.016699887499999986,0.9995784891398127,4290.114289220823,5108.748590508153,psi_inv
p_clinical[1],0.019634115,0.0352433,0.060213684999999996,1.000194428170609,5369.126042212249,5424.631867336743,p_clinical
p_clinical[2],0.20017412499999998,0.3287295,0.5169358249999999,1.0009835074791662,5353.48835191406,5471.583545333418,p_clinical
p_clinical[3],5.571697249999995e-8,0.1373455,0.2614657249999999,1.0024076825205348,2360.010894088464,1048.5817505232958,p_clinical
p_clinical[4],1.3106064999999998e-8,0.06479285000000001,0.185436,1.0024473477560851,2463.2928317492856,1025.5204133962663,p_clinical
