state,year,age,numpop
22,2000,0,65241
22,2000,1,65573
22,2000,2,65740
22,2000,3,65711
22,2000,4,65602
22,2001,0,65099
22,2001,1,65541
22,2001,2,65802
22,2001,3,65869
22,2001,4,65781
22,2002,0,64236
22,2002,1,64697
22,2002,2,65064
22,2002,3,65258
22,2002,4,65330
22,2003,0,62493
22,2003,1,62962
22,2003,2,63467
22,2003,3,63886
22,2003,4,64171
22,2004,0,60544
22,2004,1,61035
22,2004,2,61664
22,2004,3,62312
22,2004,4,62901
22,2005,0,58921
22,2005,1,59415
22,2005,2,60176
22,2005,3,61081
22,2005,4,61982
22,2006,0,56879
22,2006,1,57356
22,2006,2,58207
22,2006,3,59318
22,2006,4,60495
22,2007,0,55116
22,2007,1,55572
22,2007,2,56438
22,2007,3,57698
22,2007,4,59144
22,2008,0,53956
22,2008,1,54296
22,2008,2,55181
22,2008,3,56520
22,2008,4,58126
22,2009,0,52852
22,2009,1,53069
22,2009,2,53872
22,2009,3,55172
22,2009,4,56795
22,2000,5,64755
22,2000,6,64513
22,2000,7,64342
22,2000,8,64429
22,2000,9,64889
22,2001,5,64454
22,2001,6,64174
22,2001,7,63926
22,2001,8,63933
22,2001,9,64347
22,2002,5,64393
22,2002,6,64155
22,2002,7,63911
22,2002,8,63837
22,2002,9,64130
22,2003,5,64374
22,2003,6,64302
22,2003,7,64145
22,2003,8,63998
22,2003,9,64119
22,2004,5,64132
22,2004,6,64336
22,2004,7,64316
22,2004,8,64183
22,2004,9,64135
22,2005,5,63534
22,2005,6,64060
22,2005,7,64268
22,2005,8,64211
22,2005,9,64053
22,2006,5,63034
22,2006,6,63955
22,2006,7,64456
22,2006,8,64561
22,2006,9,64398
22,2007,5,61818
22,2007,6,63026
22,2007,7,63826
22,2007,8,64175
22,2007,9,64142
22,2008,5,59801
22,2008,6,61239
22,2008,7,62314
22,2008,8,62968
22,2008,9,63194
22,2009,5,57673
22,2009,6,59262
22,2009,7,60543
22,2009,8,61555
22,2009,9,62122
22,2000,10,68638
22,2000,11,69896
22,2000,12,71332
22,2000,13,72697
22,2000,14,73711
22,2001,10,66424
22,2001,11,67762
22,2001,12,69359
22,2001,13,70961
22,2001,14,72281
22,2002,10,64577
22,2002,11,65809
22,2002,12,67347
22,2002,13,68989
22,2002,14,70469
22,2003,10,63223
22,2003,11,64209
22,2003,12,65471
22,2003,13,66958
22,2003,14,68426
22,2004,10,62520
22,2004,11,63096
22,2004,12,64016
22,2004,13,65211
22,2004,14,66522
22,2005,10,62466
22,2005,11,62646
22,2005,12,63145
22,2005,13,63954
22,2005,14,64991
22,2006,10,62764
22,2006,11,62636
22,2006,12,62745
22,2006,13,63136
22,2006,14,63823
22,2007,10,63184
22,2007,11,62895
22,2007,12,62756
22,2007,13,62756
22,2007,14,63085
22,2008,10,63506
22,2008,11,63221
22,2008,12,62923
22,2008,13,62736
22,2008,14,62783
22,2009,10,63406
22,2009,11,63306
22,2009,12,63066
22,2009,13,62825
22,2009,14,62695
22,2000,15,71582
22,2000,16,71496
22,2000,17,70520
22,2000,18,68662
22,2000,19,66041
22,2001,15,72263
22,2001,16,72353
22,2001,17,71552
22,2001,18,69802
22,2001,19,67211
22,2002,15,72260
22,2002,16,72622
22,2002,17,72110
22,2002,18,70658
22,2002,19,68339
22,2003,15,71560
22,2003,16,72201
22,2003,17,72072
22,2003,18,71078
22,2003,19,69246
22,2004,15,70128
22,2004,16,70991
22,2004,17,71258
22,2004,18,70798
22,2004,19,69590
22,2005,15,68024
22,2005,16,68998
22,2005,17,69588
22,2005,18,69608
22,2005,19,69059
22,2006,15,65777
22,2006,16,66727
22,2006,17,67509
22,2006,18,67936
22,2006,19,67871
22,2007,15,63841
22,2007,16,64634
22,2007,17,65431
22,2007,18,66041
22,2007,19,66290
22,2008,15,62354
22,2008,16,62888
22,2008,17,63524
22,2008,18,64103
22,2008,19,64451
22,2009,15,61485
22,2009,16,61706
22,2009,17,62055
22,2009,18,62438
22,2009,19,62679
22,2000,20,63051
22,2000,21,59558
22,2000,22,56016
22,2000,23,52643
22,2000,24,49599
22,2001,20,64645
22,2001,21,61033
22,2001,22,57343
22,2001,23,53822
22,2001,24,50650
22,2002,20,65567
22,2002,21,62128
22,2002,22,58539
22,2002,23,55052
22,2002,24,51866
22,2003,20,65968
22,2003,21,62949
22,2003,22,59671
22,2003,23,56378
22,2003,24,53275
22,2004,20,66144
22,2004,21,63691
22,2004,22,60859
22,2004,23,57865
22,2004,24,54913
22,2005,20,66328
22,2005,21,64481
22,2005,22,62148
22,2005,23,59509
22,2005,24,56763
22,2006,20,66337
22,2006,21,65055
22,2006,22,63221
22,2006,23,60971
22,2006,24,58486
22,2007,20,66013
22,2007,21,65195
22,2007,22,63819
22,2007,23,61973
22,2007,24,59806
22,2008,20,65296
22,2008,21,64807
22,2008,22,63817
22,2008,23,62370
22,2008,24,60577
22,2009,20,64034
22,2009,21,63731
22,2009,22,63038
22,2009,23,61961
22,2009,24,60575
22,2000,25,45595
22,2000,26,43470
22,2000,27,41733
22,2000,28,40325
22,2000,29,39189
22,2001,25,47198
22,2001,26,44983
22,2001,27,43183
22,2001,28,41716
22,2001,29,40537
22,2002,25,49139
22,2002,26,46832
22,2002,27,44950
22,2002,28,43335
22,2002,29,42047
22,2003,25,51264
22,2003,26,48877
22,2003,27,46797
22,2003,28,45066
22,2003,29,43641
22,2004,25,53247
22,2004,26,50754
22,2004,27,48579
22,2004,28,46725
22,2004,29,45161
22,2005,25,54847
22,2005,26,52350
22,2005,27,50126
22,2005,28,48190
22,2005,29,46515
22,2006,25,56070
22,2006,26,53672
22,2006,27,51487
22,2006,28,49539
22,2006,29,47813
22,2007,25,56878
22,2007,26,54702
22,2007,27,52657
22,2007,28,50785
22,2007,29,49086
22,2008,25,57407
22,2008,26,55516
22,2008,27,53692
22,2008,28,51982
22,2008,29,50387
22,2009,25,57847
22,2009,26,56275
22,2009,27,54729
22,2009,28,53242
22,2009,29,51813
22,2000,30,39880
22,2000,31,39096
22,2000,32,38439
22,2000,33,37871
22,2000,34,37355
22,2001,30,40366
22,2001,31,39585
22,2001,32,38937
22,2001,33,38383
22,2001,34,37895
22,2002,30,40929
22,2002,31,40083
22,2002,32,39381
22,2002,33,38773
22,2002,34,38253
22,2003,30,41682
22,2003,31,40714
22,2003,32,39887
22,2003,33,39175
22,2003,34,38566
22,2004,30,42775
22,2004,31,41652
22,2004,32,40665
22,2004,33,39797
22,2004,34,39046
22,2005,30,44268
22,2005,31,42986
22,2005,32,41824
22,2005,33,40772
22,2005,34,39846
22,2006,30,46037
22,2006,31,44621
22,2006,32,43298
22,2006,33,42058
22,2006,34,40919
22,2007,30,47997
22,2007,31,46498
22,2007,32,45051
22,2007,33,43655
22,2007,34,42313
22,2008,30,49968
22,2008,31,48452
22,2008,32,46938
22,2008,33,45418
22,2008,34,43929
22,2009,30,51675
22,2009,31,50221
22,2009,32,48712
22,2009,33,47143
22,2009,34,45558
22,2000,35,36391
22,2000,36,35860
22,2000,37,35244
22,2000,38,34504
22,2000,39,33616
22,2001,35,37072
22,2001,36,36597
22,2001,37,36045
22,2001,38,35366
22,2001,39,34532
22,2002,35,37731
22,2002,36,37280
22,2002,37,36782
22,2002,38,36169
22,2002,39,35442
22,2003,35,38365
22,2003,36,37896
22,2003,37,37436
22,2003,38,36923
22,2003,39,36299
22,2004,35,39001
22,2004,36,38463
22,2004,37,38001
22,2004,38,37553
22,2004,39,37041
22,2005,35,39658
22,2005,36,39000
22,2005,37,38485
22,2005,38,38053
22,2005,39,37621
22,2006,35,40355
22,2006,36,39543
22,2006,37,38923
22,2006,38,38447
22,2006,39,38039
22,2007,35,41074
22,2007,36,40090
22,2007,37,39327
22,2007,38,38743
22,2007,39,38288
22,2008,35,41904
22,2008,36,40747
22,2008,37,39834
22,2008,38,39075
22,2008,39,38509
22,2009,35,43018
22,2009,36,41692
22,2009,37,40573
22,2009,38,39660
22,2009,39,38941
22,2000,40,32479
22,2000,41,31321
22,2000,42,30090
22,2000,43,28854
22,2000,44,27677
22,2001,40,33600
22,2001,41,32440
22,2001,42,31181
22,2001,43,29895
22,2001,44,28656
22,2002,40,34595
22,2002,41,33512
22,2002,42,32287
22,2002,43,31009
22,2002,44,29739
22,2003,40,35506
22,2003,41,34525
22,2003,42,33375
22,2003,43,32121
22,2003,44,30843
22,2004,40,36255
22,2004,41,35417
22,2004,42,34381
22,2004,43,33191
22,2004,44,31959
22,2005,40,36841
22,2005,41,36157
22,2005,42,35270
22,2005,43,34194
22,2005,44,33040
22,2006,40,37345
22,2006,41,36794
22,2006,42,36066
22,2006,43,35150
22,2006,44,34083
22,2007,40,37868
22,2007,41,37400
22,2007,42,36798
22,2007,43,36025
22,2007,44,35081
22,2008,40,38440
22,2008,41,37983
22,2008,42,37450
22,2008,43,36790
22,2008,44,35977
22,2009,40,39062
22,2009,41,38541
22,2009,42,38004
22,2009,43,37414
22,2009,44,36717
22,2000,45,26750
22,2000,46,25814
22,2000,47,24992
22,2000,48,24265
22,2000,49,23590
22,2001,45,27590
22,2001,46,26625
22,2001,47,25747
22,2001,48,24999
22,2001,49,24322
