state,year,age,numpop
13,2000,0,82155
13,2000,1,81812
13,2000,2,81442
13,2000,3,80932
13,2000,4,80297
13,2001,0,82201
13,2001,1,81975
13,2001,2,81782
13,2001,3,81510
13,2001,4,81059
13,2002,0,81346
13,2002,1,81164
13,2002,2,81117
13,2002,3,81053
13,2002,4,80903
13,2003,0,79999
13,2003,1,79813
13,2003,2,79875
13,2003,3,80059
13,2003,4,80182
13,2004,0,78531
13,2004,1,78278
13,2004,2,78412
13,2004,3,78779
13,2004,4,79181
13,2005,0,77830
13,2005,1,77486
13,2005,2,77625
13,2005,3,78109
13,2005,4,78730
13,2006,0,77513
13,2006,1,77080
13,2006,2,77155
13,2006,3,77650
13,2006,4,78379
13,2007,0,77934
13,2007,1,77460
13,2007,2,77381
13,2007,3,77786
13,2007,4,78491
13,2008,0,78908
13,2008,1,78308
13,2008,2,78152
13,2008,3,78404
13,2008,4,78953
13,2009,0,80352
13,2009,1,79707
13,2009,2,79414
13,2009,3,79442
13,2009,4,79729
13,2000,5,77131
13,2000,6,75878
13,2000,7,74421
13,2000,8,72830
13,2000,9,71248
13,2001,5,78498
13,2001,6,77343
13,2001,7,75928
13,2001,8,74315
13,2001,9,72672
13,2002,5,79870
13,2002,6,78977
13,2002,7,77723
13,2002,8,76218
13,2002,9,74612
13,2003,5,80987
13,2003,6,80463
13,2003,7,79512
13,2003,8,78270
13,2003,9,76808
13,2004,5,81467
13,2004,6,81404
13,2004,7,80896
13,2004,8,79982
13,2004,9,78754
13,2005,5,81290
13,2005,6,81603
13,2005,7,81525
13,2005,8,81006
13,2005,9,80091
13,2006,5,80996
13,2006,6,81621
13,2006,7,81906
13,2006,8,81774
13,2006,9,81215
13,2007,5,80001
13,2007,6,80741
13,2007,7,81257
13,2007,8,81445
13,2007,9,81251
13,2008,5,78750
13,2008,6,79434
13,2008,7,80021
13,2008,8,80419
13,2008,9,80545
13,2009,5,77570
13,2009,6,78036
13,2009,7,78535
13,2009,8,79016
13,2009,9,79378
13,2000,10,71728
13,2000,11,70527
13,2000,12,69636
13,2000,13,69033
13,2000,14,68636
13,2001,10,72392
13,2001,11,71131
13,2001,12,70200
13,2001,13,69593
13,2001,14,69234
13,2002,10,73286
13,2002,11,71957
13,2002,12,70905
13,2002,13,70164
13,2002,14,69693
13,2003,10,74401
13,2003,11,73033
13,2003,12,71790
13,2003,13,70818
13,2003,14,70103
13,2004,10,75714
13,2004,11,74289
13,2004,12,72914
13,2004,13,71687
13,2004,14,70657
13,2005,10,77125
13,2005,11,75738
13,2005,12,74269
13,2005,13,72823
13,2005,14,71481
13,2006,10,78546
13,2006,11,77306
13,2006,12,75847
13,2006,13,74284
13,2006,14,72709
13,2007,10,79981
13,2007,11,79004
13,2007,12,77683
13,2007,13,76172
13,2007,14,74501
13,2008,10,81118
13,2008,11,80517
13,2008,12,79531
13,2008,13,78207
13,2008,14,76610
13,2009,10,81602
13,2009,11,81432
13,2009,12,80882
13,2009,13,79932
13,2009,14,78603
13,2000,15,68145
13,2000,16,67807
13,2000,17,67269
13,2000,18,66425
13,2000,19,65218
13,2001,15,68696
13,2001,16,68451
13,2001,17,68035
13,2001,18,67327
13,2001,19,66254
13,2002,15,69121
13,2002,16,68854
13,2002,17,68485
13,2002,18,67898
13,2002,19,67009
13,2003,15,69560
13,2003,16,69147
13,2003,17,68737
13,2003,18,68231
13,2003,19,67540
13,2004,15,70181
13,2004,16,69516
13,2004,17,68975
13,2004,18,68484
13,2004,19,67953
13,2005,15,71071
13,2005,16,70089
13,2005,17,69332
