state,year,age,numpop
43,2000,0,175325
43,2000,1,176994
43,2000,2,178816
43,2000,3,180477
43,2000,4,181970
43,2001,0,172235
43,2001,1,174184
43,2001,2,176462
43,2001,3,178732
43,2001,4,180693
43,2002,0,167102
43,2002,1,169157
43,2002,2,171800
43,2002,3,174574
43,2002,4,177257
43,2003,0,161108
43,2003,1,163131
43,2003,2,166043
43,2003,3,169434
43,2003,4,172769
43,2004,0,155795
43,2004,1,157619
43,2004,2,160722
43,2004,3,164591
43,2004,4,168679
43,2005,0,151521
43,2005,1,153054
43,2005,2,156201
43,2005,3,160471
43,2005,4,165204
43,2006,0,146550
43,2006,1,147720
43,2006,2,150683
43,2006,3,155057
43,2006,4,160176
43,2007,0,142624
43,2007,1,143491
43,2007,2,145988
43,2007,3,150223
43,2007,4,155511
43,2008,0,139721
43,2008,1,139961
43,2008,2,142144
43,2008,3,146043
43,2008,4,151127
43,2009,0,137267
43,2009,1,137023
43,2009,2,138641
43,2009,3,141906
43,2009,4,146406
43,2000,5,181742
43,2000,6,181880
43,2000,7,181665
43,2000,8,181279
43,2000,9,181088
43,2001,5,181205
43,2001,6,181576
43,2001,7,181434
43,2001,8,180978
43,2001,9,180656
43,2002,5,180094
43,2002,6,181061
43,2002,7,181232
43,2002,8,180939
43,2002,9,180615
43,2003,5,178139
43,2003,6,179960
43,2003,7,180781
43,2003,8,180963
43,2003,9,180813
43,2004,5,175017
43,2004,6,177961
43,2004,7,179767
43,2004,8,180606
43,2004,9,180813
43,2005,5,170999
43,2005,6,174919
43,2005,7,177766
43,2005,8,179472
43,2005,9,180254
43,2006,5,166840
43,2006,6,171737
43,2006,7,175595
43,2006,8,178270
43,2006,9,179838
43,2007,5,161001
43,2007,6,166381
43,2007,7,171001
43,2007,8,174587
43,2007,9,177065
43,2008,5,154713
43,2008,6,160211
43,2008,7,165263
43,2008,8,169599
43,2008,9,173003
43,2009,5,149520
43,2009,6,154747
43,2009,7,159854
43,2009,8,164739
43,2009,9,168974
43,2000,10,182431
43,2000,11,183468
43,2000,12,185196
43,2000,13,187417
43,2000,14,189786
43,2001,10,179711
43,2001,11,180699
43,2001,12,182483
43,2001,13,184895
43,2001,14,187605
43,2002,10,178448
43,2002,11,179234
43,2002,12,180764
43,2002,13,182984
43,2002,14,185650
43,2003,10,178351
43,2003,11,178889
43,2003,12,179862
43,2003,13,181552
43,2003,14,183786
43,2004,10,178853
43,2004,11,178986
43,2004,12,179457
43,2004,13,180444
43,2004,14,181967
43,2005,10,179346
43,2005,11,179288
43,2005,12,179270
43,2005,13,179529
43,2005,14,180220
43,2006,10,179430
43,2006,11,179485
43,2006,12,179215
43,2006,13,178920
43,2006,14,178857
43,2007,10,178770
43,2007,11,179303
43,2007,12,179161
43,2007,13,178682
43,2007,14,178137
43,2008,10,177009
43,2008,11,178375
43,2008,12,178833
43,2008,13,178608
43,2008,14,177995
43,2009,10,173910
43,2009,11,176341
43,2009,12,177765
43,2009,13,178281
43,2009,14,178089
43,2000,15,194587
43,2000,16,196332
43,2000,17,196947
43,2000,18,196159
43,2000,19,193874
43,2001,15,193555
43,2001,16,195690
43,2001,17,196786
43,2001,18,196462
43,2001,19,194555
43,2002,15,190728
43,2002,16,193107
43,2002,17,194637
43,2002,18,194930
43,2002,19,193751
43,2003,15,186868
43,2003,16,189243
43,2003,17,191102
43,2003,18,192070
43,2003,19,191848
43,2004,15,183093
43,2004,16,185203
43,2004,17,187207
43,2004,18,188767
43,2004,19,189536
43,2005,15,180114
43,2005,16,181729
43,2005,17,183634
43,2005,18,185563
43,2005,19,187154
43,2006,15,178166
43,2006,16,179133
43,2006,17,180688
43,2006,18,182662
43,2006,19,184725
43,2007,15,177499
43,2007,16,177791
43,2007,17,178801
43,2007,18,180477
43,2007,19,182559
43,2008,15,177713
43,2008,16,177447
43,2008,17,177839
43,2008,18,178950
43,2008,19,180587
43,2009,15,178181
43,2009,16,177605
43,2009,17,177434
43,2009,18,177921
43,2009,19,178705
43,2000,20,183853
43,2000,21,179182
43,2000,22,173811
43,2000,23,168232
43,2000,24,162953
43,2001,20,187547
43,2001,21,182875
43,2001,22,177320
43,2001,23,171405
43,2001,24,165694
43,2002,20,190565
43,2002,21,186467
43,2002,22,181296
43,2002,23,175536
43,2002,24,169755
43,2003,20,192465
43,2003,21,189442
43,2003,22,185178
43,2003,23,180050
43,2003,24,174591
43,2004,20,192769
43,2004,21,191128
43,2004,22,188144
43,2004,23,183988
43,2004,24,179250
43,2005,20,191409
