state,year,age,numpop
26,2000,0,172686
26,2000,1,172998
26,2000,2,173234
26,2000,3,173226
26,2000,4,173092
26,2001,0,170846
26,2001,1,171389
26,2001,2,171926
26,2001,3,172295
26,2001,4,172406
26,2002,0,167399
26,2002,1,168021
26,2002,2,168848
26,2002,3,169604
26,2002,4,170230
26,2003,0,163430
26,2003,1,164078
26,2003,2,165190
26,2003,3,166487
26,2003,4,167668
26,2004,0,159598
26,2004,1,160204
26,2004,2,161569
26,2004,3,163354
26,2004,4,165206
26,2005,0,156214
26,2005,1,156736
26,2005,2,158276
26,2005,3,160500
26,2005,4,162961
26,2006,0,153231
26,2006,1,153648
26,2006,2,155236
26,2006,3,157721
26,2006,4,160625
26,2007,0,150991
26,2007,1,151353
26,2007,2,152786
26,2007,3,155347
26,2007,4,158540
26,2008,0,149336
26,2008,1,149414
26,2008,2,150773
26,2008,3,153235
26,2008,4,156416
26,2009,0,148094
26,2009,1,147971
26,2009,2,149064
26,2009,3,151202
26,2009,4,154078
26,2000,5,169029
26,2000,6,168268
26,2000,7,167446
26,2000,8,166880
26,2000,9,166862
26,2001,5,169285
26,2001,6,168598
26,2001,7,167735
26,2001,8,167059
26,2001,9,166932
26,2002,5,169921
26,2002,6,169555
26,2002,7,168862
26,2002,8,168180
26,2002,9,167915
26,2003,5,170398
26,2003,6,170612
26,2003,7,170320
26,2003,8,169773
26,2003,9,169384
26,2004,5,169948
26,2004,6,170969
26,2004,7,171266
26,2004,8,171020
26,2004,9,170587
26,2005,5,168355
26,2005,6,170140
26,2005,7,171124
26,2005,8,171322
26,2005,9,171001
26,2006,5,165948
26,2006,6,168509
26,2006,7,170190
26,2006,8,170941
26,2006,9,170932
26,2007,5,162182
26,2007,6,165157
26,2007,7,167398
26,2007,8,168744
26,2007,9,169239
26,2008,5,158174
26,2008,6,161335
26,2008,7,163959
26,2008,8,165881
26,2008,9,167016
26,2009,5,154573
26,2009,6,157665
26,2009,7,160438
26,2009,8,162891
26,2009,9,164703
26,2000,10,173472
26,2000,11,174953
26,2000,12,176984
26,2000,13,179201
26,2000,14,181143
26,2001,10,170289
26,2001,11,171837
26,2001,12,174064
26,2001,13,176616
26,2001,14,179027
26,2002,10,167760
26,2002,11,169080
26,2002,12,171102
26,2002,13,173580
26,2002,14,176110
26,2003,10,166114
26,2003,11,167024
26,2003,12,168455
26,2003,13,170486
26,2003,14,172773
26,2004,10,165646
26,2004,11,165895
26,2004,12,166699
26,2004,13,168072
26,2004,14,169848
26,2005,10,166303
26,2005,11,166018
26,2005,12,166134
26,2005,13,166760
26,2005,14,167873
26,2006,10,167493
26,2006,11,166920
26,2006,12,166514
26,2006,13,166464
26,2006,14,166891
26,2007,10,168839
26,2007,11,168315
26,2007,12,167726
26,2007,13,167210
26,2007,14,167078
26,2008,10,169753
26,2008,11,169620
26,2008,12,169158
26,2008,13,168589
26,2008,14,168158
26,2009,10,169459
26,2009,11,170007
26,2009,12,170054
26,2009,13,169774
26,2009,14,169348
26,2000,15,178662
26,2000,16,179193
26,2000,17,178326
26,2000,18,175978
26,2000,19,172259
26,2001,15,179339
26,2001,16,180210
26,2001,17,179721
26,2001,18,177675
26,2001,19,174152
26,2002,15,179065
26,2002,16,180310
26,2002,17,180294
26,2002,18,178805
26,2002,19,175855
26,2003,15,177891
26,2003,16,179413
26,2003,17,179926
26,2003,18,179184
26,2003,19,177116
26,2004,15,175853
26,2004,16,177483
26,2004,17,178462
26,2004,18,178511
26,2004,19,177473
26,2005,15,173075
26,2005,16,174604
26,2005,17,175871
26,2005,18,176561
26,2005,19,176509
26,2006,15,170234
26,2006,16,171463
26,2006,17,172775
26,2006,18,173883
26,2006,19,174497
26,2007,15,167837
26,2007,16,168620
26,2007,17,169709
26,2007,18,170862
26,2007,19,171777
26,2008,15,166116
26,2008,16,166393
26,2008,17,167041
26,2008,18,167905
26,2008,19,168719
26,2009,15,165405
26,2009,16,165210
26,2009,17,165299
26,2009,18,165673
26,2009,19,166028
26,2000,20,167422
26,2000,21,161881
26,2000,22,156022
26,2000,23,150216
26,2000,24,144756
26,2001,20,170337
26,2001,21,164753
26,2001,22,158778
26,2001,23,152820
26,2001,24,147204
26,2002,20,172142
26,2002,21,166998
26,2002,22,161329
26,2002,23,155539
26,2002,24,149974
26,2003,20,172992
26,2003,21,168689
26,2003,22,163686
26,2003,23,158344
26,2003,24,153015
26,2004,20,173217
26,2004,21,169989
26,2004,22,165884
26,2004,23,161172
26,2004,24,156241
26,2005,20,173129
26,2005,21,171014
26,2005,22,167896
26,2005,23,163964
26,2005,24,159501
26,2006,20,172717
26,2006,21,171574
26,2006,22,169392
26,2006,23,166250
26,2006,24,162364
26,2007,20,171927
26,2007,21,171491
26,2007,22,170089
26,2007,23,167703
26,2007,24,164469
26,2008,20,170734
26,2008,21,170687
26,2008,22,169856
26,2008,23,168151
26,2008,24,165636
26,2009,20,168985
26,2009,21,169022
26,2009,22,168537
26,2009,23,167397
26,2009,24,165610
26,2000,25,138061
26,2000,26,133779
26,2000,27,130055
26,2000,28,126804
26,2000,29,123931
26,2001,25,141354
26,2001,26,136949
26,2001,27,133133
26,2001,28,129794
26,2001,29,126865
26,2002,25,145042
26,2002,26,140516
26,2002,27,136570
26,2002,28,132983
26,2002,29,129880
26,2003,25,148935
26,2003,26,144311
26,2003,27,140046
26,2003,28,136263
26,2003,29,132936
26,2004,25,152590
26,2004,26,147847
26,2004,27,143441
26,2004,28,139455
26,2004,29,135901
26,2005,25,155660
26,2005,26,150983
26,2005,27,146540
26,2005,28,142441
