state,year,age,numpop
31,2000,0,340923
31,2000,1,343511
31,2000,2,346794
31,2000,3,350227
31,2000,4,353715
31,2001,0,333310
31,2001,1,336299
31,2001,2,340366
31,2001,3,344904
31,2001,4,349313
31,2002,0,322889
31,2002,1,326041
31,2002,2,330719
31,2002,3,336157
31,2002,4,341823
31,2003,0,311714
31,2003,1,314819
31,2003,2,319902
31,2003,3,326360
31,2003,4,333150
31,2004,0,301161
31,2004,1,303865
31,2004,2,309281
31,2004,3,316539
31,2004,4,324514
31,2005,0,292085
31,2005,1,294296
31,2005,2,299747
31,2005,3,307571
31,2005,4,316546
31,2006,0,284078
31,2006,1,285748
31,2006,2,290901
31,2006,3,298857
31,2006,4,308414
31,2007,0,277562
31,2007,1,278833
31,2007,2,283222
31,2007,3,290896
31,2007,4,300612
31,2008,0,272301
31,2008,1,272619
31,2008,2,276538
31,2008,3,283614
31,2008,4,292889
31,2009,0,267903
31,2009,1,267509
31,2009,2,270548
31,2009,3,276583
31,2009,4,284844
31,2000,5,350725
31,2000,6,352293
31,2000,7,353372
31,2000,8,354040
31,2000,9,354797
31,2001,5,348885
31,2001,6,351052
31,2001,7,352457
31,2001,8,353209
31,2001,9,353930
31,2002,5,346849
31,2002,6,350151
31,2002,7,352172
31,2002,8,353313
31,2002,9,354170
31,2003,5,343824
31,2003,6,348587
31,2003,7,351704
31,2003,8,353688
31,2003,9,354922
31,2004,5,338655
31,2004,6,345235
31,2004,7,349955
31,2004,8,352994
31,2004,9,354848
31,2005,5,331410
31,2005,6,339514
31,2005,7,345851
31,2005,8,350240
31,2005,9,353019
31,2006,5,322483
31,2006,6,332003
31,2006,7,339830
31,2006,8,345673
31,2006,9,349671
31,2007,5,311353
31,2007,6,321487
31,2007,7,330377
31,2007,8,337555
31,2007,9,342933
31,2008,5,300043
31,2008,6,310222
31,2008,7,319666
31,2008,8,327930
31,2008,9,334707
31,2009,5,289939
31,2009,6,299555
31,2009,7,308966
31,2009,8,317999
31,2009,9,326010
31,2000,10,363523
31,2000,11,365756
31,2000,12,368857
31,2000,13,372520
31,2000,14,376189
31,2001,10,358041
31,2001,11,360347
31,2001,12,363699
31,2001,13,367842
31,2001,14,372240
31,2002,10,353775
31,2002,11,355917
31,2002,12,359052
31,2002,13,363104
31,2002,14,367656
31,2003,10,350770
31,2003,11,352678
31,2003,12,355149
31,2003,13,358610
31,2003,14,362738
31,2004,10,349021
31,2004,11,350460
31,2004,12,352365
31,2004,13,354995
31,2004,14,358298
31,2005,10,348153
31,2005,11,349446
31,2005,12,350804
31,2005,13,352568
31,2005,14,354870
31,2006,10,347352
31,2006,11,348943
31,2006,12,350096
31,2006,13,351228
31,2006,14,352621
31,2007,10,346090
31,2007,11,348512
31,2007,12,350001
31,2007,13,351003
31,2007,14,351845
31,2008,10,343463
31,2008,11,347224
31,2008,12,349698
31,2008,13,351187
31,2008,14,352038
31,2009,10,338454
31,2009,11,343875
31,2009,12,347845
31,2009,13,350484
31,2009,14,352006
31,2000,15,376361
31,2000,16,378548
31,2000,17,378706
31,2000,18,376426
31,2000,19,371583
31,2001,15,375762
31,2001,16,378682
31,2001,17,379685
31,2001,18,378184
31,2001,19,373968
31,2002,15,373581
31,2002,16,377067
31,2002,17,378862
31,2002,18,378369
31,2002,19,375281
31,2003,15,370192
31,2003,16,373904
31,2003,17,376359
31,2003,18,376973
31,2003,19,375358
31,2004,15,366011
31,2004,16,369556
31,2004,17,372403
31,2004,18,374017
31,2004,19,373953
31,2005,15,361335
31,2005,16,364353
31,2005,17,367228
31,2005,18,369511
31,2005,19,370779
31,2006,15,356978
