state,year,age,numpop
25,2000,0,72862
25,2000,1,72963
25,2000,2,73200
25,2000,3,73517
25,2000,4,73853
25,2001,0,71980
25,2001,1,72145
25,2001,2,72479
25,2001,3,72897
25,2001,4,73320
25,2002,0,70755
25,2002,1,71014
25,2002,2,71454
25,2002,3,71974
25,2002,4,72496
25,2003,0,69221
25,2003,1,69565
25,2003,2,70111
25,2003,3,70753
25,2003,4,71375
25,2004,0,67571
25,2004,1,67979
25,2004,2,68635
25,2004,3,69391
25,2004,4,70151
25,2005,0,66101
25,2005,1,66555
25,2005,2,67316
25,2005,3,68225
25,2005,4,69123
25,2006,0,64613
25,2006,1,65084
25,2006,2,65931
25,2006,3,66982
25,2006,4,68035
25,2007,0,63027
25,2007,1,63485
25,2007,2,64376
25,2007,3,65569
25,2007,4,66849
25,2008,0,61720
25,2008,1,62091
25,2008,2,63020
25,2008,3,64334
25,2008,4,65811
25,2009,0,60590
25,2009,1,60845
25,2009,2,61752
25,2009,3,63134
25,2009,4,64744
25,2000,5,73637
25,2000,6,73940
25,2000,7,74258
25,2000,8,74652
25,2000,9,75177
25,2001,5,73175
25,2001,6,73488
25,2001,7,73792
25,2001,8,74164
25,2001,9,74689
25,2002,5,72754
25,2002,6,73083
25,2002,7,73361
25,2002,8,73678
25,2002,9,74147
25,2003,5,72298
25,2003,6,72669
25,2003,7,72936
25,2003,8,73186
25,2003,9,73561
25,2004,5,71697
25,2004,6,72163
25,2004,7,72450
25,2004,8,72659
25,2004,9,72934
25,2005,5,70916
25,2005,6,71502
25,2005,7,71864
25,2005,8,72075
25,2005,9,72278
25,2006,5,69990
25,2006,6,70787
25,2006,7,71289
25,2006,8,71571
25,2006,9,71765
25,2007,5,68702
25,2007,6,69688
25,2007,7,70377
25,2007,8,70803
25,2007,9,71067
25,2008,5,67009
25,2008,6,68222
25,2008,7,69139
25,2008,8,69779
25,2008,9,70199
25,2009,5,65147
25,2009,6,66590
25,2009,7,67735
25,2009,8,68654
25,2009,9,69290
25,2000,10,77318
25,2000,11,78155
25,2000,12,79057
25,2000,13,79900
25,2000,14,80531
25,2001,10,75376
25,2001,11,76304
25,2001,12,77357
25,2001,13,78407
25,2001,14,79294
25,2002,10,73848
25,2002,11,74782
25,2002,12,75887
25,2002,13,77054
25,2002,14,78123
25,2003,10,72748
25,2003,11,73619
25,2003,12,74667
25,2003,13,75850
25,2003,14,77007
25,2004,10,72073
25,2004,11,72787
25,2004,12,73734
25,2004,13,74847
25,2004,14,75997
25,2005,10,71776
25,2005,11,72324
25,2005,12,73104
25,2005,13,74069
25,2005,14,75120
25,2006,10,71656
25,2006,11,72058
25,2006,12,72653
25,2006,13,73410
25,2006,14,74284
25,2007,10,71510
25,2007,11,71815
25,2007,12,72264
25,2007,13,72780
25,2007,14,73432
25,2008,10,71260
25,2008,11,71527
25,2008,12,71831
25,2008,13,72191
25,2008,14,72637
25,2009,10,70779
25,2009,11,71095
25,2009,12,71356
25,2009,13,71608
25,2009,14,71886
25,2000,15,80236
25,2000,16,80145
25,2000,17,79426
25,2000,18,78027
25,2000,19,75964
25,2001,15,80769
25,2001,16,80874
25,2001,17,80343
25,2001,18,79079
25,2001,19,77081
25,2002,15,80589
25,2002,16,80929
25,2002,17,80638
25,2002,18,79612
25,2002,19,77832
25,2003,15,79769
25,2003,16,80325
25,2003,17,80303
25,2003,18,79592
25,2003,19,78156
25,2004,15,78392
25,2004,16,79108
25,2004,17,79337
25,2004,18,78965
25,2004,19,77950
25,2005,15,76541
25,2005,16,77335
25,2005,17,77757
25,2005,18,77676
25,2005,19,77106
25,2006,15,74657
25,2006,16,75443
25,2006,17,75988
25,2006,18,76178
25,2006,19,75934
