state,year,age,numpop
21,2000,0,154768
21,2000,1,153121
21,2000,2,152180
21,2000,3,151800
21,2000,4,151537
21,2001,0,152121
21,2001,1,150597
21,2001,2,149914
21,2001,3,149787
21,2001,4,149865
21,2002,0,147600
21,2002,1,146505
21,2002,2,146144
21,2002,3,146290
21,2002,4,146573
21,2003,0,144753
21,2003,1,144072
21,2003,2,143998
21,2003,3,144356
21,2003,4,144814
21,2004,0,142731
21,2004,1,142361
21,2004,2,142613
21,2004,3,143166
21,2004,4,143793
21,2005,0,141164
21,2005,1,141075
21,2005,2,141612
21,2005,3,142419
21,2005,4,143176
21,2006,0,141379
21,2006,1,141500
21,2006,2,142292
21,2006,3,143356
21,2006,4,144290
21,2007,0,141991
21,2007,1,142239
21,2007,2,143257
21,2007,3,144636
21,2007,4,145969
21,2008,0,140360
21,2008,1,140634
21,2008,2,141834
21,2008,3,143521
21,2008,4,145246
21,2009,0,137035
21,2009,1,137265
21,2009,2,138583
21,2009,3,140531
21,2009,4,142592
21,2000,5,145396
21,2000,6,145242
21,2000,7,144945
21,2000,8,144592
21,2000,9,144253
21,2001,5,145968
21,2001,6,145924
21,2001,7,145692
21,2001,8,145345
21,2001,9,145004
21,2002,5,147328
21,2002,6,147325
21,2002,7,147070
21,2002,8,146661
21,2002,9,146248
21,2003,5,148953
21,2003,6,148962
21,2003,7,148634
21,2003,8,148135
21,2003,9,147602
21,2004,5,149986
21,2004,6,150062
21,2004,7,149714
21,2004,8,149098
21,2004,9,148432
21,2005,5,150009
21,2005,6,150134
21,2005,7,149804
21,2005,8,149147
21,2005,9,148398
21,2006,5,147670
21,2006,6,148012
21,2006,7,147805
21,2006,8,147218
21,2006,9,146490
21,2007,5,143601
21,2007,6,144138
21,2007,7,144148
21,2007,8,143753
21,2007,9,143162
21,2008,5,140852
21,2008,6,141739
21,2008,7,142078
21,2008,8,141987
21,2008,9,141632
21,2009,5,138668
21,2009,6,140003
21,2009,7,140748
21,2009,8,141072
21,2009,9,141037
