state,year,age,numpop
53,2000,0,42313
53,2000,1,42297
53,2000,2,42141
53,2000,3,41824
53,2000,4,41377
53,2001,0,42766
53,2001,1,42823
53,2001,2,42726
53,2001,3,42454
53,2001,4,42013
53,2002,0,42922
53,2002,1,43033
53,2002,2,43012
53,2002,3,42810
53,2002,4,42448
53,2003,0,42860
53,2003,1,43024
53,2003,2,43105
53,2003,3,43026
53,2003,4,42771
53,2004,0,42659
53,2004,1,42893
53,2004,2,43064
53,2004,3,43104
53,2004,4,43009
53,2005,0,42469
53,2005,1,42754
53,2005,2,43025
53,2005,3,43216
53,2005,4,43273
53,2006,0,42135
53,2006,1,42450
53,2006,2,42806
53,2006,3,43130
53,2006,4,43338
53,2007,0,41874
53,2007,1,42193
53,2007,2,42605
53,2007,3,43047
53,2007,4,43436
53,2008,0,41697
53,2008,1,41979
53,2008,2,42416
53,2008,3,42938
53,2008,4,43456
53,2009,0,41692
53,2009,1,41906
53,2009,2,42321
53,2009,3,42869
53,2009,4,43454
53,2000,5,39726
53,2000,6,39065
53,2000,7,38352
53,2000,8,37712
53,2000,9,37244
53,2001,5,40952
53,2001,6,40223
53,2001,7,39415
53,2001,8,38658
53,2001,9,38067
53,2002,5,42078
53,2002,6,41350
53,2002,7,40524
53,2002,8,39706
53,2002,9,39023
53,2003,5,43001
53,2003,6,42359
53,2003,7,41588
53,2003,8,40769
53,2003,9,40033
53,2004,5,43584
53,2004,6,43105
53,2004,7,42449
53,2004,8,41694
53,2004,9,40951
53,2005,5,43789
53,2005,6,43491
53,2005,7,42998
53,2005,8,42356
53,2005,9,41656
53,2006,5,43991
53,2006,6,43917
53,2006,7,43612
53,2006,8,43117
53,2006,9,42508
53,2007,5,43931
53,2007,6,44032
53,2007,7,43918
53,2007,8,43603
53,2007,9,43137
53,2008,5,43674
53,2008,6,43949
53,2008,7,44028
53,2008,8,43921
53,2008,9,43647
53,2009,5,43295
53,2009,6,43728
53,2009,7,43983
53,2009,8,44116
53,2009,9,44071
53,2000,10,38007
53,2000,11,38126
53,2000,12,38613
53,2000,13,39473
53,2000,14,40669
53,2001,10,37827
53,2001,11,37854
53,2001,12,38274
53,2001,13,39105
53,2001,14,40326
53,2002,10,37936
53,2002,11,37841
53,2002,12,38121
53,2002,13,38821
53,2002,14,39941
53,2003,10,38375
53,2003,11,38158
53,2003,12,38231
53,2003,13,38723
53,2003,14,39642
53,2004,10,39195
53,2004,11,38811
53,2004,12,38708
53,2004,13,38965
53,2004,14,39627
53,2005,10,40386
53,2005,11,39881
53,2005,12,39600
53,2005,13,39621
53,2005,14,40009
53,2006,10,41698
53,2006,11,41129
53,2006,12,40711
53,2006,13,40527
53,2006,14,40658
53,2007,10,42901
53,2007,11,42342
53,2007,12,41862
53,2007,13,41532
53,2007,14,41456
53,2008,10,43885
53,2008,11,43415
53,2008,12,42949
53,2008,13,42565
53,2008,14,42356
53,2009,10,44495
53,2009,11,44191
53,2009,12,43829
53,2009,13,43477
53,2009,14,43216
53,2000,15,42756
53,2000,16,44404
53,2000,17,46058
53,2000,18,47555
53,2000,19,48740
53,2001,15,42281
53,2001,16,44052
53,2001,17,45879
53,2001,18,47584
53,2001,19,48990
53,2002,15,41758
53,2002,16,43526
53,2002,17,45415
53,2002,18,47248
53,2002,19,48837
53,2003,15,41278
53,2003,16,42927
53,2003,17,44774
53,2003,18,46654
53,2003,19,48382
53,2004,15,40955
53,2004,16,42401
53,2004,17,44126
53,2004,18,45985
53,2004,19,47798
53,2005,15,40862
53,2005,16,42054
53,2005,17,43596
53,2005,18,45383
53,2005,19,47214
53,2006,15,40987
53,2006,16,41906
53,2006,17,43220
53,2006,18,44850
53,2006,19,46662
53,2007,15,41305
53,2007,16,41958
53,2007,17,43025
53,2007,18,44463
53,2007,19,46170
53,2008,15,41862
53,2008,16,42280
53,2008,17,43103
53,2008,18,44318
53,2008,19,45841
53,2009,15,42744
53,2009,16,42964
53,2009,17,43550
53,2009,18,44535
53,2009,19,45796
53,2000,20,48293
53,2000,21,48503
53,2000,22,48177
53,2000,23,47358
53,2000,24,46143
53,2001,20,49443
53,2001,21,49834
53,2001,22,49637
53,2001,23,48889
53,2001,24,47693
53,2002,20,50152
53,2002,21,50793
53,2002,22,50837
53,2002,23,50304
53,2002,24,49285
53,2003,20,50411
53,2003,21,51349
53,2003,22,51720
53,2003,23,51517
53,2003,24,50814
53,2004,20,50250
53,2004,21,51495
53,2004,22,52237
53,2004,23,52416
53,2004,24,52130
53,2005,20,49728
53,2005,21,51248
53,2005,22,52358
53,2005,23,52971
53,2005,24,53076
53,2006,20,49031
53,2006,21,50751
53,2006,22,52162
53,2006,23,53137
53,2006,24,53612
53,2007,20,48283
53,2007,21,50097
53,2007,22,51699
53,2007,23,52938
53,2007,24,53714
53,2008,20,47606
53,2008,21,49395
53,2008,22,51067
53,2008,23,52465
53,2008,24,53472
53,2009,20,47138
53,2009,21,48799
53,2009,22,50431
53,2009,23,51882
53,2009,24,53047
53,2000,25,44179
53,2000,26,42602
53,2000,27,41039
53,2000,28,39593
53,2000,29,38337
53,2001,25,46002
53,2001,26,44364
53,2001,27,42721
