state,year,age,numpop
41,2000,0,183974
41,2000,1,185359
41,2000,2,187244
41,2000,3,189254
41,2000,4,191263
41,2001,0,180237
41,2001,1,181816
41,2001,2,184165
41,2001,3,186866
41,2001,4,189463
41,2002,0,175002
41,2002,1,176647
41,2002,2,179313
41,2002,3,182508
41,2002,4,185837
41,2003,0,169119
41,2003,1,170675
41,2003,2,173468
41,2003,3,177160
41,2003,4,181053
41,2004,0,163466
41,2004,1,164670
41,2004,2,167533
41,2004,3,171536
41,2004,4,175951
41,2005,0,159379
41,2005,1,160192
41,2005,2,162918
41,2005,3,167052
41,2005,4,171862
41,2006,0,155768
41,2006,1,156184
41,2006,2,158568
41,2006,3,162553
41,2006,4,167474
41,2007,0,153141
41,2007,1,153283
41,2007,2,155073
41,2007,3,158662
41,2007,4,163389
41,2008,0,151729
41,2008,1,151312
41,2008,2,152730
41,2008,3,155787
41,2008,4,160017
41,2009,0,151452
41,2009,1,150657
41,2009,2,151520
41,2009,3,153853
41,2009,4,157327
41,2000,5,190489
41,2000,6,190978
41,2000,7,191012
41,2000,8,190489
41,2000,9,189710
41,2001,5,190103
41,2001,6,190991
41,2001,7,191261
41,2001,8,190815
41,2001,9,190019
41,2002,5,188931
41,2002,6,190555
41,2002,7,191205
41,2002,8,191075
41,2002,9,190483
41,2003,5,186788
41,2003,6,189266
41,2003,7,190591
41,2003,8,191116
41,2003,9,190963
41,2004,5,183405
41,2004,6,186898
41,2004,7,189225
41,2004,8,190493
41,2004,9,190955
41,2005,5,179152
41,2005,6,183416
41,2005,7,186681
41,2005,8,188849
41,2005,9,190086
41,2006,5,174750
41,2006,6,179665
41,2006,7,183737
41,2006,8,186808
41,2006,9,188923
41,2007,5,169224
41,2007,6,174331
41,2007,7,178909
41,2007,8,182725
41,2007,9,185704
41,2008,5,163428
41,2008,6,168342
41,2008,7,173064
41,2008,8,177370
41,2008,9,181091
41,2009,5,158216
41,2009,6,162560
41,2009,7,167049
41,2009,8,171552
41,2009,9,175802
41,2000,10,190674
41,2000,11,190354
41,2000,12,190526
41,2000,13,191139
41,2000,14,191984
41,2001,10,189144
41,2001,11,188832
41,2001,12,189086
41,2001,13,189879
41,2001,14,191003
41,2002,10,188462
41,2002,11,188185
41,2002,12,188410
41,2002,13,189183
41,2002,14,190342
41,2003,10,188403
41,2003,11,188257
41,2003,12,188338
41,2003,13,188926
41,2003,14,189888
41,2004,10,188619
41,2004,11,188564
41,2004,12,188638
41,2004,13,188991
41,2004,14,189606
41,2005,10,188747
41,2005,11,188979
41,2005,12,189091
41,2005,13,189238
41,2005,14,189468
41,2006,10,188435
41,2006,11,189149
41,2006,12,189463
41,2006,13,189550
41,2006,14,189490
41,2007,10,187393
41,2007,11,188791
41,2007,12,189515
41,2007,13,189819
41,2007,14,189683
41,2008,10,185350
41,2008,11,187609
41,2008,12,189078
41,2008,13,189813
41,2008,14,189889
41,2009,10,182130
41,2009,11,185304
41,2009,12,187669
41,2009,13,189160
41,2009,14,189792
41,2000,15,193315
41,2000,16,193816
41,2000,17,193583
41,2000,18,192413
41,2000,19,190245
41,2001,15,193632
41,2001,16,194424
41,2001,17,194484
41,2001,18,193551
41,2001,19,191537
41,2002,15,193196
41,2002,16,194129
41,2002,17,194397
41,2002,18,193742
41,2002,19,192047
41,2003,15,192251
41,2003,16,193126
41,2003,17,193490
41,2003,18,193108
41,2003,19,191845
41,2004,15,191104
41,2004,16,191736
41,2004,17,192059
41,2004,18,191885
41,2004,19,191073
41,2005,15,189895
41,2005,16,190156
41,2005,17,190302
41,2005,18,190217
41,2005,19,189777
41,2006,15,189019
41,2006,16,188871
41,2006,17,188744
41,2006,18,188612
41,2006,19,188379
41,2007,15,188860
41,2007,16,188371
41,2007,17,187948
41,2007,18,187652
41,2007,19,187432
41,2008,15,189083
41,2008,16,188433
41,2008,17,187788
41,2008,18,187281
41,2008,19,186896
41,2009,15,189273
41,2009,16,188721
41,2009,17,188008
41,2009,18,187377
41,2009,19,186690
41,2000,20,185235
41,2000,21,181498
41,2000,22,177367
41,2000,23,173177
41,2000,24,169250
41,2001,20,187217
41,2001,21,183428
41,2001,22,179165
41,2001,23,174789
41,2001,24,170662
41,2002,20,188600
41,2002,21,185080
41,2002,22,181004
41,2002,23,176717
41,2002,24,172582
41,2003,20,189385
41,2003,21,186407
41,2003,22,182805
41,2003,23,178863
41,2003,24,174916
41,2004,20,189666
41,2004,21,187395
41,2004,22,184464
41,2004,23,181044
41,2004,24,177466
41,2005,20,189615
41,2005,21,188076
41,2005,22,185898
41,2005,23,183148
41,2005,24,180008
41,2006,20,189177
41,2006,21,188254
41,2006,22,186765
41,2006,23,184666
41,2006,24,182041
41,2007,20,188194
41,2007,21,187666
41,2007,22,186690
41,2007,23,185142
41,2007,24,183027
41,2008,20,186936
41,2008,21,186536
41,2008,22,185833
41,2008,23,184671
41,2008,24,183013
41,2009,20,185668
41,2009,21,185162
41,2009,22,184488
41,2009,23,183504
41,2009,24,182179
41,2000,25,165617
41,2000,26,162898
41,2000,27,160898
41,2000,28,159557
41,2000,29,158750
41,2001,25,167142
41,2001,26,164286
41,2001,27,162197
41,2001,28,160795
41,2001,29,160002
41,2002,25,169287
41,2002,26,166277
41,2002,27,164014
41,2002,28,162283
41,2002,29,161254
41,2003,25,171839
41,2003,26,168702
41,2003,27,166012
41,2003,28,163968
41,2003,29,162560
41,2004,25,174309
41,2004,26,171016
41,2004,27,168111
41,2004,28,165717
41,2004,29,163873
41,2005,25,176320
41,2005,26,173078
41,2005,27,170072
41,2005,28,167426
41,2005,29,165199
41,2006,25,177867
41,2006,26,174878
41,2006,27,171973
41,2006,28,169258
41,2006,29,166806
41,2007,25,178998
41,2007,26,176465
41,2007,27,173862
41,2007,28,171295
41,2007,29,168836
41,2008,25,179867
41,2008,26,177798
41,2008,27,175618
41,2008,28,173385
41,2008,29,171135
41,2009,25,180540
41,2009,26,178873
41,2009,27,177152
41,2009,28,175366
41,2009,29,173490
41,2000,30,160165
41,2000,31,159807
41,2000,32,159322
41,2000,33,158503
41,2000,34,157182
41,2001,30,160155
41,2001,31,159961
41,2001,32,159695
41,2001,33,159158
41,2001,34,158164
41,2002,30,160154
41,2002,31,159878
41,2002,32,159603
41,2002,33,159242
41,2002,34,158525
41,2003,30,160411
41,2003,31,159858
41,2003,32,159448
41,2003,33,159031
41,2003,34,158440
41,2004,30,161290
41,2004,31,160317
41,2004,32,159590
41,2004,33,158999
41,2004,34,158448
41,2005,30,162962
41,2005,31,161511
41,2005,32,160361
41,2005,33,159465
41,2005,34,158794
41,2006,30,165154
41,2006,31,163273
41,2006,32,161683
41,2006,33,160384
41,2006,34,159365
41,2007,30,167601
41,2007,31,165430
41,2007,32,163464
41,2007,33,161790
41,2007,34,160311
41,2008,30,170072
41,2008,31,167809
41,2008,32,165574
41,2008,33,163482
41,2008,34,161653
41,2009,30,172178
41,2009,31,170017
41,2009,32,167722
41,2009,33,165399
41,2009,34,163242
41,2000,35,153984
41,2000,36,151616
41,2000,37,148591
41,2000,38,144961
41,2000,39,140824
41,2001,35,156420
41,2001,36,154301
41,2001,37,151541
41,2001,38,148145
41,2001,39,144196
41,2002,35,157997
41,2002,36,156316
41,2002,37,154033
41,2002,38,151101
41,2002,39,147639
41,2003,35,158825
41,2003,36,157648
41,2003,37,155992
41,2003,38,153771
41,2003,39,150930
41,2004,35,159136
41,2004,36,158388
41,2004,37,157356
41,2004,38,155869
41,2004,39,153761
41,2005,35,159134
41,2005,36,158657
41,2005,37,158119
41,2005,38,157274
41,2005,39,155865
41,2006,35,159073
41,2006,36,158678
41,2006,37,158424
41,2006,38,158027
41,2006,39,157171
41,2007,35,159094
41,2007,36,158573
41,2007,37,158364
41,2007,38,158159
41,2007,39,157638
41,2008,35,159433
41,2008,36,158613
41,2008,37,158247
41,2008,38,157961
41,2008,39,157546
41,2009,35,160421
41,2009,36,159183
41,2009,37,158428
41,2009,38,157937
41,2009,39,157445
41,2000,40,136091
41,2000,41,131353
41,2000,42,126553
41,2000,43,121839
41,2000,44,117308
41,2001,40,140000
41,2001,41,135274
41,2001,42,130429
41,2001,43,125636
41,2001,44,120997
41,2002,40,143711
41,2002,41,139222
41,2002,42,134490
41,2002,43,129742
41,2002,44,125027
41,2003,40,147223
41,2003,41,143133
41,2003,42,138612
41,2003,43,133879
41,2003,44,129126
41,2004,40,150288
41,2004,41,146710
41,2004,42,142502
41,2004,43,137885
41,2004,44,133189
41,2005,40,152793
41,2005,41,149785
41,2005,42,145996
41,2005,43,141624
41,2005,44,137072
41,2006,40,154773
41,2006,41,152331
41,2006,42,149040
41,2006,43,145085
41,2006,44,140739
41,2007,40,156314
41,2007,41,154372
41,2007,42,151595
41,2007,43,148118
41,2007,44,144151
41,2008,40,157428
41,2008,41,155877
41,2008,42,153589
41,2008,43,150653
41,2008,44,147209
41,2009,40,158103
41,2009,41,156825
41,2009,42,154952
41,2009,43,152606
41,2009,44,149774
41,2000,45,113085
41,2000,46,108993
41,2000,47,105015
41,2000,48,101094
41,2000,49,97164
41,2001,45,116928
41,2001,46,112790
41,2001,47,108689
41,2001,48,104696
41,2001,49,100699
41,2002,45,120699
41,2002,46,116383
41,2002,47,112230
41,2002,48,108165
41,2002,49,104095
41,2003,45,124416
41,2003,46,119987
41,2003,47,115710
41,2003,48,111551
41,2003,49,107406
41,2004,45,128217
41,2004,46,123675
41,2004,47,119281
41,2004,48,115011
41,2004,49,110771
41,2005,45,132104
41,2005,46,127504
41,2005,47,123017
41,2005,48,118630
41,2005,49,114285
41,2006,45,135969
41,2006,46,131409
41,2006,47,126897
41,2006,48,122438
41,2006,49,118002
41,2007,45,139733
41,2007,46,135362
41,2007,47,130945
41,2007,48,126497
41,2007,49,122006
41,2008,45,143192
41,2008,46,139186
41,2008,47,135018
41,2008,48,130694
41,2008,49,126214
41,2009,45,146136
41,2009,46,142652
41,2009,47,138882
41,2009,48,134806
41,2009,49,130426
41,2000,50,92439
41,2000,51,88390
41,2000,52,84273
41,2000,53,80165
41,2000,54,76192
41,2001,50,96072
41,2001,51,91929
41,2001,52,87678
41,2001,53,83380
41,2001,54,79244
41,2002,50,99713
41,2002,51,95475
41,2002,52,91154
41,2002,53,86837
41,2002,54,82652
41,2003,50,103345
41,2003,51,99052
41,2003,52,94729
41,2003,53,90448
41,2003,54,86300
41,2004,50,107000
41,2004,51,102652
41,2004,52,98368
41,2004,53,94136
41,2004,54,90069
41,2005,50,110698
41,2005,51,106332
41,2005,52,102035
41,2005,53,97859
41,2005,54,93833
41,2006,50,114442
41,2006,51,110013
41,2006,52,105675
41,2006,53,101496
41,2006,54,97486
41,2007,50,118146
41,2007,51,113616
41,2007,52,109192
41,2007,53,104951
41,2007,54,100910
41,2008,50,121870
41,2008,51,117227
41,2008,52,112671
41,2008,53,108310
41,2008,54,104185
41,2009,50,125693
41,2009,51,120952
41,2009,52,116248
41,2009,53,111728
41,2009,54,107470
41,2000,55,73007
41,2000,56,69531
41,2000,57,66367
41,2000,58,63510
41,2000,59,60941
41,2001,55,75814
41,2001,56,72187
41,2001,57,68861
41,2001,58,65826
41,2001,59,63066
41,2002,55,78945
41,2002,56,75206
41,2002,57,71707
41,2002,58,68434
41,2002,59,65383
41,2003,55,82298
41,2003,56,78490
41,2003,57,74824
41,2003,58,71286
41,2003,59,67893
41,2004,55,85736
41,2004,56,81892
41,2004,57,78087
41,2004,58,74299
41,2004,59,70564
41,2005,55,89173
41,2005,56,85318
41,2005,57,81412
41,2005,58,77422
41,2005,59,73395
41,2006,55,92647
41,2006,56,88790
41,2006,57,84824
41,2006,58,80697
41,2006,59,76455
41,2007,55,96198
41,2007,56,92333
41,2007,57,88341
41,2007,58,84142
41,2007,59,79773
41,2008,55,99813
41,2008,56,95922
41,2008,57,91933
41,2008,58,87706
41,2008,59,83298
41,2009,55,103467
41,2009,56,99543
41,2009,57,95554
41,2009,58,91364
41,2009,59,86945
41,2000,60,59118
41,2000,61,56864
41,2000,62,54763
41,2000,63,52723
41,2000,64,50637
41,2001,60,60596
41,2001,61,58261
41,2001,62,56093
41,2001,63,54021
41,2001,64,51922
41,2002,60,62304
41,2002,61,59728
41,2002,62,57376
41,2002,63,55183
41,2002,64,53021
41,2003,60,64325
41,2003,61,61398
41,2003,62,58754
41,2003,63,56356
41,2003,64,54081
41,2004,60,66760
41,2004,61,63428
41,2004,62,60425
41,2004,63,57759
41,2004,64,55334
41,2005,60,69627
41,2005,61,65898
41,2005,62,62507
41,2005,63,59531
41,2005,64,56912
41,2006,60,72757
41,2006,61,68716
41,2006,62,64940
41,2006,63,61646
41,2006,64,58797
41,2007,60,76058
41,2007,61,71764
41,2007,62,67700
41,2007,63,64128
41,2007,64,61035
41,2008,60,79436
41,2008,61,74946
41,2008,62,70724
41,2008,63,66941
41,2008,64,63612
41,2009,60,82787
41,2009,61,78227
41,2009,62,73903
41,2009,63,69960
41,2009,64,66411
41,2000,65,47680
41,2000,66,45277
41,2000,67,42687
41,2000,68,40010
41,2000,69,37336
41,2001,65,49129
41,2001,66,46666
41,2001,67,43960
